comment_id,verdict,corrected_category,reason
C005827,Correct,,"Vulgar dog-insult at individual"
C005841,Wrong,Safe,"Critical accusation of lying, not hate speech"
C005843,Wrong,Safe,"Compliment, not hateful"
C005846,Wrong,Safe,"Harsh political opinion, not hate speech"
C005849,Wrong,Safe,"Neutral movie opinion"
C005856,Wrong,Safe,"Neutral request to respect players"
C005858,Unsure,,"Garbled reality show commentary, unclear"
C005872,Wrong,Safe,"Mocking comment about music, not vulgar"
C005873,Wrong,Safe,"Fan hype comment, not offensive"
C005874,Wrong,Safe,"Sarcastic remark, not vulgar"
C005878,Wrong,Safe,"Fan hype phrase, not offensive"
C005881,Wrong,Safe,"Casual fan remark, not offensive"
C005887,Wrong,Safe,"Movie praise, not hateful"
C005892,Wrong,Safe,"Sarcastic remark, not offensive"
C005893,Wrong,Safe,"Factual news report, not hate speech"
C005895,Wrong,Threat,"Threatens beating once party loses power"
C005902,Correct,,"Caste-based call to eliminate oppressed people"
C005903,Wrong,Safe,"Positive comment about laughing, not hateful"
C005906,Wrong,Safe,"Neutral movie BGM comparison"
C005909,Unsure,,"Garbled text about community naming, unclear"
C005910,Wrong,Safe,"Neutral description of fan behavior"
C005916,Wrong,Safe,"Neutral movie opinion/comparison"
C005921,Wrong,Safe,"Fan comment, not offensive"
C005923,Wrong,Safe,"Neutral comment about language"
C005926,Wrong,Safe,"Mocking pop-culture reference, not vulgar"
C005934,Wrong,Safe,"Personal disappointment remark, not hateful"
C005936,Wrong,Safe,"Opinion suggesting legal action, not hateful"
C005946,Wrong,Safe,"Compliment/tribute, not hateful"
C005947,Wrong,Safe,"Fan hype comment, not offensive"
C005952,Wrong,Threat,"Explicit call for haters to hang and die"
C005963,Unsure,,"Garbled casual comment, unclear"
C005965,Unsure,,"Vague, unclear meaning"
C005970,Wrong,Safe,"Neutral request to like video"
C005973,Wrong,Safe,"Commentary condemning caste-based honor killings"
C005978,Wrong,Safe,"Neutral political/movie association comment"
C005982,Correct,,"Caste slur dehumanizing community's blood"
C005985,Wrong,Safe,"Mild personal remark, not vulgar or hateful"
C005986,Wrong,Safe,"Simple compliment on song"
C005987,Wrong,Safe,"Neutral motivational phrase"
C005989,Correct,,"Personal insult comparing woman's appearance"
C005990,Wrong,Safe,"Neutral comment about song"
C005991,Wrong,Safe,"Compliment about actor's rare laugh"
C005998,Correct,,"Vulgar sexual insult directed at fan group"
C005999,Wrong,Offensive,"Personal criticism of comedian's skill, not hate speech"
C006002,Wrong,Offensive,"Sarcastic fan-war mockery, not hate speech"
C006003,Wrong,Safe,"Fan/movie comparison comment"
C006004,Wrong,Offensive,"Accuses individual of being a broker/corrupt, not hate speech"
C006006,Wrong,Offensive,"Vulgar slur insult about show content, not group hate"
C006007,Wrong,Safe,"Question about source of wealth, not hateful"
C006009,Wrong,Safe,"Sarcastic criticism of VJ/host, not vulgar"
C006010,Wrong,Safe,"Opinion about marriage institution, not group-targeted hate"
C006012,Wrong,Safe,"Mild jab comparing talk to naxal rhetoric, not vulgar"
C006014,Wrong,Safe,"Neutral political observation"
C006021,Wrong,Safe,"Slang compliment, not offensive"
C006023,Wrong,Safe,"Neutral question about trending"
C006024,Wrong,Safe,"Casual remark about academic consequences, not hateful"
C006029,Wrong,Safe,"Community pride/congratulatory message with proverb"
C006030,Wrong,Safe,"Neutral reference comment"
C006035,Correct,,"Caste-based dehumanizing slur calling people mad dogs"
C006038,Correct,,"Vulgar sexual insult at named individual"
C006047,Wrong,Offensive,"Political insult with vulgar language, targets party not protected group"
C006055,Unsure,,"Garbled conspiracy-style comment, unclear"
C006056,Wrong,Safe,"Neutral request, not hateful"
C006060,Wrong,Safe,"Fan opinion about movie quality, not offensive"
C006064,Wrong,Safe,"Neutral mocking comparison of BGM, not vulgar"
C006067,Wrong,Safe,"Neutral opinion, not hateful"
C006069,Wrong,Safe,"Neutral fan request"
C006072,Wrong,Safe,"Criticism of fan rivalry behavior, not vulgar"
C006073,Wrong,Safe,"Simple negative reaction, not hateful"
C006075,Wrong,Safe,"Negative movie opinion, not vulgar"
C006079,Correct,,"Mocking rival fandom, fan-war trash talk"
C006080,Wrong,Safe,"Critical movie opinion, not vulgar"
C006082,Wrong,Safe,"Social commentary criticizing internet habits, not hate speech"
C006084,Wrong,Safe,"Compliment, not hateful"
C006085,Wrong,Safe,"Casual skeptical remark, not vulgar"
C006092,Wrong,Sexual Harassment,"Objectifying remark about a woman's beauty directed at her"
C006093,Wrong,Safe,"Neutral opinion about movie flop"
C006099,Wrong,Safe,"Political criticism, not hateful"
C006107,Wrong,Safe,"Casual mild opinion, not vulgar"
C006108,Wrong,Safe,"Neutral political statement"
C006109,Wrong,Safe,"Neutral political statement"
C006110,Wrong,Offensive,"Mild insult calling current leaders fools, not hate speech"
C006111,Wrong,Safe,"Garbled but positive movie praise"
C006112,Wrong,Safe,"Political criticism demanding accountability, not hateful"
C006115,Wrong,Safe,"Critical questioning about hypocrisy, not vulgar"
C006116,Wrong,Offensive,"Vulgar personal insult with caste reference, targets individual"
C006118,Wrong,Offensive,"Mocking insult using humiliation idiom, not literal threat"
C006123,Wrong,Safe,"Simple opinion about actors, not offensive"
C006131,Correct,,"Vulgar sexual insult at named composer"
C006132,Unsure,,"Vague comment, unclear context/intent"
C006134,Wrong,Safe,"Compliment, not hateful"
C006135,Correct,,"Mocking psycho insult at director individually"
C006139,Wrong,Safe,"Neutral reaction comment"
C006141,Wrong,Safe,"Praise for actors, not hateful"
C006142,Wrong,Safe,"Religious praise/tribute, not hateful"
C006146,Wrong,Safe,"Compliment on dance, not hateful"
C006149,Wrong,Safe,"Casual opinion about actor's career, not vulgar"
C006152,Correct,,"Explicit anti-Muslim hate speech advocating expulsion"
C006155,Correct,,"Dehumanizing 'dogs' slur targeting inter-caste couples"
C006162,Wrong,Safe,"Neutral opinion about song growing on listener"
C006171,Wrong,Safe,"Religious/political unity statement, not explicit hate"
C006172,Wrong,Safe,"Compliment on acting"
C006180,Wrong,Safe,"Mild teasing joke, not hateful"
C006185,Wrong,Safe,"Compliment, not hateful"
C006197,Wrong,Safe,"Compliment on songs, not hateful"
C006198,Wrong,Safe,"Sarcastic political remark, not offensive"
C006200,Wrong,Safe,"Neutral comparison to mobile game"
C006212,Wrong,Offensive,"Mocking rhetorical jab at entitled behavior"
C006215,Wrong,Safe,"Political opinion, not hateful"
C006222,Wrong,Safe,"Neutral observation about comments section"
C006236,Wrong,Safe,"Sarcastic economic comment about ticket price, not hateful"
C006237,Wrong,Safe,"Mocking movie comparison, not vulgar"
C006241,Wrong,Safe,"Neutral moralizing statement"
C006242,Correct,,"Vulgar mother-reference insult at individual"
C006243,Wrong,Threat,"Curses dislikers to suffer and die"
C006246,Wrong,Safe,"Cynical commentary about caste exploitation in politics/movies"
C006251,Correct,,"Dehumanizing 'dogs' slur targeting filmmakers as outsiders"
C006253,Wrong,Safe,"Political criticism about religion under Modi"
C006254,Wrong,Offensive,"Comedic mocking of commenters as mental, not hate speech"
C006256,Wrong,Safe,"Neutral idiomatic comment"
C006257,Correct,,"Vulgar insult at group of critics"
C006262,Wrong,Safe,"Neutral BGM comparison"
C006274,Wrong,Safe,"Criticism comparing to deceased actress's legacy, not hateful"
C006276,Wrong,Safe,"Critical opinion about movie concept, not vulgar"
C006277,Unsure,,"Garbled expression of disapproval, unclear target"
C006279,Wrong,Safe,"Movie-themed revenge fantasy commentary, not a real threat"
C006281,Wrong,Offensive,"Personal jab about someone's weight/appearance"
C006286,Wrong,Safe,"Mocking comment about language usage, not vulgar"
C006287,Wrong,Offensive,"Mocking 'wig fans' jibe, personal insult not hate"
C006290,Unsure,,"Garbled commentary, unclear meaning"
C006292,Unsure,,"Garbled text mixing dark wish and Tiktok opinion, unclear"
C006294,Correct,,"Beggar-insult term directed at rival fans"
C006300,Wrong,Safe,"Critical opinion about music, not vulgar"
C006304,Wrong,Safe,"Mild rebuke calling for shame, not vulgar"
C006308,Wrong,Safe,"Neutral appearance comparison"
C006312,Wrong,Safe,"Compliment, not hateful"
C006325,Wrong,Safe,"Critical opinion about media behavior, not hateful"
C006330,Correct,,"Insult calling individual senseless"
C006332,Wrong,Safe,"Sarcastic political comment about welfare scheme, not hateful"
C006335,Wrong,Threat,"Explicit threat of physical violence"
C006340,Wrong,Safe,"Neutral request, not offensive"
C006344,Wrong,Safe,"Neutral opinion about movie opening"
C006345,Wrong,Offensive,"Mocking fans as jesters, fan-war trash talk not hate"
C006355,Unsure,,"Garbled critical comment about media, unclear"
C006356,Wrong,Safe,"General commentary about people's quirks, not offensive"
C006357,Wrong,Safe,"Fan praise, not offensive"
C006362,Wrong,Safe,"Critical opinion about actress's career choice, not hateful"
C006366,Wrong,Offensive,"Vulgar personal insult, not group hate"
C006367,Wrong,Safe,"Compliment idiom, not hateful"
C006370,Unsure,,"Fragmentary text, unclear meaning"
C006371,Wrong,Offensive,"Insulting term calling people fools, personal insult not hate"
C006374,Correct,,"Endorses caste-based hostility toward inter-caste relationships"
C006376,Wrong,Offensive,"Casual 'die' curse at haters, vulgar dismissal not literal threat"
C006379,Wrong,Safe,"Neutral comment about respectful language"
C006390,Wrong,Safe,"Praise for comedy, not hateful"
C006391,Wrong,Safe,"Mocking movie comment, not hateful"
C006393,Wrong,Offensive,"Brief 'die' curse at named individual, vulgar dismissal"
C006397,Wrong,Offensive,"Profane criticism of casting choice, not hate speech"
C006398,Wrong,Safe,"Mocking commentary about show participants, not hateful"
C006401,Unsure,,"Unclear reference to Pollachi case, ambiguous intent"
C006403,Wrong,Safe,"Neutral criticism about music copying"
C006404,Wrong,Safe,"Compliment, not hateful"
C006405,Wrong,Offensive,"Mocking insult implying person lacks sense"
C006406,Wrong,Offensive,"Vulgar insult at actor, not group hate"
C006408,Unsure,,"Vague sarcastic remark, unclear meaning"
C006416,Wrong,Offensive,"Political corruption accusation, not hate speech (targets party)"
C006417,Wrong,Safe,"Political curse/criticism, not hate speech"
C006434,Wrong,Offensive,"Callout accusing individual of inappropriate touching, not itself harassment"
C006445,Wrong,Safe,"Fan hype comment, not offensive"
C006454,Wrong,Safe,"Political commentary/suggestion, not hateful"
C006455,Wrong,Safe,"Mild rebuke to speak nicely, not vulgar"
C006469,Wrong,Safe,"Idiomatic remark, not vulgar or threatening"
C006477,Wrong,Threat,"Explicit call to behead men who harass women"
C006478,Unsure,,"Garbled text, meaning unclear"
C006479,Wrong,Safe,"Social commentary about community discourse, not hateful"
C006484,Wrong,Safe,"Fan hype comment, not offensive"
C006485,Unsure,,"Vague, unclear meaning"
C006491,Wrong,Safe,"Critical comment about copying music, not offensive"
C006492,Correct,,"Profane criticism using vulgar language"
C006494,Wrong,Offensive,"Insult calling fan group stupid, fan-war trash talk not hate"
C006495,Wrong,Offensive,"Vulgar dog-insult at named individual, not group hate"
C006496,Wrong,Safe,"Political support statement, not hateful"
C006513,Wrong,Safe,"Compliment on BGM"
C006516,Wrong,Safe,"Neutral speculation about movie plot"
C006517,Wrong,Safe,"Neutral question, not offensive"
C006518,Wrong,Safe,"Neutral opinion about movie uncertainty"
C006523,Wrong,Safe,"Praise for journalist, not hateful"
C006529,Wrong,Offensive,"Vulgar sexual slur insult at individual, not group hate"
C006531,Correct,,"Insult calling commenters idiots"
C006535,Wrong,Safe,"Neutral stats observation"
C006536,Wrong,Safe,"Criticism of fan rivalry, not vulgar"
C006537,Correct,,"Vulgar sexual taunt at named individual"
C006539,Wrong,Safe,"Compliment, not hateful"
C006541,Correct,,"Vulgar family insult at named individual"
C006547,Correct,,"Vulgar insult at individual"
C006554,Correct,,"Vulgar insult referencing smell at named individual"
C006558,Wrong,Safe,"Compliment, not hateful"
C006559,Wrong,Safe,"Political/personal accusation, not group-targeted hate"
C006563,Correct,,"Mild insult calling group 'loose guys'"
C006569,Wrong,Safe,"Political compliment/comparison, not hateful"
C006570,Wrong,Safe,"Critical comment about actor's career, figurative not literal threat"
C006576,Wrong,Safe,"Critical opinion about actor's overexposure, not vulgar"
C006578,Wrong,Safe,"Message advocating against domestic violence/for women's safety"
C006579,Correct,,"Extremely vulgar sexual insult at named individual"
C006582,Wrong,Safe,"Unclear critical comment about actor, not vulgar"
C006584,Wrong,Safe,"Neutral comment about movie using actor"
C006587,Wrong,Safe,"Critical comment about double standards in FIR filing"
C006590,Wrong,Safe,"Joking comment about movie/phone durability"
C006592,Wrong,Offensive,"Mocking fan group using derogatory nickname"
C006598,Wrong,Safe,"Political criticism of news channel bias, not hateful"
C006603,Unsure,,"Garbled text about caste council/family dispute, unclear stance"
C006604,Wrong,Safe,"Political support statement, not hateful"
C006607,Wrong,Offensive,"Fan-war trash talk about rival fanbase, not hate speech"
C006622,Wrong,Safe,"Political criticism about broken promise, not vulgar"
C006623,Wrong,Safe,"Positive comment about trailer, not offensive"
C006626,Wrong,Offensive,"Vulgar personal insult at a specific woman, not group generalization"
C006627,Wrong,Safe,"Neutral statement about dislike source"
C006628,Wrong,Safe,"Sarcastic fan challenge, not vulgar or threatening"
C006629,Wrong,Safe,"Neutral fan request, not offensive"
C006638,Wrong,Offensive,"Political accusation of caste favoritism against individual"
C006640,Wrong,Offensive,"Dismissive 'die' curse, vulgar insult not literal threat"
C006641,Wrong,Safe,"Political criticism of media bias, not hateful"
C006651,Wrong,Safe,"Compliment/tribute, not hateful"
C006661,Wrong,Safe,"Fan suggestion for pairing, not hateful"
C006667,Wrong,Safe,"Condolence/tribute comment, not hateful"
C006673,Wrong,Offensive,"Vulgar insult calling show a whorehouse, targets show not a group"
C006674,Correct,,"Vulgar mother-reference insult, garbled fan comment"
C006675,Correct,,"Vulgar insult at individual"
C006696,Wrong,Safe,"Neutral casual comment about stats"
C006697,Wrong,Safe,"Positive message promoting movie's moral lesson, not hateful"
C006698,Wrong,Safe,"Mocking comment about actor, not vulgar"
C006700,Wrong,Safe,"Critical opinion comparing actors, not vulgar"
C006707,Wrong,Safe,"Fan hype comment, not offensive"
C006711,Wrong,Safe,"Critical opinion suggesting stick to acting, not vulgar"
C006712,Wrong,Safe,"Political sarcasm comparing economy to crisis states"
C006713,Wrong,Safe,"Neutral idiomatic remark"
C006717,Wrong,Safe,"Neutral suggestion about release timing, not hateful"
C006718,Wrong,Safe,"Critical opinion about director's poor movie, not vulgar"
C006721,Wrong,Safe,"Neutral political opinion, not hateful"
C006725,Wrong,Threat,"Explicit call to beat dislikers"
C006728,Unsure,,"Vague comment about obsession, unclear"
C006732,Wrong,Safe,"Neutral comment about searching theaters"
C006734,Wrong,Safe,"Political criticism, not hateful"
C006735,Wrong,Safe,"Critical opinion about actor's portrayal, not vulgar"
C006742,Wrong,Safe,"Emotional tribute comment, not hateful"
C006744,Wrong,Safe,"Mild scolding about premature dislike, not hateful"
C006748,Wrong,Safe,"Compliment on movie, not hateful"
C006750,Correct,,"Vulgar sexual insult referencing mother"
C006753,Wrong,Safe,"Compliment/encouragement, not hateful"
C006756,Correct,,"Caste-based vulgar slur targeting Shudra community"
C006759,Wrong,Offensive,"Mocking curse at rival fanbase, fan-war trash talk"
C006764,Wrong,Safe,"Mild complaint about no reply, not offensive"
C006768,Wrong,Safe,"Fan banter about obsessive fandom, not offensive"
C006769,Wrong,Offensive,"Mild insult calling person a fool, not hate speech"
C006771,Wrong,Safe,"Critical movie opinion, not hateful"
C006772,Wrong,Safe,"Movie tagline/hype quote referencing Draupathi film, not a real threat"
C006785,Wrong,Safe,"Negative movie opinion, not hateful"
C006794,Correct,,"Caste-based slur (thief caste) combined with vulgar insults"
C006796,Unsure,,"Garbled all-caps text, unclear meaning"
C006797,Wrong,Safe,"Mocking specific commenter mildly, not vulgar"
C006799,Wrong,Safe,"Neutral speculation about dislikes source"
C006800,Wrong,Safe,"Critical opinion about monotone delivery, not vulgar"
C006801,Wrong,Threat,"Explicit sexual violence threat directed at individual"
C006803,Wrong,Offensive,"Mocking rival team as jesters, fan-war trash talk not hate"
C006808,Wrong,Offensive,"Personal accusation against TV host about show content"
C006809,Wrong,Offensive,"Mild insult, caste name used as identity reference not clearly hateful"
C006810,Wrong,Safe,"Critical opinion about actor's confidence, not hateful"
C006811,Unsure,,"Vague slang phrase, unclear meaning"
C006816,Wrong,Safe,"Neutral appearance comparison between actresses"
C006824,Wrong,Safe,"Political commentary calling for restraint from both parties"
C006828,Wrong,Safe,"Vague rhetorical question, not hateful"
C006830,Unsure,,"Garbled but seemingly supportive comment, unclear"
C006835,Wrong,Safe,"Fan banter, not hateful"
C006839,Wrong,Threat,"Explicit violent threat comparing to cutting a hen"
C006848,Wrong,Safe,"Joking comment about love/singles, not offensive"
C006868,Wrong,Safe,"Fan hype phrase, not offensive"
C006875,Wrong,Safe,"Mild criticism of fan rivalry, not vulgar"
C006876,Wrong,Safe,"Neutral rhetorical phrase, not offensive"
C006881,Wrong,Offensive,"Scolds caste-obsessed commenters with vulgar insult"
C006886,Wrong,Safe,"Neutral opinion about lack of publicity"
C006890,Wrong,Safe,"Neutral description of web series plot"
C006893,Wrong,Safe,"Anti-caste message promoting Tamil unity over caste division"
C006896,Wrong,Offensive,"Anti-caste unity message but uses vulgar 'dogs' insult at caste-mongers"
C006911,Unsure,,"Garbled political comparison, unclear"
C006912,Wrong,Offensive,"Vulgar personal insult at politician, not group hate"
C006914,Wrong,Safe,"Compliment on actor, not hateful"
C006915,Wrong,Safe,"Fan comment about teaser records, not offensive"
C006916,Wrong,Safe,"Mocking comment about trending delay, not vulgar"
C006929,Wrong,Offensive,"Vulgar accusation about exploitative fees, not group hate"
C006934,Wrong,Safe,"Neutral proverb-like comparison, not hateful"
C006941,Correct,,"Mocking 'psycho' insult at director/politician individually"
C006943,Wrong,Safe,"Vague mocking comment, not vulgar"
C006945,Wrong,Safe,"Fan hype phrase, not offensive"
C006947,Wrong,Safe,"Neutral prediction about movie success, not hateful"
C006949,Correct,,"Vulgar insult at filmmaker, not group-targeted"
C006954,Unsure,,"Vague, unclear meaning"
C006965,Wrong,Safe,"Political criticism, not hateful"
C006969,Wrong,Safe,"Criticism of fan rivalry, not vulgar"
C006970,Wrong,Safe,"Compliment about anchor's style, not hateful"
C006972,Wrong,Safe,"Praise for political counter-argument, not hateful"
C006973,Wrong,Safe,"Philosophical political statement, not hateful"
C006980,Wrong,Safe,"Neutral request/fan interaction, not offensive"
C006985,Unsure,,"Vague casual comment, unclear intent"
C006988,Wrong,Safe,"Confrontational fan comment, not vulgar"
C006991,Wrong,Safe,"Critical suggestion about trailer, not hateful"
C006997,Wrong,Safe,"Mocking specific commenter about dislikes, not vulgar"
C006998,Wrong,Safe,"Critical opinion about promotion, not hateful"
C007006,Wrong,Offensive,"Mild insult calling someone a fool, personal not hate"
C007010,Wrong,Safe,"Neutral critical comment about copying, not vulgar"
C007014,Wrong,Safe,"Critical opinion about director's movie, not vulgar"
C007016,Wrong,Offensive,"Mild disapproval/disgust expression, personal not hate"
C007018,Wrong,Safe,"Neutral movie comparison"
C007019,Wrong,Safe,"Fan opinion supporting movie, not offensive"
C007028,Unsure,,"Garbled text, unclear meaning"
C007031,Wrong,Safe,"Compliment on voice, not hateful"
C007036,Wrong,Offensive,"Mocking rival fanbase as jealous, fan-war trash talk"
C007038,Wrong,Safe,"Compliment, not hateful"
C007049,Wrong,Safe,"Mild joke about music style, not hateful"
C007051,Wrong,Safe,"Supportive statement against discrimination, not offensive"
C007053,Unsure,,"Vague warning, unclear intent/threat level"
C007055,Unsure,,"Vague phrase, unclear meaning"
C007063,Wrong,Offensive,"Derogatory term calling specific woman a 'loafer', personal insult"
C007065,Wrong,Safe,"Garbled but praising comment, not hateful"
C007072,Wrong,Safe,"Social commentary, not hateful"
C007074,Wrong,Safe,"Political criticism of voter memory, not hate speech"
C007075,Correct,,"Vulgar personal insult at actor and his fanbase"
C007076,Wrong,Safe,"Critical opinion about trailer tone, not hateful"
C007077,Correct,,"Caste-based call for violence against inter-caste couples"
C007078,Wrong,Safe,"Mocking pity comment about actor's career, not vulgar"
C007082,Wrong,Offensive,"Vulgar insult at caste-politics practitioners, not community-targeted"
C007086,Correct,,"Dehumanizing racial/national slur targeting Indian immigrants"
C007088,Wrong,Safe,"Fan excitement comment, not offensive"
C007092,Wrong,Safe,"Policy opinion about population control, not hateful"
C007095,Wrong,Safe,"Critical personal comment, not hate speech"
C007101,Unsure,,"Garbled comment, unclear meaning"
C007104,Wrong,Safe,"Playful movie-reference challenge, not offensive"
C007105,Wrong,Safe,"Fan wish about actors' marriage, not hateful"
C007110,Wrong,Safe,"Warning about app data security, not offensive"
C007113,Wrong,Safe,"Neutral music comparison, not offensive"
C007119,Wrong,Safe,"Critical comment about trailer, not offensive"
C007121,Unsure,,"Vague mocking comment, unclear target"
C007125,Wrong,Offensive,"Personal insult at actor, not hate speech"
C007129,Wrong,Safe,"Compliment, not hateful"
C007144,Wrong,Safe,"Movie tagline/hype quote, not a real threat"
C007159,Wrong,Offensive,"Insult calling politician a parasite, personal not hate"
C007160,Correct,,"Caste pride framing with explicit call for violence"
C007165,Unsure,,"Vague political commentary with nicknames, unclear"
C007168,Wrong,Safe,"Critique of caste-divisive movie content, calls for reform"
C007182,Wrong,Safe,"Personal comment about missing movie, not offensive"
C007183,Wrong,Offensive,"Vulgar insult at individual, sports criticism not hate"
C007184,Correct,,"Extremely vulgar sexual insult chain at named individual"
C007186,Wrong,Safe,"Neutral question about trailer, not offensive"
C007188,Wrong,Safe,"Casual comment about appearance, likely compliment"
