comment_id,language,category,comment,english_translation
C005509,Tamil,Hate Speech,"ஏன்டா சோட்டா பீம் பசங்களா? அடுத்த சாதி பொண்ணுங்களையே காதலிக்கிறீங்களே, உங்க வீட்டு பொண்ணுங்கள என்ன பண்றதா உத்தேசம்???",
C005513,Roman Telugu,Hate Speech,Mundhey potharu ani telsinapudu muhurtham pettina yogi mve flop ani vaallaki cheppadam nek telidha,
C005514,Kannada,Offensive,ಕತೆ ಕತೆಯಾಗಿ ಇರುತ್ತೆ ಇದನ್ನು ನಂಬಲು ಅಸಾದ್ಯ,
C005520,Tanglish,Offensive,Simbu fat kammi pannirtha nalla irukum,
C005524,Roman Telugu,Hate Speech,rohit sharma kulubothu na koduku Asia cup kuda tesukorale malla vadini virat lo poluchutaru,
C005528,Kanglish,Hate Speech,Super sir..nanantu adella dwnld kuda madirlilla...420china,
C005530,Roman Telugu,Hate Speech,Thq sirchalla chakagaa chayparuu,
C005531,Roman Telugu,Hate Speech,nivetha konni interviews loo aa time loo rajinikanth gaariti movie chestunna idhem pedda movie kaanattu matladindishe wass note grateful too act inn pspks movie,
C005547,Tamil,Hate Speech,டிசம்பர் மாதம் காஞ்சிபுரம் மாவட்டம் வாலாஜா அந்த ஊரு தலித் பொண்ணு name ரோஜா அந்த பொண்ண நாடக காதல் பண்ணி கொடூரமா கொலை பண்ணுன வன்னியர் ஜாதி தேவிடியா மொவன் இப்போ ஜெயிலில் இருக்கான்.... நாடக காதல் குரூப் வன்னியர் ஜாதி no1... வெக்கம் கெட்ட நாய்ங்கலே த்து.....,
C005557,Telugu,Hate Speech,అన్నాఒక్కో సచివాయంకి ఒక్కో మిషన్ ఇచ్చి పడేయ్ అన్నాతర్వాత చూసుకుందాం…,
C005561,Tanglish,Offensive,Myskin padam nalae Vera level..new actor Ku kuda pakava nadipu varum..but udhaya nithi Stalin ena panraru inga???? Intha padathukum avanukum ena link???? Oru velai producer nu 4 scene Ku varano...????,
C005566,Tanglish,Offensive,"Padu mokkai, ean thalayai kooni kondu nikkuthu thalai",
C005568,Telugu,Hate Speech,ఈనాటి బీజేపీ దేశాన్ని ఎలుతుందంటే దానికి అద్వానీగారి కృషి చాలావుందిమోడీగారు ఇలా,
C005570,Tanglish,Offensive,Kevalama iruku....yepo ne iron Man ku voice kuduthiyo apove una veruthutan promise ah un movie lam paaka maatan,
C005574,Roman Telugu,Hate Speech,arey memu ticket konte ne ra ne chethilo Mike nuvvu nilabade stage,
C005578,Telugu,Hate Speech,మోహన బాబు గాడు ఒక వేస్ట్ ఫెల్లో.వాడి ఎదుట ఎవడైనా ఎదుగుతుంటే ఒరవలేడు..,
C005579,Kannada,Offensive,ಗುರು ಇದೆಲ್ಲ ನಂಬೊ ಮಾತ,
C005581,Kanglish,Offensive,sᴛᴜᴅɪᴏ ᴍᴏᴠɪᴇs boli magane nin appan third a,
C005582,Roman Telugu,Hate Speech,revant reddy garu haas very clarity inn hiss thouts excellent way of expressing himself,
C005583,Tamil,Hate Speech,கொய்யால எங்க தலைவரையும் கிண்டல் பன்னி இருக்கிங்களா...... ஆனா நல்லா தான் இருக்கு,
C005596,Tanglish,Offensive,Engineer avanum miss... Me: nenachan sirichan,
C005600,Roman Telugu,Hate Speech,Nijamga aadu annada.....veedu kurchoni sollu dhobbuthunnadu.....,
C005602,Tanglish,Offensive,Kadavule Meena ponnu Future la vijay jodi ya nadikka koodathu .. (no More.. Anbulla Rajinikanth 2),
C005604,Kanglish,Offensive,Okie okie anta helboduu powerful music irbekittu,
C005610,Tanglish,Offensive,Dei atlee moodevi pathu kathuka football epdi edukanum nu,
C005613,Tanglish,Offensive,Paatha psycho thaan aavoom kiruķkan miskin,
C005614,Tanglish,Offensive,"Yen Mandakasayam , Mela irukaravan kittaye keklame",
C005617,Tanglish,Hate Speech,Pls kedukadhiga cartoon madhiri nala theridhu,
C005620,Roman Telugu,Hate Speech,last loo sang entha mandi miss ayyaru brow,
C005623,Roman Telugu,Hate Speech,TRS donga party,
C005631,Tanglish,Hate Speech,Kadaisiya antha comali Rajini nu solliteengale,
C005634,Tanglish,Offensive,Thala ne va thala unakaga naanga irukom thala... thaa thala vararu oram ponga da...,
C005635,Kannada,Hate Speech,Super movie sir.. ಆದ್ರೆ ದುರಂತ ನಮ್ಮ ಪ್ರೇಕ್ಷಕ prabhugalna namboduu.. really tumbaa bejaar aytu ದಿಯಾ moviege e thara agiddu.. but prachaara kammi aytu anstide sir.. theatre inda movie hodmele saalu saalalli jana banduu keltidaare..,
C005637,Tanglish,Hate Speech,vasool mannan aa... yappa ippove producers loss kaatranga...indha padam vandha enna agudhe....suriya thalaiava neeye kapathu,
C005640,Roman Telugu,Hate Speech,vaallu ee jeevitam loo kuuda falaknama palace loo bojanam chesivundakapodurunuvvu great brow,
C005643,Roman Telugu,Hate Speech,TRS poinaka ninnu uthukutharu Kanipiyav lee inkachesko reporting e 1 year,
C005651,Tamil,Hate Speech,தேர்தலில் இப்போ தான் செருப்படி வாங்கினான் குருமா.. இது இன்னொரு செருப்படி குருமா பாய்ஸ் கு... வெற லெவல்... காத்திருக்கிறேன் வெள்ளி திரையில் காண..,
C005653,Tanglish,Offensive,Modi ku pottu kaatunga da.Atleast idha parthu thirundhuvaan.,
C005655,Tanglish,Hate Speech,"Intha nadaga kathal , saathi Veri, ithu ellathaum vida nenga Yara virumpuringalo avangaloda originality a therinjuka try panunga.. avanga familya therinjuka try panunga Ava Enna jaathinu kandupidika Ila . Avanga nadavadikai therinjuka.. thappu ellar melaum tha iruku.. kunathal uyarnthavan Mel saathi kunathal thaalnthavan keel saathi.. avlotha..jaathi ennaika irunthalum ratham kudikura atta poochi tha..",
C005658,Roman Telugu,Hate Speech,naadhi srikakulam zilla conny ragu anna vaagdaatiki abhimanini sampoorna myna avagahana kaligina nayakudu,
C005662,Tanglish,Offensive,Mr.Vandu Court la ipdilam kaththa kudathu...,
C005664,Roman Telugu,Hate Speech,naaku pellayina tarvaata nunchi neenu aemee kanipettaleka potunnanu annaiah,
C005671,Tanglish,Offensive,Saverah irutha sandha pothu sagunum Bayanthu kazle vizlinthu saga kudhathu BGM -,
C005689,Tanglish,Offensive,Ivan Bigil ku tough kodupan pola,
C005691,Tanglish,Offensive,Kandipaga dislike pannavan oru THALApathy fan ah iruka mudiyadhu,
C005693,Kannada,Hate Speech,ಚೇಳ್ ತಿನ್ನೋ ಚಪ್ಪರ್ ನನ್ಮಕ್ಳು🤣,
C005700,Kanglish,Hate Speech,Yakri janagalna dari tapso kelsa madtira,
C005704,Roman Telugu,Hate Speech,vaav mea dance super super,
C005708,Kannada,Offensive,ಇಂತವರಿಗೆ ಟಪ ಟಪ ಟಪ ಟಪ ಹೊಡಿಬೇಕು,
C005710,Tanglish,Offensive,Engineering aaganum miss.... Athalaaaam oru kaalam,
C005713,Tanglish,Offensive,En thalaivan Batman key taughf kudupan polayae,
C005717,Roman Telugu,Hate Speech,jagan amma vadi dabbulu pettali nanna gudda lo nunchi leppali,
C005718,Telugu,Hate Speech,ఈడిని చూసాకమన సంపు మీద చాలా గౌరవం పెరిగింది,
C005720,Roman Telugu,Hate Speech,Ore ali inta asahyamga matladutaav adavallatho double meaning dialogues matladutav nuvvu MLA ayyi emi peekutav,
C005723,Tamil,Hate Speech,ஆக மொத்தம் சாதி சாதி னு எல்லாரும் அடிச்சிகிட்டு சாகனும் ...,
C005730,Tanglish,Offensive,"sappi punde marri irukku,,taddi punde ajith kujith",
C005735,Tanglish,Offensive,Gommalakka veara leavel lla iruku,
C005737,Tanglish,Offensive,Ennada ice cream tune a pottu vechurukkeenga,
C005740,Tanglish,Offensive,Bass trailer pakkum pothu kanithan padam Mari irukku,
C005741,Tanglish,Hate Speech,Trailer mokkaya iruku.appo movie blue satta sonna mathiri kevalama irukunu,
C005742,Tanglish,Offensive,Kaithi Ticket book pannavanga like pannuga,
C005744,Tamil,Hate Speech,மண்ணும் பெண்ணும் இரண்டும் முக்கியம் மேல கை வச்சா வெட்டுவேன் தரமான சம்பவம் செய்ய வ௫கிறாள் திரெளபதி,
C005749,Tanglish,Hate Speech,"...neengathanda keel saathikaarangala adakki aalanumnu...nenaikkuringa.....,keel Saathi kaaranga ungala adakki aalanumnu nenacha viduvingalada..., Ellarum samam....ithathanda naanga kekurom....,",
C005753,Telugu,Hate Speech,తెలుగుదేశం పార్టీ ఇంకా బ్రతికి ఉందీ అంటే అది కేవలం చంద్రబాబు నాయుడు గారి వలనే,
C005761,Roman Telugu,Hate Speech,saar nagababu garu meeru mea aardhika paristhiti gurinchi aalochistunnaru andulooni songs naa jeevitaanni oka swargam lae marchai saar super hit cinema sear arrange ippativaraku neenu aa songs vintunnaanu mea walla super super nagababu saar ee cinema naaku flop kaadu hittu,
C005765,Roman Telugu,Hate Speech,Aslu em show lu ra mei west gaa me vala socity Agam patisunaru chatha gaa,
C005766,Tanglish,Offensive,2:02 indirect a yaarukko solra pola irukku,
C005774,Tanglish,Offensive,Padu mokka..ithuku cartoon network la swat cats pathutu poirlaam,
C005780,Tanglish,Hate Speech,Vanniya thevidiya pasangala Potta pasangala aruthuduven,
C005781,Telugu,Hate Speech,దయచేసి ఎవరైనా ముందు వీడిని మెంటల్ హాస్పిటల్ కి తీసుకువెళ్లండి వీడు ఎవరెవరిని ఏం మాట్లాడుతుందో అర్థం కావట్లేదు ఈ నా కొడుక్కి పిచ్చి పట్టింది,
C005783,Roman Telugu,Hate Speech,Arey Thagu bothoda.... nuvvey cheppinav ga ra 3yekaralu...ani enti oka job Annav ... eppudu nen analey antav endi ra bewakoof cm ga,
C005785,Tanglish,Offensive,Rajini Thatha..... Will die by next comali 2 release.. 🤣 ivan mandaiyil irrukum kosurru masurum kottuvathu mattumey ooruthi 🤣🤣,
C005795,Kanglish,Offensive,Parthasarathi ninamman shata kilaka helde baa antha gandu,
C005803,Roman Telugu,Hate Speech,sarmeeru chaalaa baagaa chepparu prajalaku ardhamayye vidhamgaa matlade nayakudu evadainaa unte adhi meeruhatsaff sear,
C005805,Tanglish,Offensive,Ithu 96....last dialogue SEMA... But Rajini ya ippadi kalaikka koodathu,
C005812,Tanglish,Hate Speech,Ajith mental fans oru logic kuda kandu pudikka therila neengalam mental and katharal thirupi thirupi nirubikiringada emotional la aathiku 🤣🤣🤣🤣🤣🤣🤣🤣 1:crying 2:angry Ithu avanuku vantha siriputha emotional solraanga atha kooda therila mental Aamai fans Da neenga Ana emotional la neenga mental thaanda🤣🤣🤣🤣🤣🤣,
C005813,Tamil,Offensive,தல தளபதி ரசிகர்கள வச்சு வியாபாரம் பாக்கலாம்னு இவனுங்களுக்கு நினைப்பு போல... முட்டா புண்ட மாதிரி ரசிக சண்ட போடாம கொஞ்சம் சிந்திச்சு பாருங்க டா டேய்...,
C005817,Telugu,Hate Speech,"విద్వేషాల ,వైషమ్యాలు గురించి బీజేపీ మాట్లాడటం....",
C005827,Tanglish,Offensive,yaar da dislike panna naai .,
C005841,Telugu,Hate Speech,దిలీప్ చందర్ సార్ గారు మిరు ప్రతివిషయాన్ని వక్రీకరించి చెప్తున్నారు మీరు చెప్తున్నా మాటల్లో కొన్ని అబద్దాలు కొట్టొచ్చినట్టు కనపడుతున్నాయి,
C005843,Roman Telugu,Hate Speech,meeru nijamgaa super saar meeru matladedi edayina excellent,
C005846,Roman Telugu,Hate Speech,sir meeru vastee aalochinchadaanikeee chaala best future fore our generation ee musali dopidi politics povali,
C005849,Tanglish,Offensive,Ithu muzhukka muzhukka thamizhil eduka patta oru aangila thiraipadam,
C005856,Roman Telugu,Hate Speech,mundu aa thumbnail teeseyandi please respect players evadu ani alaa thumbnails pettakandi,
C005858,Roman Telugu,Hate Speech,big bass loo hay felt lonelya emotion loo siri nae hug cheskunadunote with baad intensionhope deepti understands himhis smile nd ice both r filled with pain,
C005872,Tanglish,Offensive,Dae indha BGM gift shop la vangura gifts vara tune da🤣🤣🤣,
C005873,Tanglish,Offensive,"Kaithi ye evlo masssa irukkey, thalapathy64 epddi irukkumo.....",
C005874,Tanglish,Offensive,Mrg elunthathum bathroom pohama pakravanga like podathinga.. Poi velaya parunga..,
C005878,Tanglish,Offensive,Get ready for some petta paraak,
C005881,Tanglish,Offensive,Yenna da panni vechsirukinga thala thalapathiye,
C005887,Roman Telugu,Hate Speech,cinema mottam super andulo ee seen inca highlite,
C005892,Tamil,Offensive,96 ல பிறக்காத பசங்க எல்லாம் 96 அரசியலை பத்தி பேசுதுங்க. காலகொடுமை,
C005893,Tamil,Hate Speech,"விஜய் அஜித் உட்பட நான்கு இளைஞர்கள் கைது, கற்பழிக்கப்பட்ட பத்தாம் வகுப்பு மாணவி தீக்குளித்து இறந்தார்",
C005895,Roman Telugu,Hate Speech,tress poinaka ninnu utukutaaru kanipiyav lee inkachesko reporting ii 1 year,
C005902,Tamil,Hate Speech,நாயுடு மற்றும் நாயக்கர் இயக்கத்தின் சார்பில் இந்த திரைப்படம் வெள்ளி விழா காண வாழ்த்துக்கள் நாயுடு நாயுடு ஒடுக்கப்பட்ட மக்களினை ஒழிக்க வேண்டும்,
C005903,Roman Telugu,Hate Speech,after long tim kadupubba navvanutnks paityamava,
C005906,Tanglish,Hate Speech,Theri bgmkita bigila bgm kaal thoosi,
C005909,Tanglish,Hate Speech,Daiii committee vanam nu movie edutha avanga avanga communitee name solli valthukal solringa command section la chaii ivalo managattavanugalada neenga thu,
C005910,Tanglish,Offensive,vijay Fans Fb la Haha poduvanga Youtube laa Dislike pannuvangaa vmi Order,
C005916,Tanglish,Hate Speech,Viswasam sarkar is waste NGK is best,
C005921,Tanglish,Offensive,Evanda nika porathu thalaivar munadi epo vanga da papom thalaivar 🤘🤘,
C005923,Tanglish,Offensive,Mohanlal pesurathu onnum puriyala.. Tamil than pesuraraa,
C005926,Kanglish,Offensive,Jaa Dhinchak Pooja ki songs dekh Bollywoodiya,
C005934,Telugu,Hate Speech,ఈ మాటలతో నీ మీద ఉన్న గౌరవం పోయింది తూ,
C005936,Telugu,Hate Speech,ఈ web series మీద case వేద్దాం...ఎంది ఆ మాటలు..,
C005946,Roman Telugu,Hate Speech,guruji meeku evvaru saatiraru johar dasari garu,
C005947,Tanglish,Offensive,Chenna pasangala ormma poi vilyaduka world mass opening coming,
C005952,Tanglish,Offensive,Haters hang and die soon... Thooku maati sethrungada...,
C005963,Tanglish,Offensive,Konjam mathungada otha ....like-commentunu...enda unakae theriyadha like dhan varum.Gotha,
C005965,Kanglish,Offensive,Tikto nan Shanta,
C005970,Telugu,Hate Speech,వీడియో ని skip చేయకుండా చూసిన వాళ్ళు ఒక లైక్ వేసుకోండి మన హర్ష సాయి అన్న కోసం,
C005973,Tamil,Hate Speech,"காதலிச்சு ஓடி போனா அப்பன் செத்துடுறான் பொண்ணு காதலிக்க மறுத்தா அந்த பொண்ண வெட்டுறானுங்க அப்படியே காதலிச்சு ஓடி போய் அப்பனும் சாகலைனா, 3 மாசத்துல பேரம் பேசி துரத்தி விட்டுறானுங்க கொடூரமான இன அழிப்பு ங்குற ஒரு ஆயுதத்தை கையில் எடுத்துருக்கானுங்க இதுக்கு சிங்களன் எவ்வளவோ மேல் போல இதுல எங்காவது நாம கோவப்பட்டு நம்ம பக்கம் நியாயத்தை பேசுனாலே ஐயோ ஐயோ சாதி வெறி ன்னு சட்டையை கிழிச்சிகிட்டு ஓடுறானுங்க",
C005978,Tanglish,Hate Speech,NGK trailer paakumbothu ntk nyabagam thà varuthu,
C005982,Tamil,Hate Speech,பறையனும் வந்த ரத்தம் நமக்கு வந்த தக்காளி சட்னி,
C005985,Telugu,Hate Speech,కనపడడు కానీ ....చాలా కన్నింగ్,
C005986,Kanglish,Offensive,Spr song,
C005987,Tanglish,Hate Speech,Do or die Illa Do or try,
C005989,Tanglish,Offensive,She is looking like sasikala rather jayalalitha🤣🤣🤣,
C005990,Roman Telugu,Hate Speech,super anna sang ennisaarlu vinnanu naake ardham avvatledu,
C005991,Telugu,Hate Speech,మహేష్ బాబు ఈ రేంజ్ లో నవ్వడం ఇప్పటి వరకు ఇదే మొదటి సారి Big thanks to Sathi anna,
C005998,Tamil,Offensive,தலைவர் ரஜினிய ஊம்பனா தான் பொழைக்க முடியும் போல.. பொட்ட பசங்களா,
C005999,Roman Telugu,Hate Speech,"Comedian ante HYPER ADHI la vundaali. Suddheer gaadu same joke prathi program lo vaaduthaadu , veedu assalu comedian kaadhu.",
C006002,Kanglish,Hate Speech,Lol darahan fans talking about quality 🤣🤣.,
C006003,Tanglish,Offensive,Bigil ah vathu pool ahvathu....this Diwali kaidhi diwali..,
C006004,Roman Telugu,Hate Speech,U r the brokar in the party of trs,
C006006,Roman Telugu,Hate Speech,Dhini show antara kojja maatalu thapa,
C006007,Roman Telugu,Hate Speech,medi drace khareedu 15 lakshalu okkokka dress karidu marry intha dabbu ekkadinunchi vachayamma,
C006009,Tanglish,Offensive,Ennaageda adhu aalalukku amma illathe oru kolanthaiya kondukittu vanthurrige.. Apro kannukku kavarchiya rendu itetha erakkuringe Director velaiya vittutu maama velai paarungeda Hmmmmm trailer nalla tha irukku.. First time ipdi comments panni irukke Vj ku.... So sad,
C006010,Roman Telugu,Hate Speech,ndian marriages antey narakam.....i ve seen that hell....police case lu.... blackmailing ..chala untayi....vinthalu...viseshalu...vadhu brothers marriage vadhu...happy ga single ga undandi...focus on your goals.....love your parents...friends..god bless you all…,
C006012,Tanglish,Offensive,How can u talk like naxall..haha..Surya fan from Odisha,
C006014,Telugu,Hate Speech,లైక్ లు కొట్టేవాళ్ళు ఎక్కువా కానీ ఓట్లు వేసేవాళ్ళు చాలా తక్కువా,
C006021,Tanglish,Offensive,32K Like Potavan Silukku Mavan,
C006023,Tanglish,Hate Speech,Ethukku ON 2 Trending kku kondu poningga,
C006024,Roman Telugu,Hate Speech,Ma principal ni antha mata ante internals lo fasak,
C006029,Tamil,Hate Speech,வீரபாண்டிய கட்டபொம்மனின் வாரிசுகள் அஸ்தாந்திர கொல்ல நாயக்கர் சார்பாக திரெளபதி படம் வெற்றி பெற வாழ்த்துக்கள்... திருடனுக்கு தேள் கொட்டுனா பொத்திக்கிட்டு இருக்கனும்....,
C006030,Tanglish,Offensive,Thalapathy : Ennada panni vechurikeenga ... ... Hip-hop adhi :,
C006035,Tamil,Hate Speech,அப்ப கடைசிவரை உருப்பட விடமாட்டிங்களடா ஜாதி வெறிநாய்களா...,
C006038,Kannada,Offensive,Parthasarathi ಹಾದರಗಿತ್ತಿ,
C006047,Roman Telugu,Hate Speech,bjp kuda terrosit ey vadu lanja panulu evvaru cheyale,
C006055,Tamil,Hate Speech,இப்பலாம் மூலைசாவுனு சொல்லி எல்லாம் ஆர்கனையும் புடிங்கிடுறானுங்கடா,
C006056,Tanglish,Hate Speech,Idhulayachu eppudi sethanga nu kaatunga da,
C006060,Tanglish,Offensive,yepa nanum thalapaty fan tan atukune marane mass ne solatinge movie wil b average tan..,
C006064,Tanglish,Offensive,Srilankan bakery van bgm,
C006067,Roman Telugu,Hate Speech,janam kuudaa maaripothe chaalaa bagunnu kadhaa,
C006069,Tanglish,Offensive,Any kusuvasam fans here...hit like button...,
C006072,Tanglish,Offensive,Oruthar Mela viswasam kaatrathukkaga innoruthara yen asinga paduthuringa,
C006073,Kanglish,Hate Speech,uff kedu,
C006075,Tanglish,Offensive,movie kandipa kaevalama tha erukuminu trailorlayae theriyuthu...,
C006079,Tanglish,Offensive,BIGIL DIWALI.....VERITHANAM.....ONE ND ONLY THALAPATHY........(aamais paavam kirukku kuu mathrii trool pannitu irukkinga),
C006080,Tanglish,Offensive,Dubbing padam mari iruku Dhanush ku munnadi Elam waste,
C006082,Kanglish,Hate Speech,Bari prayojanake barada films nododu Facebook YouTube li comments hodiyodu yaavalo hudugi siktale anta instagram li search madodo ede Indians hanebaraha etara madidre dhesha development aagoke saadyana,
C006084,Roman Telugu,Hate Speech,anduke meeku devudu jabardast show icchaaru varun tej kii anni hits icchaaru,
C006085,Tanglish,Offensive,Ultimate End..... Idhu 96' yaara emathuringaada... :-),
C006092,Roman Telugu,Hate Speech,nee anta andamaina ammai building nundidookithe nalanti vaallu emavvali cheppandi mea andaaniki padipoya,
C006093,Tanglish,Offensive,first flope of sjankar sir..flope movie..,
C006099,Telugu,Hate Speech,ఇప్పటి వరకు వచ్చారు తిట్టారు పోయారు ఒకడన్న రాష్ట్రానికి ఎం చేస్తామో చెప్పరా?,
C006107,Tanglish,Offensive,Ivan mokka but epdiyo herova agiten,
C006108,Roman Telugu,Hate Speech,telamgaana kii manchi rojulu vastunai,
C006109,Roman Telugu,Hate Speech,telamgaana rashtram loo rasp garu mukhyamantri avvadam evvaruu aapaleru,
C006110,Roman Telugu,Hate Speech,Ippudu unna vedavalaku yemi telusu anna chiru.,
C006111,Kanglish,Offensive,@#win 12 sir dia movie super..rumba feel aythu sir.movie nodi.yake entahaha movie nodi naam janane belstila..,
C006112,Roman Telugu,Hate Speech,Rey me self dabba apandi ra babu …. Elane late chesi janali yadavalni chestunnaru… mundu arrest cheyandi,
C006115,Tamil,Offensive,தலைவரே உங்க வசனம் எல்லாம் கேட்க நல்லாயிருக்கு ... ஆனா இதெல்லாம் நடைமுறைக்கு வருமா???? எடுத்துக்காட்டாக உங்க அப்பா ... பக்கத்துல போய் போட்டா எடுத்தா செல் போனை உடைக்கிறார் சும்மா சீன் போடாதே சரியா???,
C006116,Tanglish,Hate Speech,Karunas jathi veri pudicha echaa punda mavan,
C006118,Tamil,Offensive,திருப்பி அடிக்கிறேன் திருப்பி அடிக்கிறேன்னு சொல்லி சாணியில முக்கி செருப்பால அடி வாங்கிட்டு தான் இருக்கிங்க இன்னும் சமுத்திரக்கனியோட சேத்து நீயும் வாங்கப்போற,
C006123,Tanglish,Offensive,I don't like sai palavi... But I love surya,
C006131,Tanglish,Offensive,Beethoven symphony ah use pannirukanga.. Raja enna impotent ah? Avanuku vasikka theriyatha music? Loou koodhi ilayaraja nee periya mayiru mari 96 padathula vara un song ah korai sonna. Ippo ennada idhu? Over ah valanthuttanu thimiru. Punda mavaney,
C006132,Kanglish,Offensive,Bindhu gowda ge sariagi madidera,
C006134,Roman Telugu,Hate Speech,meeru super medam pattudala unte edainaa saadhinchavachchu ani meeru niroopinchaaru,
C006135,Tanglish,Offensive,dei mysskin ippo dhaanda unaku yetha tittle vechuruke.... psyco payale,
C006139,Roman Telugu,Hate Speech,Anna yentanna edhi nenu yeppudu chudalee,
C006141,Roman Telugu,Hate Speech,ramcharan garu marry intha introvert haha devuda decent gaa unnaadu fida nter rajamouli suma garu next level super,
C006142,Telugu,Hate Speech,"మీ ప్రవచనాలతో ధర్మాన్ని ప్రచారం చేస్తూ కాపాడుతున్నారు, మీరు భారత దేశానికి నిజమైన మార్గదర్శి గురువు గారు. మీకు పాదాబి వందనాలు.",
C006146,Roman Telugu,Hate Speech,ramesh master dance practice super idhee paddati,
C006149,Roman Telugu,Hate Speech,"Nagarjuna vadi nasanam vadu korukuntada vadu KD no 1, anta eegiga padadu",
C006152,Roman Telugu,Hate Speech,old city lo vallani pakistan ki tharimi dengali # india with only hindu,
C006155,Tamil,Hate Speech,ரெண்டரை நிமிஷ ட்ரெய்லர்க்கே இந்த கதறல்னா ரெண்டரை மணி நேர படத்த பாத்தா இந்த நாடக காதல் நாய்கள் உயிரோட இருப்பான்ங்கன்னு நினைக்கிறீங்க???,
C006162,Kanglish,Offensive,Rumble onde ond sari kelde...nFirst time....ashtond ishta aglillanMatte matte kelta idre....nIshta agta ide.... #Slowpoison,
