comment_id,verdict,corrected_category,reason
C016864,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C016868,Correct,,"Genuine rude/vulgar insult, correctly flagged"
C016870,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C016874,Wrong,Hate Speech,Explicit caste/religion/gender-based hate speech
C016875,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C016881,Correct,,"Explicit group-based hate / slur, correctly flagged"
C016898,Correct,,"Genuine rude/vulgar insult, correctly flagged"
C016904,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C016906,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C016908,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C016909,Correct,,"Genuine rude/vulgar insult, correctly flagged"
C016910,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C016912,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C016914,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C016921,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C016924,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C016925,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C016927,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C016930,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C016934,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C016935,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C016944,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C016945,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C016949,Correct,,"Genuine rude/vulgar insult, correctly flagged"
C016954,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C016955,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C016956,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C016957,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C016963,Wrong,Offensive,Rude/vulgar insult but no protected-group target
C016966,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C016968,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C016974,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C016976,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C016980,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C016982,Correct,,"Genuine rude/vulgar insult, correctly flagged"
C016983,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C016985,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C016986,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C016992,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C016993,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017001,Correct,,"Genuine rude/vulgar insult, correctly flagged"
C017003,Wrong,Offensive,Rude/vulgar insult but no protected-group target
C017005,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017006,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017013,Wrong,Offensive,Rude/vulgar insult but no protected-group target
C017017,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017019,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017021,Wrong,Offensive,Rude/vulgar insult but no protected-group target
C017026,Correct,,"Explicit group-based hate / slur, correctly flagged"
C017028,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017029,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017035,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017044,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017047,Wrong,Offensive,Rude/vulgar insult but no protected-group target
C017058,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017061,Unsure,,Fragment too short/unclear to judge
C017069,Wrong,Offensive,Rude/vulgar insult but no protected-group target
C017071,Correct,,"Explicit group-based hate / slur, correctly flagged"
C017090,Wrong,Offensive,Rude/vulgar insult but no protected-group target
C017092,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017093,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017094,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017098,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017100,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017106,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017107,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017108,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017112,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017114,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017128,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017130,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017131,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017132,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017133,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017135,Wrong,Offensive,Rude/vulgar insult but no protected-group target
C017141,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017148,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017150,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017156,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017159,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017161,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017169,Wrong,Offensive,Rude/vulgar insult but no protected-group target
C017171,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017176,Wrong,Hate Speech,Explicit caste/religion/gender-based hate speech
C017183,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017184,Correct,,"Explicit group-based hate / slur, correctly flagged"
C017186,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017190,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017192,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017197,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017202,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017203,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017212,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017219,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017237,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017238,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017239,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017240,Wrong,Offensive,Rude/vulgar insult but no protected-group target
C017251,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017254,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017255,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017257,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017266,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017267,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017273,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017275,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017276,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017281,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017282,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017288,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017291,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017295,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017301,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017307,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017311,Correct,,"Explicit group-based hate / slur, correctly flagged"
C017314,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017325,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017328,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017337,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017338,Correct,,"Genuine rude/vulgar insult, correctly flagged"
C017342,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017343,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017345,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017348,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017353,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017359,Wrong,Safe,"Caste-identity statement, not hateful"
C017361,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017366,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017368,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017371,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017373,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017375,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017377,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017379,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017382,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017391,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017394,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017402,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017414,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017419,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017423,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017425,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017426,Correct,,"Explicit group-based hate / slur, correctly flagged"
C017430,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017435,Correct,,"Genuine rude/vulgar insult, correctly flagged"
C017439,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017442,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017446,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017451,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017453,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017457,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017460,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017468,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017470,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017481,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017485,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017487,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017488,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017490,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017493,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017496,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017497,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017501,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017502,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017508,Correct,,"Genuine rude/vulgar insult, correctly flagged"
C017510,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017514,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017516,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017518,Wrong,Offensive,Rude/vulgar insult but no protected-group target
C017525,Correct,,"Genuine rude/vulgar insult, correctly flagged"
C017527,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017533,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017537,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017541,Wrong,Offensive,Rude/vulgar insult but no protected-group target
C017543,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017549,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017551,Wrong,Offensive,Rude/vulgar insult but no protected-group target
C017554,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017556,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017559,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017560,Correct,,"Genuine rude/vulgar insult, correctly flagged"
C017561,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017563,Wrong,Sexual Harassment,Explicit sexual remark targeting a woman
C017571,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017572,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017578,Correct,,"Explicit group-based hate / slur, correctly flagged"
C017583,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017587,Unsure,,"Real-crime caste framing, ambiguous intent"
C017588,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017590,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017595,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017596,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017601,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017602,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017604,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017605,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017606,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017609,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017611,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017612,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017615,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017617,Wrong,Offensive,Rude/vulgar insult but no protected-group target
C017619,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017620,Wrong,Offensive,Rude/vulgar insult but no protected-group target
C017622,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017624,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017626,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017629,Wrong,Offensive,Rude/vulgar insult but no protected-group target
C017631,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017632,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017633,Correct,,"Explicit group-based hate / slur, correctly flagged"
C017635,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017642,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017644,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017645,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017648,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017657,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017658,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017662,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017665,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017669,Wrong,Safe,"Friendly compliment, no hate/offense"
C017680,Correct,,"Explicit group-based hate / slur, correctly flagged"
C017682,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017685,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017699,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017700,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017703,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017705,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017711,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017714,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017717,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017718,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017719,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017722,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017724,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017731,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017734,Correct,,"Genuine rude/vulgar insult, correctly flagged"
C017736,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017737,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017745,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017749,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017751,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017754,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017761,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017763,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017767,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017771,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017793,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017804,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017806,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017809,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017810,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017812,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017818,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017822,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017823,Correct,,"Genuine rude/vulgar insult, correctly flagged"
C017824,Wrong,Offensive,Rude/vulgar insult but no protected-group target
C017825,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017830,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017831,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017833,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017834,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017835,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017838,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017841,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017849,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017850,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017863,Wrong,Offensive,Rude/vulgar insult but no protected-group target
C017865,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017873,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017885,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017892,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017894,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017899,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017901,Wrong,Offensive,Rude/vulgar insult but no protected-group target
C017907,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017908,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017915,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017918,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017920,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017922,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017925,Wrong,Offensive,Rude/vulgar insult but no protected-group target
C017931,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017933,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017935,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017938,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017940,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017942,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017948,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017951,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017954,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017958,Wrong,Offensive,"Generic dismissive insult, no group target"
C017964,Correct,,"Explicit group-based hate / slur, correctly flagged"
C017965,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017970,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017972,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017973,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017979,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017981,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C017983,Correct,,"Genuine rude/vulgar insult, correctly flagged"
C017990,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C018002,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C018006,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C018007,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C018011,Correct,,"Genuine rude/vulgar insult, correctly flagged"
C018013,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C018015,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C018022,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C018023,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C018028,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C018040,Correct,,"Genuine rude/vulgar insult, correctly flagged"
C018044,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
C018045,Wrong,Safe,"Neutral movie/political comment, no hate or offense"
