comment_id,language,category,comment,english_translation
C043862,Kannada,Offensive,ಚೀನಾ ಎಷ್ಟೇ ಮುಂದುವರೆದಿದ್ದರೂ ಅದು ಅನ್ಯದೇಶವೇ ಹೊರತು ನಮ್ಮ ದೇಶವಾಗುವುದಿಲ್ಲ. ಅವರನ್ನು ಹೊಗಳಿ ನಮ್ಮನ್ನು ತೆಗಳಿ ಯಾವುದೇ ಪ್ರಯೋಜನವಿಲ್ಲ. ನಾವು ಪ್ರಜೆಗಳಾಗಿ ಯಾವರೀತಿ ನಡೆದರೆ ದೇಶವನ್ನು ಮುನ್ನಡೆಸಲು ಸಾಧ್ಯ ಎಂದು ನಮ್ಮಲ್ಲಿ ಅರಿವು ಮೂಡಿಸುವ ಸಂಘಟನೆ ಅತ್ಯಗತ್ಯ. ಮೋದಿ ಸ್ವಚ್ಛ ಭಾರತ ಅಭಿಯಾನವನ್ನು ಆಡಿಕೊಂಡು ಹಂಗಿಸಿದವರೆ‌ ಹೆಚ್ಚು. ಸ್ವಚ್ಛ ಭಾರತವನ್ನು ಮೋದಿ ಮಾಡುವುದಲ್ಲ ಬದಲಾಗಿ ಅದು ದೇಶದ ನಾಗರೀಕರ ಕರ್ತವ್ಯ ಎಂದು ಒಬ್ಬರಿಗೂ ಅನಿಸಲಿಲ್ಲ. ಈಗಲೂ ಮೋದಿ ಏತಿ ಎಂದರೆ‌ ಅಲ್ಲ ಪ್ರೇತಿ ಎನ್ನುವ ಜನರಿದ್ದಾರೆ. ಯಾವುದೇ ಒಳ್ಳೆಯ ಕೆಲಸಕ್ಕೆ ಕಾಲೆಳೆಯುವ ಜನರು ದೇಶದಲ್ಲಿ ತುಂಬಿ ತುಳುಕುತ್ತಿದ್ದಾರೆ. ದೇಶ ದ್ರೋಹಿಗಳನ್ನು ಬೆಂಬಲಿಸುವ,
C043865,Kannada,Offensive,indian Tiktok ನಿನಾದರು ಕಂಡುಯಿಡಿ ಮಾರಯಾ ಜಾಸ್ತಿ ವದರಬೇಡ,
C043866,Tanglish,Offensive,Rajinj kaala nakkalana ungaluku thoolamae varathe,
C043870,Tamil,Hate Speech,teaser எப்ப பாக்கனுமமேன்டு சொல்லட்டுமா தல funs என்ன பயம் தளபதிய நாங்க பாக்க முதலே நீங்க பாக்கிறிங்க அந்த பயம் இருக்கனும்டா,
C043883,Tanglish,Offensive,Dislike potta mutta muthevingaluku than thalayoda last dialogue... Oruthan mela viswasam katta innoruthara enn asinga paduthireenga,
C043888,Roman Telugu,Hate Speech,naag sir lae natural gaa evaru matlada lerunag sir super,
C043894,Telugu,Hate Speech,Hanu గారు is a very descent and dignified person unlike the arrogant petty giramouli Hanu గారు is very simple and down to earth person Best wishes to him,
C043895,Tanglish,Hate Speech,Selva sir aayirathil oruvan ku panna thappu maadhiri ngk ku pannamaatom,
C043898,Tanglish,Offensive,Last Battle feels like Power Rangers SPD.,
C043903,Roman Telugu,Hate Speech,Prathi daniki Government tappu vundadu prajalu koncham marali attitude change ayithey ilanti jaragavu,
C043909,Tanglish,Offensive,padatha pakka kola kandula iruken diiiiii,
C043913,Roman Telugu,Hate Speech,anna samskaaram undaali koncham manishiga puttinappudu sampaadinchaali ante elagaina sampaadinchochu kaani ilanti bhashani janaalaku neerputuu kaadu,
C043919,Kanglish,Offensive,Aa bindu gowda nad innitar support madovrge hilieghtag troll madi bro life nal tiktok bagge matadbardu,
C043929,Tanglish,Offensive,Udhayanidhi stalin pundamavanuku nadippum varla oru mayirum varla,
C043933,Roman Telugu,Hate Speech,Fake luchha news ra jaffa,
C043934,Tanglish,Offensive,yennai arindhal movie ya apdiye copy adichutu scene punda podringala???,
C043937,Tanglish,Offensive,Enaku enamo ella kadhaiyum kalandha madhiri oru feeling,
C043939,Tanglish,Offensive,Senseless movie .. just video game..,
C043948,Roman Telugu,Hate Speech,"Amit Shaw ki slippers vesthu bathukuthunnadu, telugu vaari gowravaanni gujarat gadidhala dhaggara thaakattu pettesthunnadu..",
C043952,Tanglish,Offensive,Enada ithu sema mass ah iruku,
C043954,Roman Telugu,Hate Speech,Deenni ycp Lo ki raanivvakandi,
C043957,Tanglish,Hate Speech,Thayirimairuntha Amma uyirodairukkum pothu poda vendiyathu Thane pongada,
C043958,Tamil,Offensive,இந்த ஹீரோ பய பிறக்கும் போதே போலீஸ் தொப்பியோட பிறந்திருப்பான் போல ..இவ்ளோ சண்டை போட்டும் அது தலையில இருந்து விழலை ...கொஞ்சமாவது மனசாட்சியோட படம். எடுங்கடே,
C043964,Roman Telugu,Hate Speech,ekanth sindhe gadu lanjala koppa leader,
C043967,Tamil,Hate Speech,விஜய் ரசிகர்னு சொல்லிக்கிட்டு டிஸ்லைக் பன்ன தூங்காம இருப்பானங்க போல,
C043969,Tanglish,Offensive,1.20 dei tejai 🤣🤣 neeena da panra inga 🤣🤣🤣🤣,
C043973,Roman Telugu,Hate Speech,Hi ra T.R.S. kukka…,
C043974,Tanglish,Offensive,Rajni sir trending neenga late sir,
C043976,Tanglish,Offensive,Oru appanuku poranthavan evan patathai pokkamatan,
C043980,Roman Telugu,Hate Speech,Kaleswaram sanka nakenchendevaru Dora,
C043988,Roman Telugu,Hate Speech,cinema chustunnanta sepu edho manasuku teliyade aanandam,
C043997,Tanglish,Hate Speech,Rajini fans ah kathara viduranga pa last month Balaji Hassan . Ippo jeyam Ravi,
C043998,Tanglish,Hate Speech,"Loosu Pundaigalaa unga Droupadikku, enga Maari Selvaraj’s Karnan varudhu daaw...!! jaadhi veri pundaigalaa..!",
C043999,Kanglish,Offensive,Kuladalli keelyavudo huchappa,
C044001,Kanglish,Hate Speech,Ellar mobile alli dia movie ide kanri theatre ge jana yake barthare heli yake online alli leak aythu movie nOnline alli movie nosbodu andre jana bidthara heli neeve,
C044003,Tanglish,Hate Speech,492 views 1hour ra apudiya eruku etho sari ella,
C044004,Tanglish,Offensive,Yooov athuku nu hero oru dialogue kudayada pesatha maari teaser viduveenga 🤔🤔🤔🤔🤔🤔🤔oru vela hero umaiyoo,
C044010,Roman Telugu,Hate Speech,CHETTHAPLAN. RAAKSHASHATHVAM,
C044017,Roman Telugu,Hate Speech,karan johar asla modda levadu anta andukey ammaila mataladuthaane vunatru,
C044019,Tamil,Hate Speech,படம் பாத்துட்டு பாதில எந்திச்ச மாதிரி இருக்கு........மீதி பாதி எப்போம் சார் வரும்..............,
C044020,Roman Telugu,Hate Speech,mundu nuv ii sinimaala gurinchi apu ayya anduku niku respect ivaniki raadu m raadu,
C044023,Tanglish,Offensive,Yaanda DISLIKES Pandrige...... Thala DA........ Thala pola varuma ..,
C044025,Tanglish,Offensive,Marupadium god father ah eduthu vachurukan pola... thirutu paya...,
C044029,Tanglish,Hate Speech,1k likes left for 200k likes,
C044032,Kanglish,Offensive,Yak guru ibrugu avarde aada talent ide yake eethara 1,
C044034,Roman Telugu,Hate Speech,Rey verri pushpam recharge khaali ayyaka browser yela work avuthundira,
C044038,Roman Telugu,Hate Speech,thanni paeru enti id enti chapuu brother,
C044043,Tanglish,Offensive,Innoru national award vangama poga mattanga polaye???,
C044048,Roman Telugu,Hate Speech,dopidikosame anna jeevinchedi dopide jeevita lakshyam,
C044051,Roman Telugu,Hate Speech,anna ii veediyo 100 saarla chusina tandri kodukulo madhya unna prema super maa dhisti tagulutundi emo baya amitundi,
C044059,Roman Telugu,Hate Speech,garikapati vaaru nijame chepparu,
C044061,Telugu,Hate Speech,ఏంటి గుర్రం 2సరే కి వస్తోందా పక్కనే చెట్లు ఉన్నాయి వెళ్లి లోడ్ దించేయ్,
C044066,Roman Telugu,Hate Speech,roja oka noru vunna pichi lanja noru vundhaani edho edho matladthi,
C044068,Tanglish,Offensive,July 23 sigapene songa varutha Athukku ippave update vitrukanuga avolo Bayam views likes vaeathunu,
C044081,Tanglish,Offensive,Oh keka beka short film dhana.. Andha shortfilm paiyanae nalla panniruparu... Idha vida,
C044085,Tamil,Hate Speech,"நாடகக் காதல் கும்பல், 200 ரூபாய் பரம்பரை கொத்தடிமை ஊபிஸ் & சொரியான் groupsக்கு சரியான செருப்படி. இவனும் இனிமேல் அடுத்த ஜாதி பெண்களை யோசிக்க கூட கூடாது",
C044087,Tamil,Hate Speech,அடேய் ஜாதி ஜாதி ஒரே தேவுடியா படமா எடுகிறேக,
C044090,Tamil,Hate Speech,ஒரு ஜாதி ய மட்டும் குத்தி கட்டுகிறார் அப்படி இன்ன என் ஊர் ல இருக்கும் கீழ் ஜாதி யன வன்னியர் களுக்கு எங்க பெண்ண தெட்ட ஒத்த உன்ன வெட்டுவேம் டா என்ன kuthi comments pandringa ipo thearithu eagaluku baiyathinganu,
C044092,Tanglish,Hate Speech,3 million viewers da apo padam vettri patathu dhane nanbargale Ivanungaluku .PCR apdi onu ilainu vachika ivanunga suvasika kuda mudiyathu,
C044093,Kanglish,Offensive,Modhlu sariyagi english kaliyo childu,
C044097,Tanglish,Offensive,Hit like if you think Rajinikanth is a fucking joke,
C044099,Roman Telugu,Hate Speech,Car top medhega kurchuni vachindhi mee araganta auntymedha kurchuni kaadhu ga me fans tega feel aypothu support chestnaaru manchi aatagaadivey,
C044106,Roman Telugu,Hate Speech,Devududevudini chudafaaniki enduku raaraiah,
C044108,Tanglish,Hate Speech,Online streaming rights endha app vangirukanga???,
C044109,Tanglish,Offensive,Editing kevalam enga anna VJ SP romba kammiya irukaru 🤬🤬🤬🤬,
C044114,Tanglish,Offensive,"100 ajithu, 100 Vijay vanthalum, rajini ya onum panamutiyathula, only one supar one rajini",
C044116,Telugu,Hate Speech,"​అయినా, వైకాపా, భాజపా దోస్తీ నడుస్తూనే ఉంటుంది.",
C044121,Tanglish,Offensive,Mannu Ponnu Rendum Mukkiam...Kaiya vettuvom...................Semmmma Semm....Ranjith Narakkooothi un Poo.la vettuvom,
C044122,Tanglish,Offensive,Idhan da Acting ! Kola Mass ! Saar!,
C044125,Telugu,Hate Speech,లక్ష్మీ పార్వతి ఎంత బోకు ముండో అర్థము అవుతోంది,
C044132,Tamil,Hate Speech,சேலம் மாவட்டத்தில் விநாயகம்பட்டி கிராம வன்னியர் மக்கள் சார்பாக வெறித்மான வாழ்த்துக்கள்... படம் ரிலீஸ் ஆகாம எவனாச்சும் ஏதாவது பன்னட்டும் தமிழ்நாடே பத்தி எறியும்,
C044133,Tanglish,Offensive,Dis like pottha potta pasangala nigala nallave irukka mathynga by thalabathi veriyan,
C044134,Tanglish,Offensive,Yarru da dislike pannavan???? Julie purusha,
C044146,Tamil,Hate Speech,Dislike பண்ணது எல்லாம் அண்ணன் குஜினிகாந்தோட குஞ்சுகள் தான்..,
C044150,Roman Telugu,Hate Speech,devudimeedaa jokulu vesina avamaanicchina chaalaa nasta poetaaru vinayakudito pettukokuda power full gaad,
C044153,Roman Telugu,Hate Speech,anji mama and sati anna combination adirindi,
C044156,Roman Telugu,Hate Speech,argievy garu telugu vaariga janminchadam mana telugu vaallu chesukunna adrushtam,
C044166,Tanglish,Offensive,Sir intha bgm Mattum yengayo 🤔ketta madhiri irukku..,
C044167,Tanglish,Offensive,1 million likes Kuda illa Ivan superstar ?,
C044170,Tanglish,Offensive,Marvel aavuthu mairavathu SK universe daw,
C044171,Roman Telugu,Hate Speech,modi gandhinagar pantice dongalede vadhu vaadu enti pm marry chiller gah,
C044173,Tanglish,Offensive,Ivan oru alau ivanuku oru padam,
C044175,Roman Telugu,Hate Speech,Sudheer gaaru team yekada unna full comedyperfect time ki set ayyeka comedy chestharu,
C044177,Tamil,Hate Speech,"கோமாளி படத்தின் டிரைலரை காண்பித்து என்னை கிண்டல் செய்யும் நண்பர்களுக்கு, ரஜினி 2017ற்கு முன்பு நான் அரசியலுக்கு வருவது உறுது என்றோ அல்லது நான் இந்த தேதியில் தேர்தலில் நிற்க போகிறேன் என்றோ அவர் பேசிய வீடியோ அல்லது எந்ந ஆதாரத்தை காண்பித்தூலும் நான் ரஜினியை ஆதரிப்பதை நிறுத்த தயாராக இருக்கிறேன்.",
C044183,Tanglish,Offensive,Vijay pundha Thala Ajith Sunni Thala always mass Thala pola varruma,
C044185,Roman Telugu,Hate Speech,nidra poyadani train kii elaa telustondi,
C044189,Kanglish,Offensive,Yak jana barthilla andre sir yaro loffer nanna maklu YouTube Facebook yella kadenu movie na akidare yellaru elle nodtare heg bartare heli,
C044203,Tamil,Hate Speech,பொள்ளாச்சி சம்பவத்துல இந்த பொங்கலெல்லாம் காணுமே?? ஆண்ட பெரும பேசுறவனுங்க கைவச்ச பொங்கதோ உங்க அருவா?,
C044211,Tanglish,Hate Speech,Kaithi Eh Ippadi Na Appea Thalapati 64 ?? Dei Naan Thala Fan da Eanake Veari Asguthu !!,
C044226,Tanglish,Offensive,Kaidhi oodha poran da vijay ku bhigilu va va va sanghu,
C044229,Tamil,Offensive,"மெட்ராஸ், கபாலி, பரி ஏறும் பெருமாள், கடைசி குண்டு, அட்டகத்தி, இந்த படங்களில் உங்கள் மக்களுக்காக எடுத்த படம் அது உங்கள் தலித் ஜாதி உணர்வு வா க தெரிகிறது. அதுவே நாங்கள் திரொபதி படம் எடுத்தால் ஜாதி வெறி யாக தெரிகிறதா. பா. குஞ்சித் உங்களுக்கு வந்த ரத்தம் பிற ஜாதி மக்களுக்கு வந்தால் தக்காளி சட்னி யா.",
C044232,Tanglish,Offensive,copy bgm ...to malayalam film oppam,
C044243,Tanglish,Offensive,Jayam Ravi inime epdi Rajini ah face pannuvaru 🤣,
C044250,Roman Telugu,Hate Speech,Ntr kadhu bey ntr garu give respect,
C044260,Tanglish,Offensive,Inga comments pota ellothukum onnu solren poi Maris records channel parunga da jathi Veri pundaigala!!!,
C044261,Kanglish,Offensive,Bindu Gowda idko nan Lowda.🤣,
C044265,Roman Telugu,Hate Speech,Areyy vanni mental hospital loo join cheyyadraaa,
C044266,Tanglish,Offensive,97k likes ah paths arpmum inum yepadi da thimira pesaringa,
C044268,Roman Telugu,Hate Speech,Amazon Prime lo Lucifer ani type chesthe story enti complete movie osthundhi,
C044271,Tanglish,Hate Speech,Pirabu and naasar very good acting in Piriyanka tamil movie But aigth and Pandey moka acting.,
C044272,Roman Telugu,Hate Speech,dharani badha padutunte naaku nachatle ii videos vdu,
C044277,Roman Telugu,Hate Speech,meeru matladina maatallo 100 percent nizam undhi,
C044278,Tanglish,Offensive,Rajni reference use panni ethanayo per pozhachirukanga. Neengalum pozhachitu ponga.,
C044283,Tanglish,Hate Speech,Atchi varathu irukatum intha padathuku vasool varuma,
C044285,Tanglish,Offensive,Awesome... Pa. Ranjith otha.. Ithu than da padam.. Mudinja umbu da,
C044288,Telugu,Hate Speech,చాలా బాగా చెప్పారు అన్న దిల్ రాజు గాడు దొంగ నా కొడుకు ఒక మంచి సినిమాని ఆపేశారు కదరా దిల్ రాజు గాడు అయినా ఏమి పర్వాలేదు కార్తికేయ 2 సినిమాకి మంచి రెస్పాన్స్ వస్తుంది మూవీ సూపర్ బ్లాక్ బస్టర్ సెకండ్ టైం చూస్తా,
C044290,Tanglish,Offensive,vijayna summawa vijayna nerupputha aana namma superstar rajini na erimala inga sri lankaala vijay fans ajith fans pala fansnga irukaanga aana ellaarum rajinina uyire kudupaanga,
C044291,Roman Telugu,Hate Speech,ilah extras cheyadam cinema kii karchu pettam shoe peepul should pay 450 antaaru,
C044294,Telugu,Hate Speech,Fan రెక్కలు విరిగే రోజు దగ్గరలోనే ఉంది,
C044300,Roman Telugu,Hate Speech,goppa vaari kadupulogoppa vaare pudataruanna mata mea vishayam loo correct,
C044303,Tanglish,Offensive,Tamil 300 k nd hindi only 100 k 🤔🤔,
C044304,Roman Telugu,Hate Speech,Assembly lo aa party kani sir ma samsyaluni gurinchi matladandi missillineous vanni matlda vaddu si,
C044305,Tanglish,Offensive,"Chinna vayasula oru yeriku kulikka povomey, anga kootitu poda.... athu mela thaanda nadanthu poitu irukom.. nice punch.. comedy ah irunthalum yosikka vendiya visayam..",
C044308,Tanglish,Offensive,"Hahahahahahaha now you tube is now fire.., chiti 2.0 loaded",
C044310,Telugu,Hate Speech,ఏ మార్నింగ్ వెళ్ళలేదా ఇంకా ఎందుకు వేళ్ళు త్వరగా,
C044314,Tanglish,Hate Speech,how is tis possible .views is 60k but likes is 124k.fake likes,
C044315,Tanglish,Hate Speech,In India women empowerment na onnu thani yadipalunga illa tham yadipalunga,
C044320,Tanglish,Offensive,indian endru kurumpothu eppadi asingamai ihruku tamilan endru kurumpothu eppadi unarvu ponkuthu,
C044324,Tanglish,Offensive,Shakthi Maan graphic maathiri irukku ... Ithukka ivlo varusham,
C044340,Tanglish,Hate Speech,2.0 vs zero Srk vs Rajnikant Shankar vs Anand 200cr vs 550cr Who's win,
C044345,Tamil,Hate Speech,நாடோடிகள் ஒன்று போல் எதிர்பார்த்து ஏமாந்தது விட்டேன்,
C044358,Kanglish,Offensive,yakale.... Dbooos bagi matadtya,
C044359,Tanglish,Hate Speech,Kadaisila naan arasiyalukku varuvathu uruthi a..a....a ithu 96 yaara emathureenga,
C044362,Tanglish,Hate Speech,marana mass...amai kunjugalla odungada....vj rocks again....,
C044379,Tanglish,Offensive,Nega arasiyal varama irutha unga leaval vera maari iruthu irukkum,
C044384,Roman Telugu,Hate Speech,Lakshmi paravathi bsthapitam cheste mi cbn telagana lo bustapitam chesadu tdp ni,
C044385,Tanglish,Offensive,Indha padam nalla irukkum Ana thalapathy 64 mayiru madiri irukkum.hit like,
C044389,Tamil,Hate Speech,Part 2 எடுக்குறேன் னு ஆசைப்பட்டு அந்தந்த இயக்குனர்களே அவர்கள் முந்தைய படங்களை கெடுத்துக்கொண்டு இருக்கிறார்கள்.... அடுத்த Part 2 flop movie ரெடி.... பில்லா 2 சாமி 2 சண்டைக்கோழி 2 சிங்கம் 2 மாரி 2 இப்போ நாடோடிகள் 2,
C044391,Telugu,Hate Speech,అప్పుడు రాజకీయ ఎదుగుదలకు కారకులయిన అద్వానీ గార్ని అవమానించారు ఇప్పుడు పదవీవిరమణ చేసిన కోవింద్ గారిని అవమానించారు న్యాయమా మోదీ గారు,
C044392,Tanglish,Offensive,Antha ponndatti Kozhantha Kutti Sendiment dialogue yaarayo kurippittu solra maari irukku,
C044393,Telugu,Hate Speech,అందరి మంచి vaalalo oka yadava ఉన్నాడు?? కనుక్కోండి చూద్దాం......,
C044394,Tanglish,Offensive,Neenga Thaane Main Nandha Gopala Kumaran Enga Appa Military Daa Odi vilayadava sollitharuvaa,
C044398,Tanglish,Offensive,Dislike potavanuka amma va oda vittu okanum,
C044399,Tanglish,Offensive,Ivan la oru aala ivan la oru moonjiyaa nu ketaanga...ana inaikku danush engayo irukaaru...,
C044400,Tanglish,Hate Speech,"Dai last la vechinga para, pongada neenga Nala variveenga",
C044402,Tanglish,Offensive,Oruthar Mela viswasatha katradhukkaga innoruthara ya asingapaduthuringa....namma mind Vera angaye pogudhe,
C044412,Kannada,Hate Speech,ಅಯ್ಯೇೂ ಅಲ್ಲು ಮಾಡ್ತಾರೆ tic toc ನ,
C044413,Roman Telugu,Hate Speech,ee veediyo ante chaalaa ishtam naaku,
C044414,Tanglish,Offensive,1:42 noticed nee yaruda komali channel jainth,
C044420,Roman Telugu,Hate Speech,vinayaka chaviti subhakaamsaalu harsha saayi,
C044423,Telugu,Hate Speech,ఉద్యోగం జాగర్త! నువ్వంటే పడకపోతే మీ ఆఫీసర్ సస్పెండ్ చేస్తడు!,
C044427,Tanglish,Offensive,Thu vekkama ila ya da punda,
C044434,Telugu,Hate Speech,"పార్టీ నుండి జంప్ కావాలంటే, ఎవర్నో ఒకరిని తిట్టాలే స్వార్థం కోసం పార్టీ మారాలి....",
C044436,Tanglish,Offensive,Thalaivar vera level!!! karthik subbaraj yenagaya iruntha ivalo naala.... 02:00 Kola gaandla irukkam mavaney kollama vidda mataen insaneeeee :P,
C044439,Telugu,Hate Speech,అవినీతి రహిత పరిపాలన గనక ఇస్తే తప్పకుండా రాష్ట్రం అభివృద్ధి చెందుతుంది,
C044443,Telugu,Hate Speech,ఇలా ఏమి లేకుండా ఉన్న ఏకైక నాయకుడు Apj abdul kalam gaaru మాత్రమే,
C044444,Tanglish,Offensive,Odara atha ...odara atha...odara atha...odara atha.....bamgammm🤣🤣🤣🤣🤣🤣,
C044450,Roman Telugu,Hate Speech,vaadu ninnu kl university loo chuusi undadu anduke alaa annadu,
C044454,Tamil,Offensive,நீ என்ன பெரிய வசூல் மன்னனா? விஜய்னா: தெரில்லா அப்டித்தான் பேசிக்கிறாங்க. யாரு? என் பேன்ஸ்தான்,
C044455,Telugu,Hate Speech,మేకప్ లోనే ఇలా ఉందంటే మేకప్ లేకుండా ఎలా ఉంటుంది,
C044462,Kanglish,Hate Speech,dislikes are from pedigree foodies,
C044465,Tanglish,Offensive,Dei yenga annan vijay ah paathu sirikira,
C044467,Tamil,Offensive,Enna da Music kuda VA da..... திருடிவிங்க...இந்த இசை Plant of Zombies Game Music da .....chaiiiii................🤦‍🤦‍🤦‍,
C044477,Tanglish,Hate Speech,Anava kolaiku athaeava Oru padam ithu laa Oru kathai yaa daa,
C044484,Roman Telugu,Hate Speech,oka saari aa abbai yavaru chapadi madam garu,
C044485,Tanglish,Hate Speech,Intha trailer yaarukumey pidikaama irukathu Hollywood level kum Mella iruku aana intha echa Vijay fans than 61 dislikes potu irukanga ivanungalalam rasana kettavanunga,
C044487,Tanglish,Offensive,Inime evanavadhu Tamil natla sathi olinjiduchu nu sonan na Inga iruka comments ah padika solunga.,
C044492,Roman Telugu,Hate Speech,Poyi poyi Bollywood vaalatho kalisi theesthey ilaane vuntundi..,
C044493,Tanglish,Offensive,Thanks to anils for 20k dislikes,
C044494,Tanglish,Offensive,Paakaruthukku style aarukka???? Antha ponnukku kannu yengey..kundiyiley vechirikkeyaa,
C044496,Tanglish,Offensive,Sunni haters 51k dislikes ? Pepundes wait just wait your turn !!,
C044498,Roman Telugu,Hate Speech,naaku adhe kaavaali shudhir anna,
C044501,Tanglish,Offensive,Pangalingala inniki Sunday and leave day so adichi thookalamaa thagida thagida thagida thagida ‍‍‍‍‍‍‍‍‍‍‍‍‍,
C044505,Tanglish,Offensive,viswasam enga poga poguthunu theriyalaya. PETTA PARAAK,
