comment_id,verdict,corrected_category,reason
C022146,Wrong,Offensive,"Vulgar criticism of movie/filmmakers, not group hate"
C022150,Wrong,Safe,"Mocking comparison joke, not offensive"
C022151,Wrong,Safe,"Comment about costume/actress, not offensive"
C022153,Wrong,Safe,"Political commentary about Rajinikanth, not offensive"
C022155,Wrong,Safe,"Harsh movie criticism ('flop', 'boring'), not hate speech"
C022159,Wrong,Safe,"Critique of actress's accent, not offensive"
C022160,Correct,,"Mild taunt at critics, not hate speech"
C022161,Wrong,Safe,"Movie comparison opinion, not offensive"
C022173,Wrong,Safe,"Praise for speaker, not hate speech"
C022174,Correct,,"Vulgar insult about music quality directed at individual"
C022176,Wrong,Safe,"Praise, not hate speech"
C022178,Wrong,Safe,"Mocking nickname joke, not hateful"
C022179,Wrong,Safe,"Sarcastic accusation about music copying, not offensive"
C022182,Wrong,Safe,"Playful affectionate comment, not offensive"
C022183,Wrong,Safe,"Challenge to prove video authenticity, not hateful"
C022184,Wrong,Safe,"Comment about dislikes, not offensive"
C022191,Wrong,Safe,"Political support statement, not hateful"
C022193,Unsure,,"Garbled fragment, unclear"
C022194,Wrong,Safe,"Fan defensive comment about mocking Rajini, not hateful"
C022197,Wrong,Offensive,"Vulgar personal insult at named individual, not group hate"
C022202,Wrong,Safe,"Neutral political comment"
C022206,Unsure,,"Unclear caste-related movie question"
C022207,Wrong,Safe,"Praise about tune, not offensive"
C022208,Correct,,"Vulgar personal insult directed at individual"
C022212,Wrong,Safe,"Mocking fan-group nickname joke, not vulgar insult"
C022213,Wrong,Safe,"Poetic/mythological commentary, not hateful"
C022217,Wrong,Safe,"Music criticism, not offensive"
C022220,Wrong,Safe,"Neutral factual statement"
C022223,Wrong,Safe,"Simple compliment"
C022228,Wrong,Safe,"Request not to disgrace, not hateful"
C022230,Wrong,Safe,"Reflective social commentary, not hateful"
C022237,Unsure,,"Passionate anti-caste rant, intent ambiguous between critique and insult"
C022243,Correct,,"Demeaning personal insult at actor, not hate speech"
C022244,Wrong,Safe,"Comment about bgm similarity, not offensive"
C022245,Wrong,Safe,"Fan comment about casting choice, not offensive"
C022250,Wrong,Safe,"Praise/patriotic comment, not hateful"
C022253,Wrong,Offensive,"Extremely vulgar personal abuse at individual, not group-targeted hate"
C022257,Wrong,Safe,"Praise comment, not hateful"
C022258,Wrong,Safe,"Political criticism, not offensive"
C022273,Wrong,Safe,"Comment about trailer like counts, not offensive"
C022277,Wrong,Safe,"Neutral commentary about volunteer work"
C022281,Unsure,,"Dark metaphorical remark, unclear if literal threat"
C022284,Wrong,Offensive,"Political insult using disgust expression, not group hate"
C022285,Wrong,Safe,"Harsh movie criticism, not hate speech"
C022288,Wrong,Safe,"Joke about torrent file size, not offensive"
C022290,Wrong,Safe,"Neutral observation about actors, not offensive"
C022296,Correct,,"Mild curse at unspecified people, not group-targeted hate"
C022300,Wrong,Safe,"Message promoting religious unity, not offensive"
C022302,Unsure,,"Vague shaming remark, unclear target"
C022307,Wrong,Safe,"Movie plagiarism accusation, not offensive"
C022308,Correct,,"Caste-referenced hostile language targeting fan group"
C022309,Wrong,Safe,"Neutral comment about story, not hateful"
C022311,Wrong,Safe,"Mocking comment with laughing emoji, not offensive"
C022315,Wrong,Safe,"Criticism of reporter's questions, not offensive"
C022317,Wrong,Safe,"Comment about bgm resemblance, not offensive"
C022322,Wrong,Safe,"Economic criticism of college fees, not offensive"
C022324,Wrong,Safe,"Comment about dislikers, not offensive"
C022328,Unsure,,"Incomplete phrase, unclear insult target"
C022333,Wrong,Safe,"Praise about movie action/hits, not offensive"
C022336,Wrong,Safe,"Vague complaint expression, not offensive"
C022337,Wrong,Safe,"Question about trailer likes, not offensive"
C022344,Wrong,Safe,"Community welcome statement, not hateful"
C022348,Unsure,,"Garbled text, meaning unclear"
C022351,Wrong,Safe,"Sarcastic criticism about director, not offensive"
C022353,Wrong,Safe,"Praise comment, not hateful"
C022357,Wrong,Safe,"Skeptical comment about hype, not offensive"
C022358,Wrong,Safe,"Political criticism agreeing with speaker, not hateful"
C022360,Wrong,Safe,"Factual statement about industry restrictions, not hateful"
C022361,Wrong,Safe,"Dismissive comment about jokes, not hateful"
C022367,Wrong,Offensive,"Vulgar exclamation about being cheated, not group hate"
C022369,Wrong,Safe,"Playful oath about liking video, not hateful"
C022375,Wrong,Safe,"Fan praise for actor, not offensive"
C022376,Unsure,,"Garbled vulgar political rant, unclear target"
C022377,Wrong,Safe,"Praise about production banner, not hateful"
C022378,Wrong,Offensive,"Mocking insult ('dogs') at rival fan group, not protected-class hate"
C022383,Wrong,Safe,"Praise comment, not hateful"
C022395,Wrong,Safe,"Praise comment, not hateful"
C022396,Wrong,Safe,"Sarcastic social commentary referencing real case, not hateful itself"
C022398,Wrong,Safe,"Mocking comment with laughing emoji, not hateful"
C022400,Correct,,"Caste-based provocation naming multiple castes, group-targeted hostility"
C022407,Wrong,Safe,"Request for proof, not offensive"
C022409,Correct,,"Mild insult ('dogs') at critics, not hate speech"
C022410,Wrong,Safe,"Question about casting, not offensive"
C022412,Wrong,Safe,"Dismissive opinion about content quality, not vulgar insult"
C022413,Wrong,Safe,"Comment about movie release timing, not offensive"
C022415,Wrong,Safe,"Praise about dancing skill, not hateful"
C022421,Correct,,"Vulgar personal insult directed at individual reviewer"
C022426,Wrong,Offensive,"Vulgar accusation of predatory behavior at individuals, not protected-group hate"
C022439,Wrong,Safe,"Sympathetic remark about incident affecting women, not offensive"
C022440,Wrong,Safe,"Comment about video length/dislikes, not hateful"
C022443,Wrong,Safe,"Fan question, not offensive"
C022449,Wrong,Safe,"Criticism about title choice, not hateful"
C022450,Wrong,Safe,"Fan comment about actor name, not offensive"
C022462,Wrong,Safe,"Personal complaint statement, not offensive"
C022466,Wrong,Safe,"Joke about movie crying scenes, not offensive"
C022468,Unsure,,"Unclear sympathetic remark"
C022475,Wrong,Safe,"Excited fan comment, not offensive"
C022481,Wrong,Safe,"Praise comment for actor, not hateful"
C022486,Wrong,Safe,"Personal sharing/praise about father-son roles, not hateful"
C022487,Wrong,Threat,"Veiled threat implying death ('you'll go to your father')"
C022490,Wrong,Offensive,"Vulgar insult at commenters/team, not protected-group hate"
C022492,Wrong,Safe,"Political commentary on caste reservation policy, not hate speech"
C022494,Correct,,"Vulgar insult with censored slur"
C022497,Unsure,,"Garbled phrase, unclear meaning"
C022501,Wrong,Safe,"Political satire, not hateful"
C022513,Wrong,Safe,"Fan praise, not offensive"
C022516,Correct,,"Vulgar insult at named individuals, not group hate"
C022521,Correct,,"Political insult referencing caste politics, targets party not hate speech"
C022523,Wrong,Safe,"Hopeful comment about movie showcasing culture, not hateful"
C022526,Wrong,Safe,"Mocking movie criticism, not hate speech"
C022538,Wrong,Safe,"Teasing joke about actress, not offensive"
C022539,Correct,,"Dehumanizing language ('dogs') targeting caste-based political group"
C022541,Correct,,"Mild mocking insult naming individuals, not hate speech"
C022549,Wrong,Offensive,"Vulgar personal insult about inexperience, not group hate"
C022552,Correct,,"Mild insult toward commenters, not hate speech"
C022563,Wrong,Offensive,"Mild personal insult about overacting, not hate speech"
C022567,Wrong,Safe,"Casual question referencing movie character, not offensive"
C022570,Wrong,Safe,"Mocking comment about mimicking politician, not offensive"
C022574,Wrong,Safe,"Political accusation about caste bias in a case, not hate speech"
C022581,Wrong,Safe,"Fan rivalry hashtag comment, not hateful"
C022582,Wrong,Safe,"Opinion predicting movie will be boring, not hateful"
C022584,Wrong,Offensive,"Political rivalry taunt, not group-targeted hate"
C022587,Wrong,Safe,"Commentary criticizing caste division, not hate speech itself"
C022593,Wrong,Threat,"Threat of physical violence ('people will beat you up')"
C022596,Wrong,Safe,"Comment about views/likes stats, not offensive"
C022598,Wrong,Offensive,"Vulgar personal insult about acting/comedy, not group hate"
C022599,Wrong,Safe,"Fan excitement, personal sharing, not offensive"
C022602,Wrong,Safe,"Praise about narration, not hateful"
C022605,Wrong,Safe,"Comment about dislikers and actress, not offensive"
C022606,Wrong,Safe,"Critical question about spending, not hateful"
C022607,Wrong,Offensive,"Mocking insult calling like-seekers 'beggars', not group hate"
C022609,Correct,,"Fan hype text with mild trash-talk term"
C022611,Wrong,Safe,"Religious chant, not hateful"
C022615,Wrong,Safe,"Opinion about story similarity, not offensive"
C022616,Wrong,Safe,"Fan question about actor's appearance, not offensive"
C022619,Wrong,Offensive,"Harsh political insult calling leaders a criminal gang, not group hate"
C022623,Wrong,Safe,"Praise comment with mild personal comparison, not hateful"
C022631,Wrong,Safe,"Question about view count, not offensive"
C022632,Wrong,Safe,"Praise for director with mild jab at critics, not hate speech"
C022635,Wrong,Safe,"Praise for actor, not hateful"
C022636,Wrong,Safe,"Unclear numeric/ranking comment, not offensive"
C022643,Wrong,Safe,"Poetic praise for actor, not hateful"
C022648,Wrong,Safe,"Comment comparing actor looks in poster, not hateful"
C022649,Unsure,,"Garbled run-together text, meaning unclear"
C022653,Wrong,Safe,"Accusation of copying other movies, not offensive"
C022654,Correct,,"Mild insult ('dogs') at rival fan group in hype text"
C022656,Wrong,Safe,"Rhetorical question, not offensive"
C022660,Correct,,"Vulgar personal insult directed at political figure"
C022663,Unsure,,"Incomplete phrase, unclear meaning"
C022665,Wrong,Safe,"Commentary about soldiers vs TikTok priorities, not hateful"
C022669,Wrong,Safe,"Neutral factual statement, not offensive"
C022671,Wrong,Safe,"General wisdom statement, not hateful"
C022672,Wrong,Offensive,"Accusation of lacking patriotism at dislikers, not hate speech"
C022685,Wrong,Safe,"Fan wish about casting, not hateful"
C022686,Wrong,Safe,"Comment about political rivalry, not hateful"
C022688,Wrong,Safe,"Mocking criticism about jokes, not hateful"
C022689,Correct,,"Vulgar sexual insult about individual's mother"
C022698,Wrong,Safe,"Comment comparing actors, not offensive"
C022701,Wrong,Safe,"Sarcastic joke about milk brand pricing, not offensive"
C022702,Wrong,Safe,"Praise comment, not hateful"
C022708,Wrong,Safe,"Garbled fan comment, appears complimentary"
C022709,Wrong,Safe,"Accusation of copying short film, not offensive"
C022724,Correct,,"Vulgar personal insult about individual's mother"
C022733,Wrong,Offensive,"Vulgar political insult at 'Sangi bhakts', not clearly protected-class hate"
C022734,Wrong,Safe,"Harsh criticism about casting choice, not offensive"
C022745,Wrong,Offensive,"Vulgar personal insult, not group-targeted hate"
C022746,Correct,,"Vulgar exclamation comparing movies, not group hate"
C022748,Wrong,Safe,"Garbled praise comment about actor, not hateful"
C022749,Wrong,Safe,"Political support statement, not hateful"
C022755,Unsure,,"Vague statement about hitting with slipper, unclear target/context"
C022759,Correct,,"Angry rant about piracy with vague threat and personal insult"
C022761,Wrong,Safe,"Metaphorical opinion about fighting vs groveling, not offensive"
C022763,Wrong,Safe,"Request for story credit clarity, not offensive"
C022768,Wrong,Offensive,"Mild political insult calling politicians garbage, not group hate"
C022771,Unsure,,"Unclear political fragment"
C022776,Wrong,Safe,"Praise for visuals/director, not hateful"
C022790,Wrong,Safe,"Fan hype exaggeration, not offensive"
C022791,Wrong,Safe,"Emotional/social commentary, not offensive"
C022794,Wrong,Safe,"Sarcastic political mockery, not offensive"
C022798,Wrong,Safe,"Comment about movie buildup, not offensive"
C022805,Wrong,Safe,"Political debate about caste reservation, not hate speech itself"
C022808,Wrong,Offensive,"Vulgar personal insult about being clueless, not group hate"
C022810,Correct,,"Vulgar personal insult directed at individual"
C022818,Wrong,Offensive,"Vulgar personal insult about mother, not group hate"
C022820,Correct,,"Vulgar personal insult directed at individual"
C022822,Wrong,Safe,"Comment about movie title confusion, not offensive"
C022834,Wrong,Safe,"Unclear comment about fitness, not offensive"
C022835,Correct,,"Communal demographic narrative targeting religious groups"
C022838,Wrong,Safe,"Political criticism about government permissions, not hateful"
C022843,Unsure,,"Unclear remark about children, ambiguous intent"
C022844,Wrong,Safe,"Comment about actress's appearance, not offensive"
C022847,Wrong,Safe,"Vague fatalistic statement, not hateful"
C022849,Wrong,Safe,"Comment encouraging theatre viewing, not hateful"
C022857,Correct,,"Vulgar sexual insult about individual's mother"
C022858,Wrong,Safe,"Comment about trailer opinions, not offensive"
C022869,Correct,,"Vulgar personal insult directed at named individual"
C022871,Wrong,Safe,"Statement of regional unity, not offensive"
C022876,Unsure,,"Unclear fragment about political followers"
C022882,Wrong,Offensive,"Mild insult about living off YouTube, not group hate"
C022883,Wrong,Safe,"Vague comment about fairness, not offensive"
C022886,Wrong,Offensive,"Mocking personal insult about being drunk, not group hate"
C022890,Correct,,"Vulgar personal insult directed at individual"
C022891,Wrong,Safe,"Advice to uninstall app, mild disgust expression, not offensive"
C022898,Wrong,Offensive,"Sarcastic jab about begging for likes, mild insult not hate"
C022901,Wrong,Safe,"Praise comparison between actors, not hateful"
C022912,Wrong,Safe,"Movie criticism, cringe comment, not hateful"
C022916,Wrong,Safe,"Political factual statement, not hateful"
C022917,Wrong,Safe,"Mocking comment about haters, not offensive"
C022918,Wrong,Safe,"Accusation about fan rivalry dislikes, not offensive"
C022926,Wrong,Safe,"Praise for screenplay writer, not hateful"
C022932,Wrong,Safe,"Praise for actor, not hateful"
C022935,Wrong,Safe,"Salute/praise comment, not hateful"
C022944,Wrong,Safe,"Emotional praise comment, not hateful"
C022945,Correct,,"Personal insult calling individual 'mental'"
C022950,Wrong,Safe,"Praise for actor, not hateful"
C022958,Wrong,Safe,"Movie comparison criticism, not offensive"
C022960,Correct,,"Mocking insult at rival fan base, not protected-class hate"
C022963,Wrong,Safe,"Unclear ranking/numeric comment, not offensive"
C022965,Wrong,Safe,"Mocking movie criticism using comedy reference, not hateful"
C022967,Wrong,Safe,"Fan comment referencing comedy style, not offensive"
C022969,Wrong,Hate Speech,"Caste-based dehumanizing slur ('dog'), targets caste fanatics as group"
C022970,Wrong,Safe,"Neutral question about movie genre, not offensive"
C022971,Wrong,Safe,"Criticism about CG in action scene, not offensive"
C022975,Unsure,,"Garbled fragment, unclear meaning"
C022982,Wrong,Safe,"Request to maintain respect, not hateful"
C022984,Wrong,Safe,"Political comment, not hateful"
C022985,Wrong,Safe,"Casual comment, not hateful"
C022988,Wrong,Safe,"Caste-community pride statement, not hostile hate speech"
C022989,Correct,,"Vulgar personal insult directed at individual"
C022992,Wrong,Safe,"Comment about release timing, not offensive"
C022994,Wrong,Safe,"Political criticism about voters, not hateful"
C023000,Wrong,Safe,"Vague fragment, not offensive"
C023003,Wrong,Safe,"Political mockery about speech style, not hateful"
C023004,Wrong,Safe,"Poetic social commentary condemning violence against women, not hate speech itself"
C023007,Wrong,Safe,"Fan hype comment, not offensive"
C023009,Wrong,Offensive,"Vulgar insult/false allegation against named individual, not group hate"
C023012,Wrong,Safe,"Praise comment, not hateful"
C023016,Wrong,Safe,"Praise comment, not hateful"
C023018,Wrong,Safe,"Political statement about social justice, not hate speech"
C023019,Wrong,Offensive,"Vague accusation of fraud, mild insult"
C023020,Unsure,,"Garbled fragment about TikTok, unclear"
C023022,Wrong,Safe,"Sarcastic response about PUBG, not offensive"
C023024,Wrong,Safe,"Neutral fan phrase, not hateful"
C023026,Unsure,,"Odd nicknames, ambiguous whether mocking or affectionate"
C023028,Wrong,Safe,"Supportive/encouraging comment, not hateful"
C023037,Wrong,Safe,"Movie comparison shorthand, not offensive"
C023048,Wrong,Safe,"Supportive fan comment, not hateful"
C023050,Wrong,Safe,"Neutral comment about actor's name, not offensive"
C023053,Wrong,Safe,"Opinion about actor's acting ability, not offensive"
C023056,Wrong,Safe,"Mocking comment about VFX quality, not offensive"
C023060,Correct,,"Vulgar sexual insult directed at individual disliker"
C023071,Wrong,Safe,"Comment comparing actors as brothers, not offensive"
C023072,Wrong,Safe,"Comment asking repeat viewers to like, not offensive"
C023079,Wrong,Safe,"Political satire, not hateful"
C023084,Wrong,Safe,"Praise comment, not hateful"
C023088,Wrong,Safe,"Well-wishing prayer statement, not hateful"
C023090,Unsure,,"Political rhetoric with violent metaphor, ambiguous intent"
C023091,Wrong,Safe,"Praise for actor/director, not hateful"
C023092,Wrong,Safe,"Comment referencing Power Rangers scene, not offensive"
C023097,Wrong,Safe,"Factual statement about Covid impact, not offensive"
C023103,Wrong,Safe,"Comment/request about teaser dialogue, not offensive"
C023117,Wrong,Safe,"Fan hype comment about repeat views, not offensive"
C023118,Wrong,Safe,"Praise/political affiliation statement, not hateful"
C023120,Wrong,Safe,"Comment about comedy content, not offensive"
C023122,Wrong,Safe,"Fan statement, not offensive"
C023123,Wrong,Offensive,"Vulgar meme-based insult, not group-targeted hate"
C023127,Wrong,Offensive,"Mocking comparison of dislikers to movie family, mild insult"
C023128,Wrong,Safe,"Vague warning about movie backlash, not offensive"
C023134,Wrong,Safe,"Fan rivalry mockery, not offensive"
C023137,Wrong,Safe,"Casual joke comparing scene to a doll, not offensive"
C023143,Wrong,Safe,"Political commentary about freedom/politicians, not hateful"
C023145,Wrong,Safe,"Political statement sympathizing with Naxal rights struggle, not hate speech"
C023148,Wrong,Safe,"Opinion comparing actors, not offensive"
C023150,Wrong,Safe,"Praise/political comment, not hateful"
C023159,Wrong,Safe,"Technical feedback about voice quality, not offensive"
C023161,Wrong,Safe,"Sarcastic comment about ticket sales, not hateful"
C023164,Wrong,Safe,"Accusation about music copying, not offensive"
C023166,Wrong,Safe,"Sports prediction comment, not hateful"
C023174,Wrong,Offensive,"Harsh personal insult wishing harm, not group hate"
C023179,Wrong,Safe,"Fan comment about upcoming comedy movie, not offensive"
C023190,Wrong,Safe,"Mocking comment about contradictory behavior, not offensive"
C023206,Correct,,"Hostile call to destroy 'fake love' group, group-targeted hostility"
C023209,Correct,,"Mild mockery comparing hero unfavorably to superheroes"
C023211,Wrong,Safe,"Fan hype comment about actor's teaser, not hateful"
C023214,Correct,,"Mocking personal insult calling individual 'mad'"
C023215,Wrong,Safe,"Mathematical joke about movies, not offensive"
C023216,Wrong,Safe,"Praise comment, not hateful"
C023217,Wrong,Safe,"Vague hype comment, not offensive"
C023220,Wrong,Sexual Harassment,"Explicit sexualized remark about actress's virginity/body"
C023221,Unsure,,"Unclear comment, ambiguous meaning"
C023225,Wrong,Safe,"Anti-caste statement rejecting caste divisions, not hateful"
C023228,Wrong,Safe,"Comment comparing to another movie, not offensive"
C023237,Correct,,"Harsh personal insult about actor's acting"
C023241,Wrong,Safe,"Question about actor's presence, not offensive"
C023242,Wrong,Safe,"Hype comment about bgm, not offensive"
C023253,Wrong,Safe,"Factual/praise comment about actor's fitness, not hateful"
C023256,Correct,,"Personal insult/slur directed at named individual"
C023263,Wrong,Offensive,"Personal insult calling individual 'trash', not group hate"
C023264,Wrong,Safe,"Factual reason for dislike, not offensive"
C023266,Wrong,Safe,"Comment comparing movie scenes, not hateful"
C023268,Wrong,Safe,"Fan nostalgia listing movie dialogues, not offensive"
C023269,Wrong,Safe,"Anticipation comment about movie, not offensive"
C023272,Wrong,Offensive,"Vulgar insult at caste-obsessed commenters, ironically anti-caste in intent"
C023273,Unsure,,"Garbled comment, unclear meaning"
C023274,Wrong,Safe,"Fan rivalry banter, not offensive"
C023275,Wrong,Offensive,"Community pride statement with insult at political rival, not broad group hate"
C023276,Wrong,Offensive,"Vulgar sexual insult about individual's wife, not group hate"
C023284,Wrong,Safe,"Harsh political criticism about Gandhi family corruption, not hate speech per definitions"
C023291,Correct,,"Personal disgust expression, not protected-class hate"
C023292,Wrong,Safe,"Fan rivalry comment about movie release, not offensive"
C023306,Wrong,Offensive,"Personal insinuation/gossip about individual, not group hate"
C023307,Wrong,Safe,"Wordplay pun comparing actors, not offensive"
C023313,Wrong,Safe,"Fan rivalry comparison, not offensive"
C023318,Wrong,Safe,"Mocking comment about singing, not offensive"
C023319,Wrong,Safe,"Praise for actor, not hateful"
C023322,Unsure,,"Garbled text, meaning unclear"
C023323,Wrong,Safe,"Political commentary, not hateful"
C023327,Wrong,Safe,"Political/philosophical commentary about karma, not hateful"
C023328,Wrong,Threat,"Threat of physical violence/humiliation ('will beat you, tear your underwear')"
C023330,Correct,,"Vulgar personal insult directed at individual"
C023334,Wrong,Offensive,"Mocking insult with animal metaphor at named individual, not group hate"
C023336,Wrong,Safe,"Harsh movie criticism, not hate speech"
C023337,Wrong,Safe,"Praise nickname for comedian, not hateful"
C023349,Wrong,Safe,"Factual comment about view records, not offensive"
C023351,Wrong,Safe,"Praise for composer's bgm, not hateful"
C023361,Wrong,Safe,"Vague statement, not offensive"
C023364,Wrong,Offensive,"Mild insult calling people 'petty fellows', not group hate"
C023365,Wrong,Safe,"Social criticism about exploiting a person for film, not hate speech"
C023380,Wrong,Offensive,"Mild insult ('fools') commenting on caste argument, not hate speech itself"
C023383,Wrong,Safe,"Criticism about actor's performance, not offensive"
C023385,Wrong,Safe,"Praise comment, not hateful"
C023388,Wrong,Safe,"Harsh political/movie criticism, not hate speech"
C023389,Wrong,Safe,"Nostalgic reminiscence, not hateful"
C023402,Wrong,Safe,"Request to watch before judging plot similarity, not offensive"
C023404,Wrong,Safe,"Accusation of copying another movie, not offensive"
C023405,Wrong,Safe,"Political comment, not hateful"
C023408,Wrong,Hate Speech,"Caste-based dehumanizing slur ('dog') targeting Kuruma community"
C023417,Wrong,Safe,"Unclear comment about stagnant numbers, not offensive"
C023418,Wrong,Safe,"Praise comment, not hateful"
C023423,Correct,,"Vulgar personal insult directed at individual"
C023435,Unsure,,"Unclear slang phrase"
C023457,Wrong,Safe,"Question about likes disappearing, not offensive"
C023461,Wrong,Safe,"Nostalgic reminiscence, not hateful"
C023462,Wrong,Safe,"Praise comment for family/actors, not hateful"
C023464,Wrong,Offensive,"Political insult suggesting PM be sent to Pakistan, not group hate"
C023468,Wrong,Safe,"Political/fan commentary about Rajini's political career, not hateful"
C023473,Wrong,Safe,"Accusation about double standards on copying, not offensive"
C023476,Wrong,Safe,"Mocking comment about like/comment culture, not offensive"
C023480,Wrong,Offensive,"Mocking insult toward fan group, not group-protected hate"
C023483,Correct,,"Vulgar personal insult directed at individual"
C023486,Wrong,Offensive,"Mild personal insult, not group hate"
C023487,Correct,,"Vulgar personal insult directed at individual"
C023488,Correct,,"Personal insult about actor's background, not hate speech"
C023490,Correct,,"Fan hype text with mild taunt at critics"
C023495,Wrong,Safe,"Praise comment for actor's acting, not hateful"
C023499,Correct,,"Mild taunt at dislikers, not hate speech"
C023501,Correct,,"Mocking movie review, not hate speech"
C023505,Wrong,Safe,"Praise for dancer's performance, not hateful"
C023506,Wrong,Safe,"Praise/positive feedback, not hateful"
C023514,Wrong,Safe,"Patriotic sentimental statement, not hateful"
C023519,Wrong,Safe,"Philosophical comment about truth, not offensive"
C023526,Wrong,Offensive,"Extremely vulgar personal insult, not group-targeted hate"
C023530,Wrong,Offensive,"Personal criticism about overacting, not hate speech"
C023531,Wrong,Safe,"Patriotic pride statement, not hateful"
C023532,Wrong,Safe,"Praise using 'killed it' slang, not hateful"
C023551,Wrong,Offensive,"Vulgar sexual insult about individual's wife, not group hate"
C023556,Correct,,"Vulgar personal insult directed at individual"
C023564,Wrong,Safe,"Hype exclamation, not offensive"
C023574,Wrong,Safe,"Casual question about remake, not offensive"
C023577,Wrong,Safe,"Praise comment, not hateful"
C023578,Wrong,Safe,"Vague philosophical comment, not offensive"
C023588,Wrong,Threat,"Threatening language ('should beat her') directed at named individual"
C023593,Correct,,"Vulgar personal insult, not hate speech"
C023594,Wrong,Safe,"Praise comment with metaphorical put-down of rivals, not hate speech"
C023596,Wrong,Safe,"Praise comment about civil servants, not hateful"
C023605,Wrong,Safe,"Criticism about fan behavior, not offensive"
C023608,Wrong,Safe,"Sarcastic political commentary, not hateful"
C023610,Wrong,Safe,"Fan comment, not hateful"
C023611,Wrong,Safe,"Political criticism about governance priorities, not hateful"
C023615,Correct,,"Personal accusation about misuse of power, not group hate"
C023617,Unsure,,"Unclear comment, ambiguous meaning"
C023620,Correct,,"Accusation of remake with mild insult 'rascal'"
C023623,Wrong,Offensive,"Extremely vulgar personal insult accusing individual, not group hate"
C023626,Wrong,Safe,"Fan commentary about actors, not hateful"
C023628,Wrong,Safe,"Mild fan comment, not offensive"
