comment_id,language,category,comment,english_translation
C033001,Tamil,Offensive,திலித் சமுதாயத்துக்கு ஒன்னுனா ஆயிரம் ஏச்ச சமுக ஆர்வலர்கள் வருவானுங்க இடை நிலை சாதினா மூடிட்டு இருக்கனுங்க #திரௌபதி தீ யா இருக்கு,
C033004,Tanglish,Hate Speech,Pakathana pora intha kaalioda atatha... Petta parak....,
C033009,Roman Telugu,Hate Speech,meeru common myaan gaa unapude intha janam adhe cm,
C033010,Tanglish,Offensive,En da kekka bekka short film script ah copy panni movie ya edukuringale own scripte illaya,
C033011,Roman Telugu,Hate Speech,dress baavundi kaani phone poyindi,
C033017,Tanglish,Hate Speech,Trailer eh maranamass ah iruku. Intha padam namma manasula nikkum. Naadaga kaadhalai tholurithu kattapogum padam. Sillarai ellam sitharapoguthu intha trailer ah pathutu.. I'm waiting for the movie.,
C033022,Tanglish,Offensive,Vijay sethupathiyai nawazuku keel velai seyvadhu pol kaambichu tamilan vada indianukku adimayaga irukka vendum yenbadhai valiyuruthi ullar rajnikanth,
C033023,Tanglish,Offensive,Bgm lite ah kaththi bgm maari irrukula,
C033030,Roman Telugu,Hate Speech,first telamgaana gurunchi edvu jai bjp,
C033035,Tanglish,Hate Speech,"Dey dey deyyy,, loosu pasangala,, munna pinna jayalalitha amma va pathrukingalada gambeeramna ennanu avanga kannula tha paakanum,, amma oda history ah ithu,, soniya gandhi mari iruku chaiiii,,, avanga bio edukanumna a-z pathutu vanthu edungadaa,, dummy akkaathinga",
C033044,Tanglish,Offensive,Kaalaa movie rain fight scene la rajni umbrella thookkura scene idhula jayam ravi ditto... Anyone identified ?,
C033046,Tanglish,Offensive,yaarukullam intha teaser paakeela Ayan and Adhavan movie mind ku vanthuchu‍‍,
C033056,Telugu,Hate Speech,నువ్వు విప్పి దూకు వాడు వచ్చాక చూపియ్,
C033059,Kanglish,Offensive,Rakshith shetti luck like shankarnag,
C033061,Tanglish,Offensive,Thalapathy 64 Innum masss irukkum nenaikkaravanga like podunga,
C033065,Tanglish,Offensive,next superstar vijay Anna next comedy superstar aamai punda,
C033072,Tanglish,Hate Speech,"Enga Appa military da,Oodi vilayadava soli thervangadaa",
C033073,Tanglish,Offensive,It looks like telugu movie rangasthalam,
C033077,Roman Telugu,Hate Speech,yogi yogi na moddalo yagi mi up ekkada kerala ekkada mi vallani english kuda radhu rowdy moddalo metho maku comparision enti,
C033078,Roman Telugu,Hate Speech,Correct bro vadu langa road meedha ammukuntaru,
C033079,Tanglish,Offensive,Lawyer ah konjam kooda sink aagala,
C033083,Tanglish,Offensive,Hyhyhyhy sathiyama soldren adichi underwear oda vitruven manam pona varadhu pathuko,
C033087,Tanglish,Offensive,Rest in peace Dislikers.... Ungalukkulaam entha padamthaa pudikkum. Ke*** koo pasangala...,
C033088,Tanglish,Offensive,1:05 antha device peru enna ?,
C033090,Roman Telugu,Hate Speech,naaku telisi arcy gaari ice loo power nee correct gaa use chesukunnadi matrampuri garu matrame inn chiruta loo,
C033093,Roman Telugu,Hate Speech,Over action aapu,
C033095,Tamil,Offensive,டேய் இதுவே மீதி காசு தான்டா......வேற லேவல்..,
C033102,Roman Telugu,Hate Speech,real dance brow adharagottaru,
C033109,Kanglish,Offensive,Anjali Devi mk,
C033114,Tamil,Hate Speech,தஞ்சை முத்தரையர் சார்பாக படம் வெற்றி பெற வாழ்த்துகள். திராவிட பாசாங்கு சாதி ஒழிப்பை எதிர்ப்போம் காங்கிரஸ் கம்யூனிஸ்ட் போலி மத சார்பின்மையை ஒழிப்போம் நம் வேரையும் அடையாளத்தையும் மீட்டெடுப்போம்,
C033116,Roman Telugu,Hate Speech,nway adiginanduku vaadu feel avvadu vaadu icchina unswerring nvu feel avtav,
C033124,Tanglish,Offensive,Adei Suriya fans... sathiyama sollunga Singam 1 and 2 nallavada irunthuchu?,
C033125,Tanglish,Offensive,Im All Wash Thala Fan But Directors Siva melathan Konjam Douttu Bcs Avaru Miga Laval la Mokka Padam Yedukuravaru Paa..!!,
C033130,Tanglish,Hate Speech,Intha maari pakathula nadikarratha vittuttu kaala kabali nu thalaiva waste pannitingale,
C033137,Kanglish,Offensive,Abbbabbabababababa . . Dhoolu guru.. gooli Bantu,
C033140,Tanglish,Offensive,Yean mass uh enna nu theriyaadhula,
C033143,Roman Telugu,Hate Speech,prabhash annaiah ante entha mandiki ishtam malli malli ee show chudali ani entha mandi kii anipistunnadi ii love yu darling prabhash annaiah,
C033144,Tanglish,Hate Speech,Endha kuruma group olunga eru theva illama coment panatha pana ne apti coment panuna ne oru appanuku poratha thapa coment panatha apti panumna ne oru appanuku poradhu eruthina nunera kotudhu coment pannu,
C033149,Telugu,Hate Speech,కొన్ని ఆంధ్ర పందులకి బురదలోనే (ycp)ఆనందం...ఏం చేస్తాం పంది జాతి కదా అట్లాగే ఉంటది,
C033151,Roman Telugu,Hate Speech,Asal charan anna looks evariki undav highly sprb looks,
C033152,Tanglish,Hate Speech,Naanga naangalavey irukkom .nenga yaru da jaathi olikuren nu enga veetu ponna love panna .. trailer ah paathathukey ivalo katharala..,
C033154,Tanglish,Offensive,ena ya trailer ke A certificate kudukanum pola iruke,
C033157,Kanglish,Offensive,Ramayana agiye 500 varsha ayeetu indu sullu yakandre 5000yer back hege,
C033159,Kanglish,Offensive,Sir nivu news helida hage heltiri sir,
C033163,Roman Telugu,Hate Speech,Ayithe life politician kavali ra Babu,
C033164,Tamil,Hate Speech,படிச்சவன் சாதி பாக்கமாட்டங்கனு கேள்வி பட்டுருகேன். இப்ப இங்கு படிச்சவன் எழுதுரத படிச்ச இவிங்க படிக்காதவன இருந்து இருக்கலாம் தோணுது.....,
C033168,Tanglish,Offensive,Andha loosu atlee movie ku kaidhi evlo nalla iruku Andha vijay ku acting ae varadhu,
C033170,Tamil,Hate Speech,அட லூசு கூமுட்டைகளா... இவனுங்க advertising strategy தெரியாம...எல்லாம் பெரிய பே புளுத்திங்க மாறி அவன் அவன் ஜாதிய பத்தி சொல்ல வந்த்ட்டிங்களே டா... ஆத்தி comments படிச்சாவே தமிழ் நாட்ல இருக்கிற all types of ஜாதி பத்தியும் தெரிஞ்சிக்கலாம் போல இருக்கே!!!!! போங்கடா நீங்களும் உங்க ஜாதியும்...த்து...,
C033173,Kannada,Offensive,ಹೌದೋ ಹುಲಿಯ,
C033175,Tanglish,Offensive,Kaithi Logesh Sangatamilan Vjs Bigil vijay all are in vijay 64,
C033178,Tanglish,Offensive,Yara avan editor loosu koodhi Mayiru madhiri cut panirukan trailer ah Thu.... Kiruku thayoli,
C033180,Tanglish,Offensive,Sooper ithuku dislike potavan coma la poi savugvada,
C033194,Tanglish,Offensive,Intha padathoda direct pannavan the....payala thaan irupan innathan koburathule eri kathunalum poi unmai agaathu padam uthikkolla manammaarntha vaalthugal,
C033199,Tanglish,Hate Speech,"I watched more than 20 times ....semma verithanam......naaga komban,marudhu apdinu padam edutha jaadhi padam.............o..a kabali kaala padam yedutha puratchiya.........saavungada......gomala...poththikitu iru Movie background colour, tat silambam scene t-shirts and font color shows the vanniyar kulam flg colour..........respect from devar kulam........padam miga periya vetri pera vazhthukal.....",
C033201,Telugu,Hate Speech,పొన్నియాన్ సెల్వన్ ని కూడా మనం ముందు ఉండి నడిపించాలి మన సంస్కృతి ని చాటి చెప్పే ప్రతి సినిమా హిట్ అవ్వాలి,
C033204,Roman Telugu,Hate Speech,they great honest true leader pawan kalyan sir cm kaavaali nyayam jarugutundi ap prajalaki sir,
C033208,Kanglish,Offensive,Huccha Venkat dialogue,
C033222,Kannada,Offensive,Vitthal ಹೋಗಿ ಸುದೀಪ್ ಹಳೆ interview ನೋಡು ಯಾರಿಗೆ ಫ್ಯಾನ್ following ಜಾಸ್ತಿ ಇದಾನೆ ಅಂತಾ ಅವ್ನೆ ಹೇಳಿದನೇ ಷಂಡ... ಬಳೆಗಾರ,
C033224,Tamil,Offensive,DMK or ADMK தான் வரும் வரை இந்த புடுங்கிகிபும் தமிழ் நாட்டில் வறது.,
C033230,Kannada,Hate Speech,ಜೈ ಮೋರಿ ಜೈ ರೋಗಿ ಇಸ್ಲಾಂ ಸಾಯಿಸಿ ಇದೆ ಇವರ ಗುರಿ,
C033232,Kanglish,Hate Speech,Seems like they are sallu muvi fans🤣🤣,
C033233,Telugu,Hate Speech,ఏక్కడకి పోయండి ఈ మహిళా కమిషన్,
C033241,Roman Telugu,Hate Speech,sukumar‌kay inn‌spiration‌ poori puurikee inn‌spiration‌ verma elanti directors unnarra baabuu mana tollywood‌loo conny evarikee ego ledhu okarini okaru edmyer‌ chestaaru anduke bollywood‌kii dada puttistunnaru jai telugu talli jai teluguvaadu eenatikaina teluguvaadi pratibhani gurtinchina bollywood prekshakulaki dhanyavaadaalu,
C033243,Tanglish,Hate Speech,August 2019 . Ippo parungalen Ner konda paarvai postponed nu News varum,
C033244,Telugu,Hate Speech,నువ్వు బాగా బలిసి కొట్టుకుంటున్నవు రోజా,
C033247,Roman Telugu,Hate Speech,okkasari chance ivvandi chaalaa manchi manishi cm kaavaali jai janasena,
C033249,Kanglish,Offensive,Comedy aggie nodorige comedy nee,
C033256,Telugu,Hate Speech,ఇది నిజం భయ్యా మనం ఏ పని చేసినా ఇలానే ఓడిపోతుంటాం,
C033265,Tanglish,Offensive,"Ayyo thamilane adimaya irukkan, Ithula Periya kudumbam, and kudumbam, adimay kudumbam. Vera vela. Ipadiya adithukku kondu savunga. Ranjit ithu unakku theyvatan. Ipovangikko.",
C033266,Roman Telugu,Hate Speech,village peella super,
C033268,Kanglish,Hate Speech,oba mele hogutidane andre navanige melle hogokke sahay madobadallu avan kalu aledu kelage billisoke nodo janare nammalijas,
C033269,Roman Telugu,Hate Speech,aa abbai santosham chuusi maa kallallo neellu vachayi,
C033271,Telugu,Hate Speech,టెక్నికల్ ప్రాబ్లo అని సింపుల్ గా తేల్చాసారు,
C033273,Telugu,Hate Speech,గుడివాడ అనగా ఠక్కున గుర్తొచ్చే పేరు క్యాసినో,
C033281,Tanglish,Offensive,"Sema, but diwalikku thalapathy movie varuthu",
C033283,Roman Telugu,Hate Speech,drake nuvvu daridam gah vuntavu entha ante cude oil chetha inka baguntadhi,
C033284,Telugu,Hate Speech,నీకు దాన్ని చూసి ఎలాగ చెయ్యాలని అనిపిస్తుంది. చాలా కరువులో ఉన్నటు వున్నావు.,
C033292,Telugu,Hate Speech,ఛీ.. ఛీ...నాకు చచ్చి పోవలనిపిస్తుంది!!,
C033295,Tanglish,Offensive,Kekkabekka short film ta copy writes vangitingalaa..... team. .!!?,
C033299,Roman Telugu,Hate Speech,Lancham antunaru anam garu...... inthaku mundu your government ilagey chesinda...,
C033303,Tamil,Offensive,இளைய ராஜா அவரோட இசை யா வேற படத்துல பயன்படுத்துன மட்டும் நீ அம்பலைய னு கேக்குரரு. பீத்தோவன் இசை ட்ரைலர் ல வருது ஆனா இசை இளையராஜா சொல்றக ஏனடா நியாயம் எது..உனக்கு ஒன்னு ஊருக்கு ஒன்னு,
C033309,Kanglish,Offensive,Dislike mado tukaligalu ond movie screen madli saku adestu kasta anta gottagutte .all the best for this move,
C033311,Roman Telugu,Hate Speech,Hii Bagunnara Harsha Sai garu meku Mee team members ki happy vinayaka chavithi,
C033314,Tanglish,Offensive,Thala superb ........ antha pandey paya irukan padam yepdi hit akutho........,
C033316,Tanglish,Offensive,Thalapathy VIJAY anna fans inga vanthathu lokesh annavukaga matum than... Vera evanukagavum illa.....,
C033321,Tanglish,Hate Speech,dislikes pottavan mobile vedikkum........... vera leval teser....... vaippe illa.......,
C033330,Tanglish,Offensive,yenaku idhu yenamo seriyaaa padulaa........dislike ji,
C033333,Telugu,Hate Speech,"Cheta రాజాకీయలు cheyakandi ra babu, meru me chetha govt, ganguly nvu BJP tho కలసి నటించిన సినిమాలు edi",
C033334,Tanglish,Offensive,Thalaivara paaka!! Konjam Veerappan Maari iruku laa!!!,
C033337,Kanglish,Offensive,Anjali Devi I hate anjali manjali gunjali,
C033340,Tanglish,Offensive,Ready beating mokka shivakartikeyan in kaappan Becarful OK,
C033342,Tanglish,Hate Speech,Oru visayam yaarachum note panningala oru sila scene la Watch kattirukkapla oru sila scene la kattala oru vela Double action ahh irukkumo wait panni pappom #may31,
C033343,Roman Telugu,Hate Speech,super unnav,
C033350,Kanglish,Offensive,Rashmika burnol acchko,
C033356,Kanglish,Offensive,Ivrantu un install madalla sulemaklu. Avrna following madtiro nayigalige buddi barbeku modlu. Nam India dalliro inta nayigala kathe ne istu deshad bagge yenadru gottidre tane. Tiktok nalli bandu motivation helo ivlige deshad bagge keladre yenu gottiralla guru ivakke. Avar maneli bodig bittidare avalna navadru enmadokagatte,
C033359,Tanglish,Hate Speech,16 years konjam overu 10 years nu vachiruklam🤔,
C033362,Tanglish,Offensive,BGM saavadi... but vjna va paake thaan semme comedy ah irukke..,
C033363,Tamil,Hate Speech,ஜாதிகள் உள்ளதடி பாப்பா இது குறும்பர் சமுதாயம் மட்டும் சொல்ல வில்லை அனைவரும் கூறுவோம் கெத்தா குறும்பர் மகன் எங்களுக்கு ஆடு மேய்க்கவும் தெரியும் ஓத்தா ஆல தூக்கவும் தெரியும் எங்கள் சார்பாக திரைப்படம் வெற்றி பெற வாழ்த்துக்கள்,
C033376,Tamil,Hate Speech,"கருத்து சொல்ல சீக்கிரம் வாங்க காலம் மாறிட போகுது, அதாவது புதுசா பிரச்சன வந்துடும். அப்புறம் புது படம்த எடுக்கணும்.",
C033378,Tamil,Hate Speech,பொண்ண பெத்த எல்லா பெத்தவங்களுக்கும் ஒன்னு சொல்லிக்குரேன் அந்த பரை நாயிங்க ஒரு பக்கம் தப்பு பன்னாலும். நம்ப வீட்டு பொம்பிளை பிள்ளைங்க சரி இல்ல எவனாவது ஒரு சாக்குலேட் அப்புறம் பரதேசி மாதிரி dress போட்டுக்குனு வந்தா அவன் பின்னாடியே போயிடுராலுங்க அதனால பொத்தவங்க நீங்க கொஞ்சம் பிள்ளைகளை கவனீங்க இப்படிக்கு வீரவன்னியன் தினகரன்,
C033380,Tanglish,Offensive,Intha fan na neenga like podunga Antha fan na neenga like podunga...nu solravangala nerupula podanumnu solravanga like pannunga,
C033381,Tanglish,Offensive,Ayyo pavam 1million like kuda varala aamayans etha vetchu muttu kodupan,
C033387,Roman Telugu,Hate Speech,jihah khan sucide ki karanam sooraj altanchdi sulli bhai mafia support free vare ammailtho dengithunaru,
C033388,Tamil,Hate Speech,"கீழ்த்தரமாக கீழறுப்பு வேலை செய்பவர்களுக்கு மட்டும்தான் இதற்கு கோபம் வரவேண்டும், உண்மையான நிலையை சொல்லும் சகோதரர் மோகனுக்கு வாழ்த்துக்கள்",
C033390,Tanglish,Offensive,Age aagala thalaivaa theatrela meet panvomAaaah...dishium....Viswasam....,
C033393,Tanglish,Hate Speech,Neenka padam edukureanka ok athukunu antha kekka bekka short film ah thookiteenkaley da,
C033398,Tanglish,Offensive,De manasachiye illama nalla iruku slringala da honestly slrn mokka trailer,
C033399,Tanglish,Offensive,"Ellam sari, antha thadiyan enna panraan?? Constipation moonjikkaran",
C033407,Tanglish,Offensive,Arya la intha dialogue ha pesara parthiya athaa erichalas iruku,
C033410,Tanglish,Offensive,oru vijayave pakka sahikathu ithula munnu vj,
C033414,Roman Telugu,Hate Speech,aa dheva devudu meeku thodugaa unnaaru megastar chiranjeevi paeru chuusi ee veediyo chustunna all they best frame megastar fance,
C033417,Tanglish,Offensive,Vara level oodi poidu oorama poidu oothigi poitu vara thu yenga thalaivaru,
C033422,Tanglish,Offensive,Mass na idhutaa. Ippo trending la no. 2 aairuchu..,
C033424,Tanglish,Offensive,"Vanni and Ritika, ethu over da dai!",
C033426,Tanglish,Offensive,Ena da panni vechu irukinga ..semaya iruku,
C033428,Tanglish,Offensive,"KAAPPAAN TRILLER MOVIE MASS BROS.......,................... KAITHI ALSO TRILLER MOVIE",
C033429,Roman Telugu,Hate Speech,naku telusu ra nuvvu thedha lanja vi anni,
C033432,Tanglish,Offensive,2:10 felt like enakku enna solradhune theriyala. ... Oru coffee sollunga .... adei,
C033433,Roman Telugu,Hate Speech,itara deshaala saamskrutulaku vesha bhashalaku matha aacharalaku arrulu chaache baanisa batukulaku atma gourava parirakshana ante kudavapette vishayam matrame…,
C033440,Tanglish,Offensive,Hero nu solitu mugamoodi part2 eduthu vachirukanunga,
C033445,Tanglish,Offensive,Thala Hatters ungalala Maira kuda pudunga mudiyathu,
C033449,Roman Telugu,Hate Speech,mallanna programme undani taaginave chiranjeevi aannayya simpulu gaa vuntaaru,
C033450,Tanglish,Offensive,Kola Gandula Iruken Padam PakkaSweet Star Enga Super Star,
C033451,Tanglish,Offensive,Kola mass bgm apdi nu solravanga matum like podunga,
C033452,Tanglish,Offensive,Ivan padatha yaru poi pappa..mokka nai,
C033469,Kanglish,Hate Speech,MAnna summan namana huchhar olage tagyatara,
C033476,Tamil,Hate Speech,டிரெய்லர் நல்லா இருக்கு.. ஆனால் கமெண்ட்ல கொஞ்சம் பேரு கண்ணுக்கு பற ஜாதி பசங்க மட்டும் தான் இப்படி பண்ணுறாங்கனு சொல்லுர. நானும் பறையன் தான்டா நா அப்படி பண்ணலயே டா அப்பரம் என்ன பு... க்கு எல்லாரையும் சொல்லரே.ஓத்தா டேய் அடுத்த ஜாதி கார பெண்களை எவனும் காதலிக்க கூடாது மீறினால் காதலித்து ஊர் சுத்தரவங்களே அடிங்கடா தூக்கி போட்டு மிதிங்கடா . எல்லோருக்கும் ஒரே நியாயம் தான்.. ஜெய்பீம்,
C033479,Roman Telugu,Hate Speech,ah lobo ni marchandi ra babu,
C033480,Kannada,Offensive,nayak ನಿಮ್ಮ ಅಮ್ಮ ಆಲ್ಸೋ ಫ್ಲಾಪ್,
C033485,Tanglish,Offensive,Epa trailer varum dislike podalanu wait pannuranga mana kettavanga chi epavum naga mass thana,
C033487,Tanglish,Offensive,1996 rajini inium arasiyalukku varalana kevalama poirum,
C033490,Roman Telugu,Hate Speech,Im Full RAM CHARAN fan Ee Song keka Mobile lo audio 50 times vinna Movie Blockbuster CONGRATULATIONS Kalyan Ram Anna,
C033494,Roman Telugu,Hate Speech,ee vayasulone ilah unnaaru ante aarojullo enni polaalu dunnaro,
C033495,Tamil,Hate Speech,மலம் திண்னும் நாய்களுக்கு மட்டும் எறியும் இந்த படம் வாழ்த்துகள் மோகன் அண்னா. நான் முதலியார் சமூகப் பெண் என் குடும்பத்தோடு சென்று பார்ப்பேன்,
C033498,Roman Telugu,Hate Speech,Naarappa theatre lo vachedi undeMotham kcpd untunde,
C033506,Roman Telugu,Hate Speech,great women,
C033509,Tanglish,Offensive,last scene look like a underwear ad,
C033513,Tanglish,Offensive,Dey yengada comedy pandringa.. Mokka trailer.. Gun mattu illana ivan la nadikave mudiyathu pola.. Alaga iruntha mattu pothu ma.. Nalla story choose panni nadika theriyanum.. As usual mokka story..,
C033515,Telugu,Hate Speech,తెలుగు సినిమా కీ ప్రపంచ వ్యాప్తంగా పేరు రావడానికి KCR KTR కారణమాఈ ఒక్కటే చాలు లేచి Pocketలో చేతులు పెట్టుకొని,
C033516,Tanglish,Offensive,Paakuradhuku cartoon maadhiri iruku nu solravangallaa...indha padatha 3D la paathutu vaai paesunga,
C033521,Tanglish,Offensive,10m views varathukay 5 naal aagudhu..IPO varaikum kooda 775k likes dhan...idhula ivaru thalapathyku competitorahm..,
C033523,Kannada,Offensive,ನನ್ shata fil ಮಾಡದೆ bro,
C033524,Tanglish,Hate Speech,Sk padama illa action king padama nu therila,
C033526,Tanglish,Offensive,Harris jayaraj music panni irutha nalla irukum,
C033530,Tanglish,Offensive,Ajith oru potta Badu thevudiya pulla...This is my number Ambaliya eruntha call Pannunga daaa potaigala +918668000975 7845831280,
C033532,Tanglish,Offensive,Yenda kena pundaigala thalaivar paththi yethavathu sonniga konnuduven super star paththi ungaluku ennadaaa therium,
C033541,Kanglish,Offensive,Navu kuri Alla guru kaliyugada kaligallu,
C033543,Roman Telugu,Hate Speech,Xlent meeku meere saativery,
C033546,Tanglish,Offensive,Nala vela.. indha padam last year varala. Vandhurundha oscar aadhi ku poirukum.,
C033548,Tamil,Hate Speech,சாதி வெறி தலைவிரித்து ஆடும் இந்த நாடும் நாட்டு மக்களும் நாசமாய் போகட்டும்..,
C033550,Tamil,Offensive,1:22 அந்த ஆளுக்கு தலயே இல்ல,
C033551,Telugu,Hate Speech,ఈ సినిమా ప్రమోట్ కోసం ఒక private jet లో కూడా ఎంజాయ్ చేసినట్టు ఒక వీడియో ఉంది,
C033557,Tanglish,Offensive,Kaatu paiyaan sir indha karthi... Marana kaatu kaata poraan...,
C033558,Roman Telugu,Hate Speech,Kanisam okka wicket kooda teeyaledu waste galu,
C033561,Tanglish,Hate Speech,Comments lam paakum bodhu theriyum ..evlo kevalamaana natla vazharom nu ..,
C033563,Tamil,Hate Speech,ஒரே ஒரு ஓசி சோறு குருப் மட்டும் இந்த படத்துக்கு எதிரா கதறும்..அது தான் நாடக காதல் கும்பல்..அவங்கள கதற வைக்கவே இந்த படம்..கண்டிப்பா எல்லோரும் சேர்ந்து மாஸ் ஹிட் ஆக்கனும் இந்த படத்தை..,
C033565,Roman Telugu,Hate Speech,anna nuvvu share anna neekoo manchi rojuluu athi tvaralo vastaayi,
C033566,Tanglish,Offensive,Mugamoodi maari aagama irundha sari Irumbuthirai maari blockbuster aaga podha pappom Dec 20,
C033569,Roman Telugu,Hate Speech,Roja niku minister ichindhi ha shaka ki nayam cheystav ani. Cheera lu pampala miku antey anam garu cutdrawer lu pampala annadu saripoyindha. Power unnantha varaku baganey untundhi.,
C033571,Tanglish,Offensive,lite a batman bike sound ketta maari irukke....🤔🤔🤔,
C033572,Tanglish,Offensive,Myskin unaku kona vaayan movan thaan kidachanaa?..,
C033576,Tamil,Hate Speech,போரடுறது தப்புன்ன...போரடுற சூழ் நிலைய உருவக்குறதும் தப்புதான்...,
C033577,Roman Telugu,Hate Speech,4 unnai kaada andulo okati teeyaali eesee,
C033580,Tanglish,Offensive,How to draw Kaithi karthi,
C033585,Tanglish,Offensive,memes podura muttalugala 1st neega life LA enna achieve panni pudunganiganu parunga uprama enga thalapathiya memes pannuvingala.,
C033590,Tamil,Offensive,பொள்ளாச்சில பெண்களை பாலியல் கொடுமை செய்யும்போது எல்லாம் அப்ப வாயையும் சூ...யும் மூடிக்கிடந்தவய்ங்க எல்லாம் இப்ப வீர வசனம் பேசுறாய்ங்களே,
C033599,Kanglish,Offensive,havali neene hachko yak Andre ninge urdirutte,
C033600,Tamil,Hate Speech,ஒன்னு ஜாதிய வச்சி படம் எடுக்கிறீங்க இல்ல பெம்பளையா அசிங்கமா காட்ற மாறி படம் எடுக்கிறீங்க ஜாதி இல்லமா இங்க பல பசங்க இப்ப மாமன் மச்சான் பழகறானுங்க ஆனா நீங்க திருந்த விட மாட்டிங்கல்ல காலப்போக்குல மாற்ற விசியத்த நீங்க படம் எடுத்து அழிக்காம வச்சிகிறீங்க பரியோறும் பெருமாள் ரஞ்சித் வெற்றிமாறன் போன்ற கூத்தாடி நாய்கங்களா த்தூ.. இந்த படத்தால உனக்கு பத்து பைசா கூட கிடைக்க கூடாது..,
