comment_id,language,category,comment,english_translation
C060204,Roman Telugu,Hate Speech,"Okka maata, Adavallaki net access ivvadame pedda tappu Anthe.","one thing, giving women internet access itself was a big mistake that's it."
C060207,Telugu,Offensive,"బై ద వే, నీ లెవెల్ చూస్తే జాలిగా ఉంది !!!","by the way, seeing your level is honestly pitiful"
C060209,Telugu,Hate Speech,"మావా, వీళ్ళందరూ చేసేది కేవలం డ్రామానే నమ్ము నన్ను.","bro, all they do is drama trust me."
C060214,Roman Telugu,Hate Speech,"Nijam cheppalante, Ilanti adavalla valle magavallu badhapadedi Idi nijam. ...","honestly, it's because of women like these that men suffer this is true."
C060217,Telugu,Hate Speech,"ఆడవాళ్ళకి నిజంగా సమానత్వం అక్కర్లేదు, ప్రత్యేక సదుపాయాలే కావాలి గుర్తు పెట్టుకో. !!!","women don't really want equality, they just want special treatment remember this."
C060218,Roman Telugu,Hate Speech,"Chudu, Feminists valle samajam padaipotundi Ok na? 😢","look, feminists are ruining society ok?"
C060220,Roman Telugu,Hate Speech,"Vinu, Adavallu social media-lo undakudadu Idi nijam.","listen, women shouldn't even be on social media this is true."
C060221,Roman Telugu,Hate Speech,"Mava, Adavallu eppudu over-ga react avutharu Nijanga. 😢","bro, women always overreact really."
C060230,Telugu,Offensive,"చూడు, ఏం బుద్ధి లేకుండా మాట్లాడతావ్ నువ్వు అర్థమైందా? ??","look, you talk with absolutely no sense got it?"
C060237,Telugu,Hate Speech,"నిజం చెప్పాలంటే, ఈ జనరేషన్ ఆడవాళ్ళు రెస్పెక్ట్ ఇవ్వడానికి అసలు అర్హులు కాదు సీరియస్‌గా. #WomenSafety","honestly, this generation of women don't even deserve respect seriously."
C060238,Telugu,Offensive,"ఏయ్, ఎందుకు అంత నెగెటివ్‌గా ఉంటావ్ ఎప్పుడూ అంతే. 😢","hey, why are you always so negative that's it."
C060239,Roman Telugu,Offensive,"Vinu, Nuvvu maatladeముందు kaastha aalochinchu Nammu nannu. #WomenSafety","listen, think a little before you speak trust me."
C060242,Telugu,Hate Speech,"ఊరికే చెప్తున్నా, ఆడవాళ్ళకి నిజంగా సమానత్వం అక్కర్లేదు, ప్రత్యేక సదుపాయాలే కావాలి !!!","just saying, women don't really want equality, they just want special treatment"
C060243,Telugu,Offensive,"ఏయ్, దీని కంటే బెటర్ కంటెంట్ ఎక్కడైనా దొరుకుతుంది సీరియస్‌గా. 😤","hey, you can find better content anywhere than this seriously."
C060246,Telugu,Hate Speech,"మావా, వీళ్ళు అందరూ ఒకటే గ్రూప్‌లో ఉంటారు, నమ్మడానికి లేదు ఇది నిజం. #WomenSafety","bro, they're all part of the same group, can't be trusted this is true."
C060248,Telugu,Offensive,"బై ద వే, నీలాంటి వాళ్ళు వల్లే సోషల్ మీడియా పాడైపోయింది ఓకే నా? smh","by the way, people like you have ruined social media ok?"
C060249,Roman Telugu,Hate Speech,"Okka maata, Adavalla maatalu eppudu nammakudadu asalu Nijanga.","one thing, you should never trust what women say really."
C060253,Telugu,Offensive,"మావా, వేస్ట్ ఫెలో, ఎందుకు ఇలాంటి పోస్ట్ పెడతావు నమ్ము నన్ను. #WomenSafety","bro, waste fellow, why do you post nonsense like this trust me."
C060254,Telugu,Hate Speech,"బై ద వే, ఇలాంటి వాళ్ళని సీరియస్‌గా తీసుకోవాల్సిన అవసరమే లేదు ఇది నిజం. !!!","by the way, there's no need to take people like this seriously at all this is true."
C060258,Roman Telugu,Hate Speech,"Urike cheptunna, Vellandaru chesedi kevalam drama-ne Nijanga. smh","just saying, all they do is drama really."
C060275,Telugu,Offensive,"ఇలా చూడు, ఇలాంటి చెత్త ఆలోచనలు ఎక్కడ నేర్చుకున్నావ్","see here, where did you learn such trashy thinking"
C060278,Roman Telugu,Hate Speech,"Chudu, Ilanti content pettevallu andaru oke rakam Idi nijam. 🙄","look, everyone who posts content like this is the same kind this is true."
C060279,Roman Telugu,Offensive,"Nijam cheppalante, Vedhava logic-tho eppudu ilanti postule pedatav Seriously-ga. ??","honestly, with that stupid logic you always post nonsense like this seriously."
C060287,Telugu,Hate Speech,"బై ద వే, వీళ్ళకి ఎప్పుడూ ఏదో ఒక కంప్లైంట్ ఉంటుంది అంతే 🙄","by the way, they always have some complaint or the other, that's it"
C060293,Roman Telugu,Offensive,"By the way, Enduku antha negative-ga untav eppudu Nijanga. 😔","by the way, why are you always so negative really."
C060295,Telugu,Offensive,"చూడు, నీ కామెంట్లు చదివితే తలనొప్పి వస్తుంది అంతే. ??","look, reading your comments gives me a headache that's it."
C060303,Roman Telugu,Offensive,"Vinu, Idi chusi navvalo edavalo artham kavatledu Idi final. 🙄","listen, don't know whether to laugh or cry seeing this this is final."
C060306,Telugu,Hate Speech,"ఒక్క మాట, ఇలాంటి వాళ్ళని సీరియస్‌గా తీసుకోవాల్సిన అవసరమే లేదు సీరియస్‌గా. 😢","one thing, there's no need to take people like this seriously at all seriously."
C060307,Roman Telugu,Offensive,"Hey, Waste fellow, enduku ilanti post pedatavu Seriously-ga. 😤","hey, waste fellow, why do you post nonsense like this seriously."
C060310,Telugu,Offensive,"ఊరికే చెప్తున్నా, నీలాంటి వాళ్ళు వల్లే సోషల్ మీడియా పాడైపోయింది అంతే. ...","just saying, people like you have ruined social media that's it."
C060313,Roman Telugu,Hate Speech,"By the way, Ee generation adavallu respect ivvadaniki asalu arhulu kaadu Nijanga.","by the way, this generation of women don't even deserve respect really."
C060317,Roman Telugu,Hate Speech,Adavallaki net access ivvadame pedda tappu Ok na? 🔥,giving women internet access itself was a big mistake ok?
C060318,Roman Telugu,Offensive,"Ila chudu, Vedhava logic-tho eppudu ilanti postule pedatav smh","see here, with that stupid logic you always post nonsense like this"
C060319,Roman Telugu,Hate Speech,"Vinu, Vallaki eppudu edo oka complaint untundi anthe 😤","listen, they always have some complaint or the other, that's it"
C060321,Roman Telugu,Hate Speech,"Hey, Adavallaki net access ivvadame pedda tappu ??","hey, giving women internet access itself was a big mistake"
C060330,Roman Telugu,Offensive,"Mava, Nuvvu maatladedi eppudu artham lekunda untundi Ok na?","bro, what you say never makes any sense ok?"
C060333,Roman Telugu,Hate Speech,"Mava, Adavalla maatalu eppudu nammakudadu asalu","bro, you should never trust what women say"
C060335,Roman Telugu,Hate Speech,Vallaki eppudu victim card play cheyadame telusu Ok na? 🔥,they only know how to play the victim card all the time ok?
C060336,Roman Telugu,Offensive,"Vinu, Neelanti vallu valle social media padaipoyindi Idi nijam. 🔥","listen, people like you have ruined social media this is true."
C060341,Roman Telugu,Hate Speech,"Ila chudu, Adavallu intlo undali, online-ki ravaddu 🔥","see here, women should stay home, not come online"
C060342,Telugu,Offensive,"ఏయ్, నీ లెవెల్ చూస్తే జాలిగా ఉంది అర్థమైందా?","hey, seeing your level is honestly pitiful got it?"
C060345,Telugu,Hate Speech,"విను, ఇలాంటి ఆడవాళ్ళ వల్లే మగవాళ్ళు బాధపడేది ఇది ఫైనల్. 🔥","listen, it's because of women like these that men suffer this is final."
C060351,Telugu,Hate Speech,"మావా, ఆడవాళ్ళు ఎప్పుడూ ఓవర్‌గా రియాక్ట్ అవుతారు అర్థమైందా? 😤","bro, women always overreact got it?"
C060352,Telugu,Offensive,"నిజం చెప్పాలంటే, నువ్వు మాట్లాడేముందు కాస్త ఆలోచించు అంతే. 😡","honestly, think a little before you speak that's it."
C060361,Telugu,Offensive,"బై ద వే, దీని కంటే బెటర్ కంటెంట్ ఎక్కడైనా దొరుకుతుంది సీరియస్‌గా.","by the way, you can find better content anywhere than this seriously."
C060366,Roman Telugu,Hate Speech,"Vinu, Vallu maatladedi vinadam kuda time waste Ok na?","listen, even listening to what they say is a waste of time ok?"
C060369,Telugu,Offensive,"నిజం చెప్పాలంటే, నీకు బుర్ర లేదా ఇలా మాట్లాడతావు ఇది ఫైనల్.","honestly, have you lost your mind, talking like this this is final."
C060380,Telugu,Offensive,"నిజం చెప్పాలంటే, దీని కంటే బెటర్ కంటెంట్ ఎక్కడైనా దొరుకుతుంది అంతే. 😢","honestly, you can find better content anywhere than this that's it."
C060381,Telugu,Offensive,"బై ద వే, ఇలాంటి చెత్త ఆలోచనలు ఎక్కడ నేర్చుకున్నావ్ ఇది నిజం. 🔥","by the way, where did you learn such trashy thinking this is true."
C060385,Roman Telugu,Hate Speech,Adavallu eppudu over-ga react avutharu ...,women always overreact
C060387,Roman Telugu,Hate Speech,"Nijam cheppalante, Vallu maatladedi vinadam kuda time waste Gurthu pettuko. 😤","honestly, even listening to what they say is a waste of time remember this."
C060388,Roman Telugu,Hate Speech,"Nijam cheppalante, Ilanti adavalle asalu samasyalaki karanam Gurthu pettuko. 🔥","honestly, women like these are the real cause of problems remember this."
C060392,Telugu,Hate Speech,"ఊరికే చెప్తున్నా, ఈ జనరేషన్ ఆడవాళ్ళు రెస్పెక్ట్ ఇవ్వడానికి అసలు అర్హులు కాదు ఓకే నా? 😡","just saying, this generation of women don't even deserve respect ok?"
C060400,Telugu,Offensive,"ఏయ్, నోరు మూసుకో, నీకు సంబంధం లేదు ఇందులో గుర్తు పెట్టుకో. #WomenSafety","hey, shut your mouth, this has nothing to do with you remember this."
C060403,Telugu,Hate Speech,"ఇలా చూడు, ఇలాంటి ఆడవాళ్ళ వల్లే మగవాళ్ళు బాధపడేది ఇది నిజం. 😡","see here, it's because of women like these that men suffer this is true."
C060404,Telugu,Offensive,"మావా, నీకు బుర్ర లేదా ఇలా మాట్లాడతావు నమ్ము నన్ను. 😤","bro, have you lost your mind, talking like this trust me."
C060406,Roman Telugu,Offensive,"Okka maata, Vedhava logic-tho eppudu ilanti postule pedatav Anthe. 😤","one thing, with that stupid logic you always post nonsense like this that's it."
C060408,Roman Telugu,Hate Speech,"Hey, Ee generation adavallu respect ivvadaniki asalu arhulu kaadu Idi final. smh","hey, this generation of women don't even deserve respect this is final."
C060413,Roman Telugu,Hate Speech,"Ila chudu, Vallu andaru okate group-lo untaru, nammadaniki ledu Anthe. ??","see here, they're all part of the same group, can't be trusted that's it."
C060418,Roman Telugu,Hate Speech,"Okka maata, Vallaki eppudu edo oka complaint untundi anthe Nammu nannu. 😤","one thing, they always have some complaint or the other, that's it trust me."
C060419,Telugu,Hate Speech,వీళ్ళు మాట్లాడేది వినడం కూడా టైమ్ వేస్ట్ ఇది ఫైనల్.,even listening to what they say is a waste of time this is final.
C060421,Roman Telugu,Hate Speech,"By the way, Adavallu eppudu over-ga react avutharu Ok na? 😢","by the way, women always overreact ok?"
C060422,Telugu,Hate Speech,"ఏయ్, ఇలాంటి కంటెంట్ పెట్టేవాళ్ళు అందరూ ఒకే రకం smh","hey, everyone who posts content like this is the same kind"
C060426,Telugu,Hate Speech,"నిజం చెప్పాలంటే, వీళ్ళు మాట్లాడేది వినడం కూడా టైమ్ వేస్ట్ ఇది ఫైనల్. !!!","honestly, even listening to what they say is a waste of time this is final."
C060428,Roman Telugu,Offensive,Idi chusi navvalo edavalo artham kavatledu Seriously-ga. 🙄,don't know whether to laugh or cry seeing this seriously.
C060429,Telugu,Offensive,"ఊరికే చెప్తున్నా, ఎవడు అడిగాడు నీ ఒపీనియన్ ఓకే నా?","just saying, who asked for your opinion ok?"
C060433,Roman Telugu,Hate Speech,Vallaki eppudu edo oka complaint untundi anthe Seriously-ga. 🙄,"they always have some complaint or the other, that's it seriously."
C060434,Telugu,Offensive,"నిజం చెప్పాలంటే, నీ లెవెల్ చూస్తే జాలిగా ఉంది అర్థమైందా? 😡","honestly, seeing your level is honestly pitiful got it?"
C060440,Telugu,Hate Speech,"బై ద వే, ఆడవాళ్ళ మాటలు ఎప్పుడూ నమ్మకూడదు అసలు అంతే. ...","by the way, you should never trust what women say that's it."
C060446,Telugu,Hate Speech,"మావా, ఆడవాళ్ళకి నిజంగా సమానత్వం అక్కర్లేదు, ప్రత్యేక సదుపాయాలే కావాలి అంతే. ...","bro, women don't really want equality, they just want special treatment that's it."
C060448,Roman Telugu,Hate Speech,"Nijam cheppalante, Adavallu social media-lo undakudadu Nammu nannu.","honestly, women shouldn't even be on social media trust me."
C060451,Roman Telugu,Hate Speech,"Okka maata, Ilanti vallani seriously-ga theesukovalsina avasarame ledu Anthe. ...","one thing, there's no need to take people like this seriously at all that's it."
C060453,Roman Telugu,Offensive,"Urike cheptunna, Nee level chuste jaaliga undi Seriously-ga.","just saying, seeing your level is honestly pitiful seriously."
C060458,Roman Telugu,Hate Speech,"Urike cheptunna, Vallaki eppudu victim card play cheyadame telusu !!!","just saying, they only know how to play the victim card all the time"
C060460,Telugu,Offensive,"విను, నీలాంటి వాళ్ళు వల్లే సోషల్ మీడియా పాడైపోయింది సీరియస్‌గా.","listen, people like you have ruined social media seriously."
C060462,Roman Telugu,Offensive,"Vinu, Idi chusi navvalo edavalo artham kavatledu Idi nijam. 😢","listen, don't know whether to laugh or cry seeing this this is true."
C060464,Telugu,Offensive,"బై ద వే, ఎందుకు అంత నెగెటివ్‌గా ఉంటావ్ ఎప్పుడూ ఓకే నా? #WomenSafety","by the way, why are you always so negative ok?"
C060468,Telugu,Hate Speech,"ఒక్క మాట, ఆడవాళ్ళకి సొంత ఒపీనియన్ ఉండదు, ఎవరో చెప్పింది వాడతారు అర్థమైందా? !!!","one thing, women don't have their own opinions, they just repeat what someone told them got it?"
C060478,Telugu,Offensive,"మావా, వెధవ లాజిక్‌తో ఎప్పుడూ ఇలాంటి పోస్టులే పెడతావ్ నిజంగా. 😔","bro, with that stupid logic you always post nonsense like this really."
C060479,Telugu,Hate Speech,"విను, ఆడవాళ్ళు ఎప్పుడూ ఓవర్‌గా రియాక్ట్ అవుతారు సీరియస్‌గా. 😢","listen, women always overreact seriously."
C060480,Telugu,Offensive,"ఏయ్, ఇలాంటి పోస్టులు పెట్టేముందు కామన్‌సెన్స్ వాడు నిజంగా. 😔","hey, use some common sense before posting things like this really."
C060481,Roman Telugu,Offensive,"Okka maata, Dini kante better content ekkadaina dorukutundi Gurthu pettuko. 😢","one thing, you can find better content anywhere than this remember this."
C060482,Roman Telugu,Offensive,"Ila chudu, Diniki emaina artham unda, waste of time Idi nijam.","see here, does this even make sense, total waste of time this is true."
C060486,Roman Telugu,Hate Speech,"Hey, Ilanti vallani seriously-ga theesukovalsina avasarame ledu Nijanga. 😤","hey, there's no need to take people like this seriously at all really."
C060489,Telugu,Offensive,"ఒక్క మాట, ఇలాంటి వాళ్ళని చూస్తే జాలి కూడా వేయదు గుర్తు పెట్టుకో. 😤","one thing, seeing people like this doesn't even evoke pity remember this."
C060498,Roman Telugu,Hate Speech,"Mava, Vallu maatladedi vinadam kuda time waste Ok na? ...","bro, even listening to what they say is a waste of time ok?"
C060499,Telugu,Offensive,"ఊరికే చెప్తున్నా, ఇది చూసి నవ్వాలో ఏడవాలో అర్థం కావట్లేదు అర్థమైందా? ...","just saying, don't know whether to laugh or cry seeing this got it?"
C060500,Telugu,Hate Speech,"నిజం చెప్పాలంటే, ఆడవాళ్ళు సోషల్ మీడియాలో ఉండకూడదు ఇది నిజం.","honestly, women shouldn't even be on social media this is true."
C060505,Telugu,Hate Speech,"మావా, ఇలాంటి ఆడవాళ్ళ వల్లే మగవాళ్ళు బాధపడేది సీరియస్‌గా. ...","bro, it's because of women like these that men suffer seriously."
C060506,Roman Telugu,Offensive,"By the way, Diniki emaina artham unda, waste of time Idi final. ??","by the way, does this even make sense, total waste of time this is final."
C060507,Telugu,Offensive,"మావా, నీలాంటి వాళ్ళకి అటెన్షన్ ఇవ్వకూడదు అసలు ఇది నిజం. 😔","bro, people like you shouldn't be given any attention at all this is true."
C060508,Roman Telugu,Hate Speech,"Urike cheptunna, Adavalla maatalu eppudu nammakudadu asalu Nijanga.","just saying, you should never trust what women say really."
C060516,Telugu,Offensive,"ఒక్క మాట, నీకు బుర్ర లేదా ఇలా మాట్లాడతావు గుర్తు పెట్టుకో. ...","one thing, have you lost your mind, talking like this remember this."
C060533,Roman Telugu,Hate Speech,"Vinu, Vallaki eppudu edo oka complaint untundi anthe Idi final.","listen, they always have some complaint or the other, that's it this is final."
C060535,Roman Telugu,Hate Speech,"By the way, Adavallu social media-lo undakudadu Anthe. 🙄","by the way, women shouldn't even be on social media that's it."
C060536,Telugu,Hate Speech,"చూడు, ఆడవాళ్ళకి నెట్ యాక్సెస్ ఇవ్వడమే పెద్ద తప్పు ఇది ఫైనల్. ??","look, giving women internet access itself was a big mistake this is final."
C060537,Telugu,Offensive,ఇలాంటి వాళ్ళని చూస్తే జాలి కూడా వేయదు నిజంగా. 😢,seeing people like this doesn't even evoke pity really.
C060543,Telugu,Hate Speech,"ఇలా చూడు, ఇలాంటి ఆడవాళ్ళే అసలు సమస్యలకి కారణం ??","see here, women like these are the real cause of problems"
C060545,Telugu,Offensive,"ఊరికే చెప్తున్నా, వేస్ట్ ఫెలో, ఎందుకు ఇలాంటి పోస్ట్ పెడతావు గుర్తు పెట్టుకో. 😢","just saying, waste fellow, why do you post nonsense like this remember this."
C060547,Roman Telugu,Hate Speech,"Mava, Adavallaki buddhi undadu anduke ila post chestaru Nijanga.","bro, women have no sense, that's why they post like this really."
C060553,Telugu,Hate Speech,"ఒక్క మాట, వీళ్ళు మాట్లాడేది వినడం కూడా టైమ్ వేస్ట్ నమ్ము నన్ను.","one thing, even listening to what they say is a waste of time trust me."
C060556,Roman Telugu,Offensive,Nuvvu maatladedi eppudu artham lekunda untundi Anthe.,what you say never makes any sense that's it.
C060558,Roman Telugu,Hate Speech,"Ila chudu, Ilanti adavalle asalu samasyalaki karanam Nammu nannu. 😢","see here, women like these are the real cause of problems trust me."
C060560,Roman Telugu,Offensive,"Ila chudu, Vedhava logic-tho eppudu ilanti postule pedatav Anthe. smh","see here, with that stupid logic you always post nonsense like this that's it."
C060562,Roman Telugu,Hate Speech,"Nijam cheppalante, Feminists valle samajam padaipotundi Idi nijam. !!!","honestly, feminists are ruining society this is true."
C060566,Roman Telugu,Offensive,"Ila chudu, Inta chettha video eppudu chudaledu Ok na? 😡","see here, never seen such a trash video ok?"
C060567,Telugu,Offensive,నీకు బుర్ర లేదా ఇలా మాట్లాడతావు సీరియస్‌గా. !!!,"have you lost your mind, talking like this seriously."
C060568,Roman Telugu,Offensive,"Mava, Ilanti postulu petteముందు common sense vaadu Gurthu pettuko.","bro, use some common sense before posting things like this remember this."
C060570,Telugu,Offensive,"చూడు, ఇది చూసి నవ్వాలో ఏడవాలో అర్థం కావట్లేదు నమ్ము నన్ను. 😔","look, don't know whether to laugh or cry seeing this trust me."
C060571,Roman Telugu,Hate Speech,"Okka maata, Adavallaki sontha opinion undadu, evaro cheppindi vaadataru Ok na? smh","one thing, women don't have their own opinions, they just repeat what someone told them ok?"
C060573,Roman Telugu,Offensive,"Hey, Ilanti postulu petteముందు common sense vaadu Nammu nannu. 🔥","hey, use some common sense before posting things like this trust me."
C060585,Roman Telugu,Hate Speech,"Hey, Adavallu intlo undali, online-ki ravaddu Idi final.","hey, women should stay home, not come online this is final."
C060592,Telugu,Offensive,"ఒక్క మాట, ఇంత చెత్త వీడియో ఎప్పుడూ చూడలేదు ఇది ఫైనల్. ...","one thing, never seen such a trash video this is final."
C060598,Roman Telugu,Offensive,"Nijam cheppalante, Dini kante better content ekkadaina dorukutundi Anthe. smh","honestly, you can find better content anywhere than this that's it."
C060608,Roman Telugu,Offensive,"Hey, Evadu adigadu nee opinion Nijanga.","hey, who asked for your opinion really."
C060610,Telugu,Hate Speech,"వీళ్ళు అందరూ ఒకటే గ్రూప్‌లో ఉంటారు, నమ్మడానికి లేదు అంతే. 🔥","they're all part of the same group, can't be trusted that's it."
C060612,Roman Telugu,Hate Speech,"By the way, Vellandaru okkate, attention kosame idantha chestaru 😤","by the way, they're all the same, doing all this just for attention"
C060617,Roman Telugu,Hate Speech,"Nijam cheppalante, Vallaki eppudu victim card play cheyadame telusu Nammu nannu. ...","honestly, they only know how to play the victim card all the time trust me."
C060624,Telugu,Offensive,"విను, నువ్వు మాట్లాడేముందు కాస్త ఆలోచించు నిజంగా.","listen, think a little before you speak really."
C060625,Telugu,Offensive,దీని కంటే బెటర్ కంటెంట్ ఎక్కడైనా దొరుకుతుంది ఓకే నా? !!!,you can find better content anywhere than this ok?
C060627,Roman Telugu,Offensive,"Mava, Noru moosuko, neeku sambandham ledu idulo Arthamaindha? !!!","bro, shut your mouth, this has nothing to do with you got it?"
C060628,Telugu,Offensive,"నిజం చెప్పాలంటే, దీని కంటే బెటర్ కంటెంట్ ఎక్కడైనా దొరుకుతుంది ఇది ఫైనల్.","honestly, you can find better content anywhere than this this is final."
C060632,Telugu,Hate Speech,"విను, వీళ్ళు మాట్లాడేది వినడం కూడా టైమ్ వేస్ట్ ఇది ఫైనల్. 😤","listen, even listening to what they say is a waste of time this is final."
C060634,Telugu,Hate Speech,"ఒక్క మాట, ఇలాంటి వాళ్ళని సీరియస్‌గా తీసుకోవాల్సిన అవసరమే లేదు నమ్ము నన్ను. smh","one thing, there's no need to take people like this seriously at all trust me."
C060635,Roman Telugu,Offensive,Dini kante better content ekkadaina dorukutundi Arthamaindha?,you can find better content anywhere than this got it?
C060636,Roman Telugu,Offensive,"Hey, Nee comments chadivithe thalanoppi vastundi Anthe. 🔥","hey, reading your comments gives me a headache that's it."
C060638,Roman Telugu,Offensive,"Okka maata, Neelanti vallaki attention ivvakudadu asalu","one thing, people like you shouldn't be given any attention at all"
C060639,Roman Telugu,Hate Speech,"Vinu, Ilanti vallani seriously-ga theesukovalsina avasarame ledu 🙄","listen, there's no need to take people like this seriously at all"
C060643,Roman Telugu,Offensive,Inta chettha video eppudu chudaledu,never seen such a trash video
C060647,Roman Telugu,Hate Speech,"Adavallaki sontha opinion undadu, evaro cheppindi vaadataru Nijanga. 😡","women don't have their own opinions, they just repeat what someone told them really."
C060654,Telugu,Offensive,"దీనికేమైనా అర్థం ఉందా, వేస్ట్ ఆఫ్ టైమ్ ఇది ఫైనల్. 😤","does this even make sense, total waste of time this is final."
C060655,Roman Telugu,Offensive,"Chudu, Nee comments chadivithe thalanoppi vastundi Arthamaindha?","look, reading your comments gives me a headache got it?"
C060657,Roman Telugu,Offensive,"Hey, Inta chettha video eppudu chudaledu Nijanga. 🙄","hey, never seen such a trash video really."
C060659,Telugu,Offensive,"ఒక్క మాట, వేస్ట్ ఫెలో, ఎందుకు ఇలాంటి పోస్ట్ పెడతావు ఓకే నా? ...","one thing, waste fellow, why do you post nonsense like this ok?"
C060660,Roman Telugu,Offensive,"Ila chudu, Enduku antha negative-ga untav eppudu Seriously-ga. smh","see here, why are you always so negative seriously."
C060669,Roman Telugu,Offensive,"Okka maata, Noru moosuko, neeku sambandham ledu idulo Seriously-ga. #WomenSafety","one thing, shut your mouth, this has nothing to do with you seriously."
C060677,Roman Telugu,Offensive,"Nijam cheppalante, Noru moosuko, neeku sambandham ledu idulo Seriously-ga. !!!","honestly, shut your mouth, this has nothing to do with you seriously."
C060680,Telugu,Hate Speech,"బై ద వే, ఈ జనరేషన్ ఆడవాళ్ళు రెస్పెక్ట్ ఇవ్వడానికి అసలు అర్హులు కాదు గుర్తు పెట్టుకో.","by the way, this generation of women don't even deserve respect remember this."
