comment_id,language,category,comment,english_translation
C038417,Roman Telugu,Hate Speech,Ee muslims minority lo vuntay secular equal rights kavali valakuMuslims Majority lo vuntay above equal rights kavali apudu valaku secularism gurthuradu examplskeral,
C038426,Roman Telugu,Hate Speech,Amma correct Ga cheppaavu mi koduku antha donga ippudaina nammu talli,
C038434,Tanglish,Offensive,Sila Parathesinga Ivan fan like podu Avanga Fan Like Podunga nu solluthunga.... Ethukkune Therilaye.... Arive Illaya Ungalukkellam.... Intha Teaser kum Nenga Podura Cmnt kum Ennada Sambantham....,
C038441,Tamil,Hate Speech,"இந்த ஜாதி வெறிக்கெல்லாம் பிராமிணர்கள் தான் காரணம் . அவனுக்கு எதிர்ப்பாக அனைத்து ஜாதியினரும் ஒன்று திரண்டு மனித ஜாதியை மற்றும் பார்த்து கல்யாணம் செய்து கொள்ளாமல் தங்களுக்குள்ளே அடித்துக்கொள்கிறார்கள் . SV சேகர், எச்ச ராஜா மற்றும் குருமூர்த்தி போன்றவர்கள் ஆனந்தமாக இருப்பார்கள்!",
C038442,Telugu,Hate Speech,అన్నా నువ్వు పెద్దగా మీ తాతలా ఎదగాలి అంటే నువ్వు పక్కా జెనసేనలో చేరు అవ్వు అన్నా ప్లీజ్ నాకు తెలిసి నువ్వు రాయలసీమ నుండి పెద్ద నాయకుడు అవుతావ్ కానీ జగన్ నిన్ను ఒక చదరంగం లో సిపాయి లా,
C038444,Tanglish,Offensive,"Asuran climax la dhanush soldra dialogue ah ,Arjun modify panni sonna maadri yennaku mattum dha thonnuda",
C038445,Tamil,Offensive,ஜில்லா படம் மோகன்லால் சர் விஜய் பீட தயொலி யோட நடிச்சது நாள சரியா ஓப்பனிங் கிடைக்கல அத இந்த காப்பான் படம் மாத்தும்னு கண்டிப்பா,
C038454,Roman Telugu,Hate Speech,maa allu aravind gaari comedy super allu sir plg meeru movies loo act cheyandi,
C038460,Tanglish,Offensive,Thalaiva viswasam bgm and trailer ending Nkp vaa mothi paru song🤔🤔 ennayaaa ithu,
C038463,Telugu,Hate Speech,నీతి నిజాయితీ లకు మారు పేరుగా నిలిచిన వ్యక్తి ఆళ్ళ రామకృష్ణారెడ్డి అమరావతి రైతులకోసం నిజమైన పోరాటం చేసిన వ్యక్తి ఆయన పదికాలాలపాటు చల్లగా ఉండాలి,
C038467,Tanglish,Hate Speech,Amma ilandra dairiyathla indha aatama da,
C038477,Roman Telugu,Hate Speech,anantapuram loo puttinanduku garvamgaa vundhi naadhi tadipatri niyojakavargam sriram annaku ootu vese avakaasam lenanduku badhaga vundhi jai paritaala,
C038481,Tamil,Offensive,இதுல என்னத்த குற்றம்... அவனவன் வீட்டு பெண் பிள்ளைகள் மீது அவரவர்க்கு இருக்க வேண்டிய அக்கறை தான் தெரியுது. போங்கடா லூசுங்களா. Trending ஆக்கறதுக்கு வேற ஒண்ணுமே கெடைக்கிலியா... தே@#*%$&#@,
C038483,Roman Telugu,Hate Speech,jagan oka erri puku gadu vadu vadi modalo paripalana,
C038487,Tanglish,Hate Speech,Yennada ithu padathai partha etho sura mokka padam pola irukku mokka da,
C038488,Roman Telugu,Hate Speech,array r entha icchaadu raa neeku,
C038494,Kannada,Offensive,ನಿಮ್ಮ ಅವ್ವ ಸೂಳೆ,
C038496,Tanglish,Offensive,Vera lvl Thala version,
C038499,Tamil,Hate Speech,டேய் நாயே இது படமாட இது மனிதன் பார்க்க முடியாது சாதி வெறி பிடித்த காமக்கொடூரனே. நாங்க எங்கள நம்பி வந்த பொன்ன காப்பாற்ற தான் தெரியும்,
C038507,Tanglish,Offensive,Flop agaura movie ku trailer vantha enna varla na enna,
C038508,Tamil,Hate Speech,ஒரு பக்கம் மதம் மாத்துறானுங்க இன்னொரு பக்கம் குலம் மாத்துறானுங்க மானம் கெட்டவனுங்க! திரௌபவெல்வாள்,
C038511,Tamil,Hate Speech,PCR மட்டும் இல்லாம போனால் தான் இவனுங்க அடங்குவாங்க,
C038513,Roman Telugu,Hate Speech,Twaralo telugollanta pichollawutaaru,
C038516,Roman Telugu,Hate Speech,kani ekkuva cheste alasata weakness body peragaka povadam teenage lo tarvata kuda face paina gaddalu pimples ravadam nijambetter keep it twothree times a weekget busy and focus on your studies and career guys,
C038517,Kannada,Offensive,ಇದೊಂದು ದುರದೃಷ್ಟ ವೇ ಸರಿ ಇಂತ ಮ್ಯೂಸಿಕ್ ಇಂತ ಲಿರಿಕ್ಸ್ ಇಂತ ಬ್ಯಾಗ್ರೌಂಡ್ ಎಡಿಟಿಂಗ್ ಎಲ್ಲ ವಿಭಿನ್ನ ಸುಂದರ ವಾಗಿದ್ದರು 6 ದಿನ ಕಳೆದರು ಕೇವಲ 2.2M ಅಂದ್ರೆ ಬೇಸರದ ಸಂಗತಿ nಯಾವುದೋ ಪರಭಾಷಗಳಿಗೆ ತೋರಿಸೋ ಪ್ರೀತಿ ನಮ್ಮ ಕನ್ನಡ ಚಿತ್ರಗಳ ಮೇಲಿಲ್ಲ.,
C038522,Telugu,Hate Speech,అన్నో మనకి కూడా ఒక మిషన్ అడుగు కొట్టుకుందాం,
C038525,Roman Telugu,Hate Speech,ippatikee mea anna vinayamgaa chetulukattukoni nilabadutunnadu,
C038526,Tanglish,Offensive,Super star..naa. super star..thaaa.. marana wating.........daaaaaaa...vainga..daa. .maronam..mass..maranam..thalaivar.varanum...adhuku...petta pongal..thaana..varanum.... sathiyama. Sollren..aduchu...anrarveroda. oda.vettruven. ......,
C038528,Kanglish,Offensive,China dali no donation large money all filled communist govt nnBut not India all in donation,
C038533,Tanglish,Offensive,Oru thavaru seidaal Athei terindu seithal Avan devan endralum vidamatten,
C038536,Tamil,Hate Speech,தோழரே ஆகஸ்ட் மாதம் இந்தப் படத்தை வெளியிட்டார் என்ன ஒரு பிரயோஜனம் அதுவே இந்த எலக்சனுக்கு புள்ள வெளியிட்டார் உங்களால ஒரு 80 ஆயிரம் பேராவது திருந்துவாங்க பணம் மட்டும் சம்பாதிக்க போதாது நான் சொல்வது புரியுதுங்களா,
C038537,Kannada,Offensive,ಈ ಹಾಳಾದ ಕೋರೋನ ವೈರಸ್ ಬಂದು ದಿಯಾ ಲವ್ ಮಾಕಟೈಲ್ ಚಿತ್ರಗಳಿಗೆ ತುಂಬಾ ನಷ್ಟ ಉಂಟಾಗಿದೆ...but Don't worry u get best reviews.. All the best for ur nxt movies,
C038541,Roman Telugu,Hate Speech,"Asalu meeku elaa telustunnay rohit ki and kohli ki godavalu unnay ani, politics ni ilaane chedagottaru, ippudu malli cricket meeda paddara?, eraa meku intha kante manchi jobs dorakava?, thu..",
C038553,Roman Telugu,Hate Speech,Asala eamyna rhyming unda,
C038555,Roman Telugu,Hate Speech,devi nagavalli oka dogga munda media medha cheddha peru testhundhi,
C038556,Roman Telugu,Hate Speech,adhe better anthe kaani life long savings one day loo vaste chekudadu lifelong entha karchu avtundo aa oka roje anta karchu pedataaru chaala mandi,
C038557,Roman Telugu,Hate Speech,Long drive ledu modda ledu normuskoni intlo saavu,
C038559,Tanglish,Offensive,bruh this shit looks like a lame ass game,
C038562,Tanglish,Offensive,kolakandula irukken kollama vidamatten thalaivar mAaAaaaaaaaas,
C038564,Tanglish,Offensive,Pakka trailer....but movie.. wait panni papoom..,
C038576,Tanglish,Offensive,Enna da adutha flop varupogutha,
C038578,Tanglish,Offensive,Villaina mass aa kattallayea. So sad. Villain mass aa iruntha thaa movie mass aa irukkum,
C038579,Roman Telugu,Hate Speech,anna nee phone neenu evi niki anavaram,
C038581,Roman Telugu,Hate Speech,Rajagopal neeku ethics levu,
C038586,Tamil,Offensive,"வயசான ஒருத்தர்மூணு கோடி டீசெர் விஎவ், அறுநூறு கோடி VASOOL ன்னு அல்லுராறு....விக் PATHI இன்னும் விக் வச்சிக்கிட்டு பழைய ரஜினிபடத்த கோப்பி அடிசிக்கின்னு....DIALOGUE மட்டும் நல்லா டெலிவரி பண்ணுவாரு ...",
C038589,Tanglish,Offensive,Orutharmela neega viswasam MA erukarthuka Enaurutara a asigapadurega,
C038594,Tanglish,Offensive,punda Mary eruku trailer Siva nalla vechu senjutan ajika vaa,
C038598,Telugu,Hate Speech,చిరంజీవి గారికి సూపర్ తమ్ముడు పవన్ కళ్యాణ్ గారుమోహన్ బాబు గాడికి కరెక్ట్ మొగుడు పవన్ కళ్యాణ్ గారు,
C038605,Roman Telugu,Hate Speech,vaadu chadavaledu ani ardham avutundi,
C038609,Tanglish,Hate Speech,Viswasam BGM ah mix panni potrukar pola...,
C038611,Tanglish,Hate Speech,Yethir patha alavuku trailer ila Sasikumar kattai eaduthu adichathu car parakuthu enaga da dai yebba sammmi,
C038613,Roman Telugu,Hate Speech,voh acting vaerae level bass adaragottaaru bhalegaa undhi,
C038616,Kanglish,Offensive,Yar guru evlu chaina hudgi naa indian aa gothilla,
C038619,Tamil,Hate Speech,இங்க பர தேவிடியாக்கள்... மற்ற ஜாதி பெயரில் ஃபேக் ஐடில கமெண்ட் பன்றானுக... விழிப்படைவோம் ஒன்று படுவோம்,
C038622,Tanglish,Hate Speech,Ponga Da Comedy Piceungla Enna Movie Vandhalum Pariyaerum Perumal Pola Varadhu Da JaibheeeM,
C038624,Tanglish,Offensive,His getup is looking like jaguar movie hero getup ( mask and body language ),
C038625,Roman Telugu,Hate Speech,aut tatha aan fire,
C038626,Tanglish,Offensive,Ipdi oru Maas record Panna intha trailer yen innum trending la varala...kaduppa irukku...,
C038633,Tanglish,Hate Speech,Sahoo flop Today Kaappan release agirukalam nu yaruyellam ninaikurigga,
C038634,Tamil,Offensive,தம்பி... நீங்க எல்லாம் YouTube-கு புதுசா?? எந்த video வ இருந்தாலும் மொதல்ல likes தான் update ஆகும் அதுக்கப்பறம் தான் views update ஆகும்... puthusa jio sim vangi puthusa YouTube la pakravanga ellam konjam silent ah iruntha nalla irukum...,
C038635,Roman Telugu,Hate Speech,sky kohili valle india semis kii vachindi,
C038643,Roman Telugu,Hate Speech,mana desamlo babu gogineni garu lanty vaalu chalakavali,
C038644,Roman Telugu,Hate Speech,sakshi correct eppudu rasindani meeru mea jokulu,
C038645,Kanglish,Offensive,K K neen tunne chipake kayak illa,
C038647,Tanglish,Offensive,pana maratthula irupathu nonku Thala ya ethirthaa sanku,
C038650,Tamil,Offensive,அப்பா ரிச்சர்டு நீ கிறித்தவம் உன் தங்கச்சி ஷாலினி யாருக்கு பா கட்டிக்கொடுத்த மாப்பிள ஒரு இந்து. ( அஜித்) . இப்படி நீயே போன் பண்ணிட்டு ஊருக்கு பாடம் சொல்லாத இந்த படம் பயங்கர தோல்வி,
C038651,Tanglish,Offensive,Dae ne la thirunthave maatiya padam nadikurana padam intha lachanathula evuru iron man voice panrara thu .,
C038659,Tamil,Offensive,உதயநிதிய தவிர பாக்கி எல்லாரும் frame ல merge ஆவுறாங்க அவன மட்டும் avoid பண்ணிருக்கலாம்... But we know what Mysskin is... Let's hope for the best.,
C038664,Tamil,Hate Speech,இது யாரு குற்றம்.... பொண்ணுங்களுக்கு வளர்ப்பு சரி இல்லையா.... இல்லை பசங்களுக்கு வளர்ப்பு சரி இல்லையா? இல்லை பெரியவர்கள் வளர்ந்த விதம் சரியில்லையா?,
C038666,Roman Telugu,Hate Speech,enni kashtaala tarvaata happy vastundo teliyadu brother kashta jeevulu,
C038668,Telugu,Hate Speech,ఇంటర్వ్యూ చూసినా తర్వాత చాలా భాదగా ఉంది సమంత గారికి మంచి విజయం చేకూరాలని ఆశిస్తూ,
C038673,Tamil,Offensive,"#ஜெயம்_ரவி கோமாளி இல்லை, நான் அரசியலுக்கு வருவது உறுதி அவர் தான் கோமாளி🤣🤣🤣🤣🤣",
C038675,Telugu,Hate Speech,ఎవడ్రా ఎవడ్రా వీడు పేకాట క్లబ్బులు నడిపించేవాడు,
C038683,Tamil,Offensive,From our and their and photo there with W எச்ச பையன் பா ரஞ்சித் அவன செருப்பால அடிச்ச மாதிரி இந்தப் படம் வெற்றியடைய வாழ்த்துக்கள்,
C038686,Kanglish,Offensive,Ha sir..kanada movie nam janane nodthaila,
C038698,Telugu,Hate Speech,పెళ్లి గాని ప్రసాదు హీరోలల్లా పెళ్లి కానీ హీరో ఎవరంటే అది ప్రభాస్కు మాత్రమే సొంతం,
C038700,Roman Telugu,Hate Speech,aa shree gaadimeeda aankshalu vidhinchaarushree mohan babu garu shree balaiah babu garu dilraju garu inca chaalaa mandi nirmaatalu nirnayam teesukunnaru,
C038706,Telugu,Hate Speech,పందులే గుంపులుగా వస్తాయిసింహం సింగిల్ గా వస్తుందిజై కేసిఆర్ జై జై కేసిఆర్,
C038708,Tanglish,Offensive,Mokka Hindi movieya apadiye remake pannirukan Avlo worth illa mokka than,
C038726,Tamil,Hate Speech,இயற்கையாகவே உற்பத்தி ஆகுற நதிய தனக்குமட்டும்தான் எண்டு சொந்தொங்கொண்டார்ர உரிமைய யாருங்க குடுத்தா??? யாருட்டையாவது பதில் இருக்கா....,
C038729,Tanglish,Hate Speech,Oru sila vj fans ku vayiru eriyuthu summa vanthutu mokka nu tu yennada upload aana udanae mokkanu podra trailer ah kuda mulusa paaka maatiya da venna.... Vj fans situation now rnga vaguru eriyuthu.....,
C038733,Tanglish,Offensive,"Dialogue'laan Over'a irukku, Kelattu payala, vayasaana kaalathla yaen da yenga uyira vaangura ??",
C038735,Tamil,Hate Speech,VFX எல்லாம் பார்க்கும்போது படத்துக்கு விவேகம் ன்னு வச்சதுக்கு பதிலா வீடியோகேம் ன்னு வச்சுருக்கலாம் பொருத்தமா இருந்து இருக்கும்,
C038739,Kanglish,Offensive,Paaapa. Konegu tik tok hoythu.. nayigal boglod kadme aythu,
C038740,Roman Telugu,Hate Speech,jeeniyune banner and andaru chaalaa hardwork chestaaru,
C038742,Tanglish,Offensive,Thalaivar:Naan arasiyaluku varuvadhu urudhi..Hey idhu 96..Yara yemathirungam,
C038744,Telugu,Hate Speech,Hero లని చూసి herione ల ని చూసి మురాసిపోయే కన్నా బండ్ల గణేష్ సర్ interview చుస్తే ఒక మంచి positive vibration వస్తుంది కష్టం అనే పదానికి అర్థం నీవు సర్ అందరూ comdieons ఉన్నారు కానీ మీరు life లో king సర్ Love u Sir Love you forever Sir,
C038745,Roman Telugu,Hate Speech,shami vadu vadi erri puku fielding,
C038747,Roman Telugu,Hate Speech,ah group loo nannu add chaindi mawa,
C038749,Tanglish,Offensive,Sathyama sollurean sodai badam inimayel tamil naatulla odaithu adichi andruwarroda oda vittru ohm,
C038754,Tanglish,Offensive,"Devadiyavuku porantha paiyaleh , Rajini yeppa 96 la politics ku varennu sonnaru , avaru Pera sollameh poolappu nadatha mudiyalelah , yecha",
C038759,Roman Telugu,Hate Speech,Ne failures ni kuda honest ga accept chesthav andhuke nuv Greatnormal human being ki adhi kudharadhu,
C038760,Roman Telugu,Hate Speech,malli malli repeat chestu chustunna vaallu entamandi unnaaru,
C038763,Tanglish,Offensive,"Nithya menan bettar than kangana Nithya face cut, body shape look like jayalalitha",
C038765,Roman Telugu,Hate Speech,saar mea tandri kodukula paatralu chaalaa super gaa untaayi saar naaku kuudaa iddaru kodukulu vaallatho eppudu ilaage kaamedeegaane untaanu,
C038766,Roman Telugu,Hate Speech,tyson: rey puri inko sari ni mokham choopistahe egiri egiri dengutha,
C038768,Roman Telugu,Hate Speech,anthaa sodhi chepparu conny asalu aame athani paina aem matladindo cheppaleduintaku atanipaina aame chesina comments enti,
C038769,Roman Telugu,Hate Speech,real hero real leader mulla reddy garu,
C038771,Roman Telugu,Hate Speech,"Paytm kukkalu ekkada, idi kuda cbn gare plan chesaru antaremooo",
C038773,Roman Telugu,Hate Speech,Niku sambhamdam leda anduke ni shavam kuda dorakakunda chesadu god,
C038774,Tanglish,Offensive,ENNA HARRIS JAYARAJ-U............... DARK KNIGHT BGM LAM KEKKUDHU........PERIYA HANS ZIMMER IVURU.... ?!?!?!?!?!?!?!?,
C038775,Tanglish,Hate Speech,teaser marana mass but ajith fans ungalukku fire engine anuppattuma,
C038778,Kanglish,Offensive,le gubad..... likes inda aden sigutto nimgella..... olle bhikshukara thara like maadi like maadi andkondu.....,
C038786,Telugu,Hate Speech,Hope that there is no ending in madhu character waiting for next episode in telugu with madhu again మధు పోకూడదమ్మారేయ్,
C038788,Tanglish,Offensive,Yo enna ya likes ennum pathala,
C038801,Roman Telugu,Hate Speech,maeru eppudu telugu lone matlada taaru,
C038805,Tamil,Hate Speech,விபச்சார இயக்குனர்களுக்கு மத்தியில் உங்கள் தைரியம் புதிய தொடக்கத்தை ஏற்படுத்தப் போகிறது,
C038810,Tanglish,Offensive,MADAN GOWRI paatutu trailer pakkuravanga unga thumba use pannunga,
C038813,Roman Telugu,Hate Speech,nayakuralu cinema nundi neenu nagababu abhimanini mega brothers ante chaalaa ishtam goppa annadammulu,
C038815,Tamil,Hate Speech,"பொய் செய்தி பரப்பி trailerஐ ஓட்டலாம், படத்தை ஓட்ட முடியாது. கோமாளி படத்தை நீதிமன்றம் சென்று தடை செய்யவும் தயங்கமாட்டோம். தீர்வு-மன்னிப்பு,அந்த உண்மையை திரித்து கூறும் காட்சியை நீக்கணும் #துரோகிகளையும்_நேசிக்கும்_ரஜினி",
C038822,Kanglish,Offensive,MONSTER_KANNADA jail ge hog bandh sule maga,
C038825,Kanglish,Offensive,Guru ninge like beku andre kelu Kodthare adu bitu thandidabeda,
C038830,Roman Telugu,Hate Speech,malla oka donga veda vadu lanja eshalu fees tagincharu gani desham ni uddharistharu,
C038836,Tamil,Hate Speech,"திரைத்துறையில் இப்படம் ஒரு சாபக்கேடு ஜாதியப் பெயர்களால் வரும் அனைத்துப் படங்களையும் எதிர்ப்போம் , ஜாதிகள் இல்லையடி பாப்பா.",
C038846,Roman Telugu,Hate Speech,Arey vaadu paata padtunnada leka padyam oppacheptunada,
C038848,Roman Telugu,Hate Speech,"Ayya kulaala gajji vadhulu, nee STRAATAJI baaga ledhu nuvv saadhinchalev",
C038849,Kanglish,Offensive,Worst song ever...,
C038850,Tanglish,Offensive,Paavam ajith fans....sarkara beat panna mudiyala🤣,
C038851,Roman Telugu,Hate Speech,rajakeyaluhameraverakun,
C038853,Kanglish,Hate Speech,China para mat adoru china ke kalsbek bolimaklu,
C038859,Tanglish,Offensive,Hero vera yar na podunga pa plz,
C038867,Tamil,Hate Speech,இங்க பறையன் பொன்ன காதலிக்கதா வண்ணியனும் இல்ல தேவரும் இல்ல அதே மாதிரி வன்னியன் பொன்ன காதலிக்கிற பறையனும் இருக்கான் சக்கிலியனும் இருக்கான் ரெண்டு பக்கமும் தப்பு இருக்கு இதுல எதுக்கு உத்தம வேசம் காசுக்கு கூத்தடுற சிவசாமி ஒன்னு தான் இந்த திரெளபதி ஒன்னு தான் 🤣 ஆள் ஆளுக்கு தூக்கி புடிச்சு வெட்டி உசுற விடாம போய் பொழப்பு புண்டைய பாருங்க டா அவன் அவன் குடும்பத்துல பொட்டசிங்கள ஒழுங்கா வளத்த எந்த அப்பனும் பயபுட தேவ இல்ல '!,
C038870,Tanglish,Offensive,Nethaan ennoda thala unna ethirtha velum kola,
C038871,Tanglish,Hate Speech,Saathi vena venanu pona saathi venunu padamma da potato,
C038878,Kannada,Hate Speech,ಅಪ್ಪಟ ಕನ್ನಡದಲ್ಲಿ ಮನಸು ಮುಟ್ಟೋ ಹಾಗೆ ಸ್ವಚಂದವಾಗಿ ಮುಖ ಒರಿಸ್ಕೊಳ್ಳೋ ಹಾಗೆ nಚೆನ್ನಾಗಿ ಉಗಿತಿರಾ ಅಣ್ಣಾ ಉರ್ಕೊಳ್ಳೋರು ಉರ್ಕೊಳ್ಳಿ ಕರೆಂಟ್ ಹೊಡಿದ ಕಾಗೆ ಹಾಗೆ,
C038879,Telugu,Hate Speech,పడుతున్న సన్నాసులకి మీకు ఇంత ఏజ్ వచ్చింది కదా మీ అమ్మ కూడా అంటే కదా,
C038881,Tanglish,Hate Speech,edhala pathu YouTube uyirode iraka¥ ? ? ?adada achariyam ...'!!!!!,
C038882,Tanglish,Hate Speech,Anjaathe - Prasanna Thuparivaalan - Vinay And Psycho - jitthan Ramesh Myskinns villain's,
C038886,Roman Telugu,Hate Speech,Ilanti MLA Anni niyojaka vargallo enduku leru,
C038890,Roman Telugu,Hate Speech,Shabash gundu andariki Baga gundu kodutunnav shabash Chetta bjp,
C038904,Telugu,Hate Speech,దీన్ని రోడ్డమీదవదిలేసారు దీనికి రాకేష్ మాస్టర్ కరెక్ట్,
C038907,Tanglish,Offensive,Dei eppo da varum indha padam,
C038912,Kanglish,Offensive,kumar banthu jaathi naayi savi savi nenapu soole sudeepu pans for a reason 🤣🤪,
C038918,Roman Telugu,Hate Speech,anna mea spandhana baagundi,
C038924,Kanglish,Offensive,Gopal avn ondhu hero.na thu..,
C038928,Tanglish,Offensive,Idukku ellam karanam anda ranjith nai Dan ....,
C038930,Tanglish,Offensive,Yaarupa hero dup panadhu... Mesmerizing voice.,
C038934,Kannada,Offensive,ಸಾರ್ ಸಾರ್ಥಕ ಬದುಕು ನಿಮ್ಮದುnಸತ್ಯಶುದ್ಧ ಕಾಯಕ ನಿಮ್ಮದು,
C038936,Tamil,Hate Speech,நா அரசியலுக்கு வருவது உறுதி. ஆனால் எந்த ஆண்டு என்பது உறுதியில்லை.,
C038937,Tanglish,Offensive,Dei Naei....yentha paradesi da dislike pannathu.....,
C038942,Roman Telugu,Hate Speech,Satya over action ekuva aindhi arjun paina. Papam vadi affection kuda content laga thisukundhi,
C038943,Tanglish,Hate Speech,1000 asuran vanthalum 1000 pariyarum perumal vanthalum Intha naaigal thirunthathu Parpanuku ellarum suthiran ( thevidiya paiya ) tha,
C038946,Roman Telugu,Hate Speech,super brow anta ina mana ongol vaalu super brow,
C038955,Tamil,Offensive,First day first show பார்த்தேன் கொஞ்சம் ஏமாற்றம்தான்,
C038960,Tanglish,Offensive,Intha muttapunda en overah pesikitte irukaan..,
C038961,Roman Telugu,Hate Speech,Dear ETV Variki Dear Gnapika Entertainments Variki Dear Ali Gariki Sir Adivi Sesh Gariki Madam Saiee Manjrekar Gariki,
C038963,Roman Telugu,Hate Speech,Me Bathukulu yenduku ra,
C038964,Roman Telugu,Hate Speech,neevu great annasupar,
C038965,Roman Telugu,Hate Speech,avatar oka adbhuta prapancham dheeni director james cameron antakanna adbhutam aayana ideas kii creativity kii,
C038970,Kanglish,Offensive,Dislike yav mahanbhavru madiradu guru.!! Looks like promising trailer,
C038971,Kanglish,Offensive,Firstu neen beldu,
C038974,Tanglish,Offensive,"Kommala dai ennaram 5 million vanthrukum , divo",
C038975,Tanglish,Offensive,🤣Batman Kae Tough u kudupan. Pola..,
C038977,Roman Telugu,Hate Speech,TRS entha istha annadu ra niku nv em samsarivi kavu ra Praveen..,
C038981,Tanglish,Offensive,Dislike pottavangalam sathiyama sollunga trailer nalla illa? Unga nengila Kai vachi sollunga trailer nalla illa?,
C038984,Roman Telugu,Hate Speech,Rey yendhuku ra ...puri garu cheppindhi okkati ...miru chupinchedhi inkoti....rava annadu puri garu dhani vere laga cheptharu andhuku ra ....,
C038990,Roman Telugu,Hate Speech,Nivedita eyes lo anandam choodandi great Everest ekkinantha anandam,
C038992,Roman Telugu,Hate Speech,chaalaa baagaa explain chesaaru brother small correction mooladhara aagna chakra sahasraara,
C038993,Roman Telugu,Hate Speech,OK mari maa sc cast ki esthava siggu undali,
C038995,Tanglish,Offensive,Ena maestro Ilayaraja Beethoven's music eduthu potrukaru. Ean athuku equala music poda vendiyathuthana. Govind Menona avlo kevalama pesunaru. Ipa Ilayaraja ku ithu 'aanmai attra seyal'a theriyalayama.,
C038996,Tanglish,Hate Speech,Otha Kuruma vechu senjutanga baadu Lot of family !,
C039002,Telugu,Hate Speech,మహానుభావుడివి సార్ నువ్వు. మేడం గారు మికో నమస్కారం. ఇద్దరు సరిపోయారు. నిజాన్ని నిర్భయంగా,
C039003,Roman Telugu,Hate Speech,enti kottedhi duck out ayyadu politics lo,
C039005,Tanglish,Offensive,Seems like pakka telugu commercial movie,
C039006,Tanglish,Offensive,Enna da 2days ku mela aguthu innum 1miliyan like varala. Eppo than varum 3 month apram ahh..,
C039008,Tamil,Hate Speech,ஜாதி படம் எடுக்குர நாய் எல்லாம் நாசமா பேகணும் து நாய்,
C039011,Tanglish,Offensive,Gommala vararuda ye thalaivar ippavea alluthuparu palapearuku parupuuu.....,
C039012,Tamil,Offensive,இந்த படத்தை தயவு செய்து பார்க்க வேண்டாம். ஜெயம்ரவி உண்மையில் கோமாளி. அவன் வாகனவிபத்தில் கோமா நிலைமைக்கு போகனும்.,
C039019,Tanglish,Offensive,Edhuku da music ah COPY adikerenga🤯🤯🤯,
