comment_id,verdict,corrected_category,reason
C012070,Wrong,Safe,Joking comment about actor
C012074,Wrong,Safe,Joking movie comment
C012076,Correct,,Explicit religious hate speech targeting Christian/Islamic groups
C012077,Wrong,Safe,Personal religious belief statement
C012078,Correct,,Vulgar personal insult
C012080,Wrong,Safe,Neutral reference to college batch
C012087,Unsure,,"Garbled phrase, unclear"
C012092,Wrong,Safe,"Fan rivalry metaphor, mild"
C012093,Wrong,Safe,"Hyperbolic fan hype language, not real threat"
C012095,Wrong,Safe,Neutral question about actress
C012096,Wrong,Safe,"Regional political criticism, not explicit hate"
C012099,Wrong,Safe,Fan comparison banter
C012108,Wrong,Safe,Agreement/praise comment
C012114,Wrong,Safe,Well wish for movie success
C012117,Correct,,Mild insult calling filmmakers copycats
C012120,Correct,,Mild insult calling fans crazy
C012123,Correct,,Uses eunuch slur as insult
C012124,Wrong,Safe,Praise comment
C012130,Wrong,Safe,Fan rivalry commentary
C012142,Correct,,Vulgar insult at actor
C012143,Wrong,Safe,Neutral movie criticism
C012144,Wrong,Safe,Praise comment
C012146,Wrong,Safe,Neutral comment about music composer
C012149,Wrong,Safe,Praise for communication style
C012155,Wrong,Sexual Harassment,Explicit sexualized comment about thighs
C012157,Wrong,Safe,"Plagiarism accusation, neutral"
C012160,Wrong,Safe,Joking comment about actor
C012163,Correct,,Mild appearance-based mockery
C012166,Wrong,Safe,Well wishes for festival wins
C012168,Wrong,Safe,"Wishes movie success, vague reference to critics"
C012172,Wrong,Safe,Praise for acting skill using hyperbole
C012173,Wrong,Offensive,Mild insult calling interviewee crazy
C012178,Wrong,Safe,Neutral comment about short film concept
C012179,Wrong,Safe,Tribute/praise statement about sacrifice
C012181,Wrong,Safe,Mild complaint about causing trouble to actor
C012194,Wrong,Safe,Nostalgic generational comment
C012195,Wrong,Safe,Neutral political joke suggestion
C012196,Wrong,Safe,Mocking joke about character design
C012199,Wrong,Safe,Mild opinion about language skill
C012204,Correct,,Vulgar insult at filmmakers
C012207,Wrong,Safe,Neutral cricket opinion
C012211,Wrong,Safe,"Anti-caste-discrimination and anti-rape appeal, not hate speech"
C012215,Wrong,Safe,Unclear neutral movie comment
C012217,Wrong,Safe,Social commentary on disrespect toward dancers
C012221,Wrong,Safe,Positive statement listing castes supporting movie
C012226,Wrong,Safe,Neutral encouraging statement
C012230,Wrong,Safe,Mild comment about dislikers
C012234,Correct,,Vulgar insult about age
C012237,Wrong,Safe,Political sarcasm about problems
C012242,Wrong,Safe,Vague exclamation about TN
C012244,Wrong,Safe,Mild request to stop overacting
C012245,Wrong,Safe,Neutral observation about interviews
C012249,Wrong,Offensive,"Vulgar insult at TikTok supporters, not protected-group hate"
C012252,Wrong,Safe,Neutral question about release
C012253,Wrong,Safe,Unclear fan exclamation
C012260,Wrong,Safe,Political/religious sarcasm
C012261,Wrong,Safe,Praise for prediction/editing
C012265,Wrong,Safe,"Political request, neutral"
C012272,Wrong,Safe,Joking fan complaint about waiting
C012275,Wrong,Hate Speech,Mocking insult targeting a specific caste group's mindset
C012277,Correct,,Insult questioning actor's acting ability
C012279,Wrong,Safe,Political opinion and fan praise
C012283,Wrong,Safe,Fan praise comment
C012287,Correct,,Insult at dislikers using censored vulgar term
C012288,Wrong,Safe,Fan hype comment
C012290,Wrong,Offensive,Insult calling individual a fool
C012295,Wrong,Offensive,Insult mocking actor's movies and speech
C012298,Wrong,Safe,"Political corruption accusation, not hate speech"
C012301,Wrong,Safe,Praise comment
C012304,Wrong,Safe,Neutral feedback request
C012305,Wrong,Safe,Compliment about actor's looks
C012306,Wrong,Safe,Joking BGM comparison
C012315,Wrong,Safe,Wordplay joke about movie title
C012317,Correct,,Insult calling someone a psycho
C012318,Wrong,Safe,Praise for honesty
C012328,Wrong,Safe,Vague social comment
C012330,Correct,,Vulgar personal insult
C012334,Wrong,Safe,Neutral movie story comment
C012338,Correct,,Vulgar insult chain at named individual
C012341,Wrong,Safe,Neutral question about song popularity
C012343,Wrong,Safe,Vague comment about actress's expression
C012345,Wrong,Safe,Neutral factual comment
C012350,Wrong,Safe,Mixed praise and mild criticism
C012362,Wrong,Safe,Fan hype praise
C012364,Wrong,Safe,Praise and well wishes
C012367,Wrong,Safe,"Brief mocking reference to fans, unclear target"
C012368,Unsure,,"Garbled aggressive rant, ambiguous intent/target"
C012375,Wrong,Safe,Casual unclear comment
C012387,Correct,,Disturbing rhetorical outrage about content's influence on kids
C012390,Wrong,Sexual Harassment,Explicit sexualized comment about a woman's body
C012391,Wrong,Safe,Neutral movie repetitiveness criticism
C012392,Wrong,Safe,Praise for changed behavior
C012393,Correct,,Vulgar insult at actor
C012394,Wrong,Offensive,"Vulgar insult about individual cricketer, not group hate"
C012406,Wrong,Safe,Mild neutral question
C012411,Wrong,Safe,"General social observation, no hate"
C012412,Wrong,Safe,Neutral opinion about watching later
C012413,Wrong,Safe,Praise for leader
C012422,Wrong,Safe,Neutral comment about idea origin
C012430,Wrong,Safe,Political well-wish
C012431,Wrong,Safe,"Comment about movie marketing, neutral"
C012435,Wrong,Safe,Unclear neutral movie comment
C012438,Wrong,Safe,Praise for actor
C012442,Wrong,Safe,Praise for family
C012446,Wrong,Safe,"Movie casting criticism, neutral"
C012464,Wrong,Threat,Explicit violent sexual threat against named individual
C012465,Wrong,Safe,Praise for movie style
C012470,Correct,,Vulgar insult at dislikers
C012476,Wrong,Safe,Vague colloquial expression
C012477,Wrong,Offensive,Body-shaming insult comparing someone to a buffalo
C012481,Wrong,Safe,Fan hype comment about release date
C012482,Wrong,Safe,"Music plagiarism accusation, neutral"
C012485,Wrong,Safe,Praise comment
C012493,Wrong,Offensive,"Vulgar comparison of movie to porn, not group hate"
C012496,Wrong,Offensive,"Vulgar personal insult, not group hate"
C012498,Wrong,Safe,Praise/proverb comment
C012503,Wrong,Safe,Emotional praise for movie scene
C012507,Wrong,Safe,"Political governance comment, neutral"
C012510,Wrong,Offensive,"Mild regional complaint, not caste/religion/gender hate"
C012515,Unsure,,"Garbled comment, unclear meaning"
C012516,Wrong,Safe,Neutral opinion about trailer vs movie
C012518,Correct,,Explicit caste-based dehumanizing slur
C012519,Wrong,Safe,"Political corruption criticism, not hate"
C012526,Wrong,Safe,Praise for political icons
C012529,Wrong,Offensive,Mild insult calling critics random nobodies
C012532,Wrong,Safe,Unclear fan comment
C012544,Wrong,Safe,Neutral question about release
C012545,Wrong,Safe,Joking movie comparison
C012546,Wrong,Safe,"Political criticism of politician's stance, not hate speech"
C012549,Wrong,Safe,"Vague criticism, unclear target"
C012550,Unsure,,"Ambiguous wordplay pun, possibly lewd innuendo"
C012558,Wrong,Safe,"Political/financial accusation, not hate"
C012560,Wrong,Safe,Praise for actor
C012562,Wrong,Safe,Social commentary about film industry economics
C012563,Wrong,Safe,Metaphorical fan hype about comeback
C012567,Wrong,Safe,Anti-cheating moral message with caste-community shoutout
C012568,Wrong,Offensive,"Vulgar sexual slurs directed at filmmakers, not clear group hate"
C012572,Correct,,Mild insult calling commenters fools
C012574,Wrong,Safe,Mild movie criticism
C012584,Wrong,Safe,Fan hype comment
C012585,Wrong,Safe,Neutral suggestion about screening
C012587,Wrong,Offensive,Hyperbolic insult calling critics terrorists
C012589,Wrong,Safe,Mild complaint about dislikers
C012592,Wrong,Safe,Mild rhetorical complaint about dislikes
C012597,Wrong,Offensive,"Vulgar insult at politician, not group hate"
C012604,Wrong,Safe,Praise comment
C012606,Wrong,Offensive,"Hyperbolic fan statement implying violence against critics, conditional"
C012607,Wrong,Safe,Simple negative movie opinion
C012609,Wrong,Offensive,"Vulgar insult at named politicians, not group hate"
C012610,Wrong,Safe,"Movie criticism, mild"
C012611,Wrong,Safe,"Fan rivalry comment, mild"
C012613,Wrong,Safe,Neutral question about interview
C012614,Wrong,Safe,Neutral political/fan comment
C012619,Wrong,Safe,Positive hype comment
C012635,Wrong,Safe,Praise comment
C012636,Wrong,Threat,"Explicit reference to raping a named celebrity, violent sexual threat"
C012641,Wrong,Safe,"General proverb, no hate"
C012646,Wrong,Safe,Mild casting complaint
C012649,Wrong,Safe,Neutral vague comment
C012651,Wrong,Safe,Neutral observation about views
C012653,Correct,,Mild mocking insult at fan group
C012654,Correct,,Vulgar insult mixed with fan hype
C012656,Wrong,Safe,Neutral comparison joke
C012666,Wrong,Safe,Praise comment
C012671,Correct,,Fan rivalry insult calling actor a loser
C012675,Wrong,Offensive,"Vulgar insult at music company, not group hate"
C012677,Wrong,Safe,Hopeful neutral comment
C012687,Wrong,Safe,Joking exaggerated comment
C012688,Wrong,Safe,Praise comment
C012693,Unsure,,"Poetic text mixed with vulgar term, unclear intent"
C012701,Wrong,Safe,"Harsh movie criticism, not vulgar insult"
C012705,Wrong,Safe,Hyperbolic comment about winning a TV debate
C012708,Wrong,Safe,Praise comment
C012715,Wrong,Safe,Fan speculation about dislikers
C012717,Wrong,Offensive,"Mild insult calling people crazy, political context"
C012720,Wrong,Safe,Self-aware joking fan comment
C012728,Wrong,Sexual Harassment,Extremely vulgar sexual insult directed at named woman
C012736,Wrong,Safe,"Accusation of copying short film, neutral"
C012741,Wrong,Safe,Praise for singers
C012742,Wrong,Safe,"Political corruption criticism, neutral"
C012746,Correct,,Insult calling likers idiots
C012752,Wrong,Offensive,Mild personal criticism of interviewer's skill
C012755,Wrong,Safe,Neutral sports comment
C012761,Wrong,Hate Speech,Vulgar caste-based slurs targeting actor's caste identity
C012766,Wrong,Safe,Mild criticism about actor's age appearance
C012774,Unsure,,"Garbled comment with censored insult, unclear target"
C012779,Wrong,Safe,"Vague complaint about idle people, no clear target"
C012780,Wrong,Safe,Fan banter song reference
C012786,Wrong,Safe,Fan comment about waiting for release
C012788,Wrong,Safe,Neutral sports comment
C012793,Correct,,Mild insult at fan group about dislikes
C012794,Wrong,Safe,Mild criticism about repeating dialogues
C012796,Wrong,Threat,Explicit threat to cut hands of wrongdoers
C012802,Wrong,Safe,Neutral observation about views
C012804,Wrong,Safe,"Teasing fan banter, positive"
C012805,Wrong,Safe,Praise for punch dialogue
C012806,Correct,,Insult calling actress waste
C012812,Wrong,Safe,Neutral request
C012816,Wrong,Safe,Fan criticism about hero's movie choices
C012820,Wrong,Safe,"Fan rivalry banter, mild"
C012828,Wrong,Safe,Neutral reflective comment
C012833,Wrong,Safe,Fan concern exclamation
C012835,Wrong,Safe,Mild criticism about overacting
C012838,Wrong,Safe,"Literary/poetic reference, neutral"
C012844,Wrong,Safe,Fan hype listing heroes
C012848,Wrong,Safe,Movie criticism opinion
C012850,Wrong,Offensive,"Hyperbolic insult telling haters to die, not group hate"
C012851,Wrong,Safe,Fan quote reference
C012856,Wrong,Safe,Joking political comment
C012861,Wrong,Safe,"Movie criticism, neutral"
C012862,Wrong,Offensive,"Moral criticism calling believers fools, individual target"
C012866,Wrong,Safe,Vague idiom about downfall
C012869,Wrong,Safe,Fan quote reference joke
C012871,Wrong,Safe,"Political corruption accusation, not hate speech"
C012873,Wrong,Offensive,"Vulgar fan rivalry insult, not group hate"
C012874,Wrong,Offensive,"Insult calling dislikers trashy, not group hate"
C012878,Wrong,Safe,Political commentary defending someone's stance
C012879,Wrong,Safe,Fan hype exclamation
C012886,Wrong,Safe,Neutral question about 3D
C012899,Wrong,Safe,Neutral suggestion about supporting filmmakers
C012901,Wrong,Offensive,"Hyperbolic aggressive warning, fan hyperbole not real threat"
C012904,Correct,,Mild insult at fan group
C012907,Wrong,Safe,Appreciation comment
C012919,Wrong,Safe,Praise for song
C012921,Correct,,Vulgar insult at TikTok users
C012927,Wrong,Safe,"Mild career warning to actor, no vulgar insult"
C012933,Wrong,Safe,"Casting criticism question, neutral"
C012935,Wrong,Safe,Political praise
